Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000259713	XLOC_005754_ops	0.562992126	0.647058824
ENSG00000259713	XLOC_005755_ops	0.557086614	0.676470588
ENSG00000259713	XLOC_005756_ops	0.525590551	0.676470588
ENSG00000259713	XLOC_005757_ops	0.49787234	0.55
ENSG00000259715	XLOC_006165_ops	0.520084567	0.647058824
ENSG00000259715	XLOC_006166_ops	0.603004292	0.764705882
ENSG00000259715	XLOC_006167_ops	0.581775701	0.5625
ENSG00000259717	XLOC_002050_ops	0.195329087	0.230769231
ENSG00000259717	XLOC_002052_ops	0.208067941	0.307692308
ENSG00000259717	XLOC_002053_ops	0.252653928	0.384615385
ENSG00000259717	XLOC_002054_ops	0.27388535	0.41025641
ENSG00000259717	XLOC_002055_ops	0.256900212	0.41025641
ENSG00000259717	XLOC_002056_ops	0.252653928	0.41025641
ENSG00000259717	XLOC_002060_ops	0.254	0.379310345
ENSG00000259717	XLOC_006926_ops	0.267515924	0.461538462
ENSG00000259719	XLOC_001726_ops	0.600638978	0.666666667
ENSG00000259719	XLOC_001727_ops	0.581469649	0.666666667
ENSG00000259720	XLOC_000936_ops	0.154450262	0.333333333
ENSG00000259720	XLOC_000937_ops	0.38961039	0.583333333
ENSG00000259720	XLOC_000942_ops	0.21719457	0.416666667
ENSG00000259723	XLOC_003287_ops	0.491606715	0.571428571
ENSG00000259723	XLOC_003293_ops	0.810874704	0.833333333
ENSG00000259723	XLOC_003300_ops	0.516129032	0.333333333
ENSG00000259723	XLOC_003303_ops	0.456989247	0.416666667
ENSG00000259725	XLOC_007793_ops	0.277083333	0.3
ENSG00000259725	XLOC_007794_ops	0.270833333	0.3
ENSG00000259725	XLOC_007800_ops	0.647916667	0.5
ENSG00000259725	XLOC_007802_ops	0.386503067	0.3125
ENSG00000259727	XLOC_000970_ops	0.408898305	0.538461538
ENSG00000259727	XLOC_000975_ops	0.656779661	0.615384615
ENSG00000259730	XLOC_001232_ops	0.369024857	0.3
ENSG00000259730	XLOC_001233_ops	0.456978967	0.5
ENSG00000259730	XLOC_001234_ops	0.361376673	0.6
ENSG00000259730	XLOC_001235_ops	0.342256214	0.6
ENSG00000259730	XLOC_001236_ops	0.363288719	0.636363636
ENSG00000259731	XLOC_006230_ops	0.536523929	0.571428571
ENSG00000259731	XLOC_006236_ops	0.365239295	0.5
ENSG00000259731	XLOC_006240_ops	0.353092784	0.444444444
ENSG00000259732	XLOC_005994_ops	0.26713948	0.470588235
ENSG00000259732	XLOC_005997_ops	0.391011236	0.466666667
ENSG00000259732	XLOC_005998_ops	0.388764045	0.4
ENSG00000259732	XLOC_005999_ops	0.359550562	0.333333333
ENSG00000259734	XLOC_000853_ops	0.479452055	1
ENSG00000259734	XLOC_000855_ops	0.380136986	0.75
ENSG00000259735	XLOC_001057_ops	0.314855876	0.5
ENSG00000259735	XLOC_001058_ops	0.277161863	0.5625
ENSG00000259736	XLOC_000820_ops	0.379014989	0.575757576
ENSG00000259736	XLOC_000821_ops	0.415417559	0.606060606
ENSG00000259736	XLOC_000823_ops	0.400428266	0.606060606
ENSG00000259736	XLOC_000824_ops	0.295503212	0.484848485
ENSG00000259736	XLOC_000825_ops	0.280513919	0.470588235
ENSG00000259737	XLOC_006215_ops	0.630480167	1
ENSG00000259740	XLOC_001224_ops	0.221991701	0.125
ENSG00000259740	XLOC_001232_ops	0.228215768	0.375
ENSG00000259740	XLOC_001233_ops	0.27593361	0.625
ENSG00000259740	XLOC_001234_ops	0.203319502	0.6
ENSG00000259740	XLOC_001235_ops	0.217842324	0.6
ENSG00000259740	XLOC_001236_ops	0.2593361	0.636363636
ENSG00000259740	XLOC_006139_ops	0.393103448	0.5
ENSG00000259740	XLOC_006141_ops	0.317757009	0.625
ENSG00000259740	XLOC_006143_ops	0.230529595	0.555555556
ENSG00000259740	XLOC_006144_ops	0.190031153	0.5
ENSG00000259744	XLOC_005976_ops	0.260579065	0.4
ENSG00000259744	XLOC_005984_ops	0.501113586	0.4
ENSG00000259744	XLOC_005986_ops	0.467706013	0.3
ENSG00000259747	XLOC_001317_ops	0.538847118	0.285714286
ENSG00000259747	XLOC_001318_ops	0.568922306	0.444444444
ENSG00000259747	XLOC_001324_ops	0.441102757	0.625
ENSG00000259754	XLOC_001232_ops	0.313207547	0.272727273
ENSG00000259754	XLOC_001233_ops	0.4	0.454545455
ENSG00000259754	XLOC_001234_ops	0.305660377	0.545454545
ENSG00000259754	XLOC_001235_ops	0.286792453	0.545454545
ENSG00000259754	XLOC_001236_ops	0.30754717	0.636363636
ENSG00000259755	XLOC_005832_ops	0.453296703	0.588235294
ENSG00000259755	XLOC_005833_ops	0.39010989	0.470588235
ENSG00000259755	XLOC_005838_ops	0.396460177	0.733333333
ENSG00000259755	XLOC_005839_ops	0.368141593	0.666666667
ENSG00000259755	XLOC_005840_ops	0.350442478	0.6
ENSG00000259756	XLOC_005888_ops	0.42745098	0.285714286
ENSG00000259756	XLOC_005890_ops	0.503921569	0.428571429
ENSG00000259756	XLOC_005891_ops	0.537254902	0.642857143
ENSG00000259756	XLOC_005893_ops	0.450980392	0.5
ENSG00000259757	XLOC_021671_ops	0.427983539	0.166666667
ENSG00000259759	XLOC_002891_ops	0.413186813	0.3
ENSG00000259759	XLOC_002894_ops	0.475583864	0.666666667
ENSG00000259759	XLOC_002895_ops	0.535031847	0.666666667
ENSG00000259759	XLOC_002903_ops	0.284518828	0.5
ENSG00000259759	XLOC_007788_ops	0.596069869	0.777777778
ENSG00000259760	XLOC_005825_ops	0.543956044	0.583333333
ENSG00000259760	XLOC_005826_ops	0.600997506	0.6
ENSG00000259760	XLOC_005828_ops	0.556109726	0.7
ENSG00000259761	XLOC_005772_ops	0.529411765	0.333333333
ENSG00000259762	XLOC_000853_ops	0.385416667	0.5
ENSG00000259762	XLOC_000855_ops	0.520833333	0.5
ENSG00000259762	XLOC_000856_ops	0.563043478	0.285714286
ENSG00000259762	XLOC_000857_ops	0.489130435	0.285714286
ENSG00000259763	XLOC_000894_ops	0.606965174	0.333333333
ENSG00000259764	XLOC_000918_ops	0.275956284	0.411764706
ENSG00000259764	XLOC_000921_ops	0.355191257	0.470588235
ENSG00000259764	XLOC_000923_ops	0.382513661	0.470588235
ENSG00000259764	XLOC_000926_ops	0.415300546	0.647058824
ENSG00000259764	XLOC_000929_ops	0.428015564	0.625
ENSG00000259764	XLOC_000932_ops	0.332288401	0.411764706
ENSG00000259764	XLOC_005838_ops	0.551912568	0.705882353
ENSG00000259767	XLOC_000788_ops	0.31511254	0.307692308
ENSG00000259767	XLOC_005690_ops	0.269129288	0.481481481
ENSG00000259767	XLOC_005691_ops	0.303430079	0.555555556
ENSG00000259767	XLOC_005692_ops	0.308707124	0.592592593
ENSG00000259767	XLOC_005694_ops	0.393139842	0.592592593
ENSG00000259767	XLOC_005695_ops	0.23373494	0.333333333
ENSG00000259767	XLOC_005696_ops	0.306024096	0.380952381
ENSG00000259767	XLOC_005697_ops	0.327710843	0.428571429
ENSG00000259767	XLOC_005700_ops	0.318072289	0.428571429
ENSG00000259767	XLOC_005701_ops	0.402631579	0.444444444
ENSG00000259767	XLOC_005703_ops	0.268421053	0.296296296
ENSG00000259767	XLOC_005706_ops	0.384879725	0.352941176
ENSG00000259767	XLOC_005707_ops	0.367892977	0.375
ENSG00000259768	XLOC_009490_ops	0.44	0.076923077
ENSG00000259768	XLOC_009495_ops	0.593886463	0.076923077
ENSG00000259768	XLOC_009498_ops	0.556768559	0.076923077
ENSG00000259768	XLOC_009499_ops	0.572052402	0.615384615
ENSG00000259768	XLOC_009500_ops	0.3930131	0.769230769
ENSG00000259771	XLOC_001057_ops	0.287981859	0.533333333
ENSG00000259771	XLOC_001058_ops	0.283446712	0.6
ENSG00000259771	XLOC_001059_ops	0.258503401	0.333333333
ENSG00000259772	XLOC_005856_ops	0.21835443	0.416666667
ENSG00000259772	XLOC_005857_ops	0.105162524	0.272727273
ENSG00000259772	XLOC_005861_ops	0.2	0.454545455
ENSG00000259772	XLOC_005867_ops	0.232409382	0.454545455
ENSG00000259773	XLOC_001259_ops	0.541284404	0.75
ENSG00000259773	XLOC_001260_ops	0.541284404	0.75
ENSG00000259773	XLOC_001262_ops	0.53724605	0.75
ENSG00000259774	XLOC_005690_ops	0.269129288	0.481481481
ENSG00000259774	XLOC_005691_ops	0.303430079	0.555555556
ENSG00000259774	XLOC_005692_ops	0.308707124	0.592592593
ENSG00000259774	XLOC_005694_ops	0.393139842	0.592592593
ENSG00000259774	XLOC_005695_ops	0.223684211	0.45
ENSG00000259774	XLOC_005696_ops	0.239035088	0.461538462
ENSG00000259774	XLOC_005697_ops	0.199561404	0.357142857
ENSG00000259774	XLOC_005700_ops	0.173245614	0.230769231
ENSG00000259774	XLOC_005701_ops	0.263157895	0.2
ENSG00000259774	XLOC_005703_ops	0.401759531	0.476190476
ENSG00000259774	XLOC_005705_ops	0.225806452	0.238095238
ENSG00000259775	XLOC_002055_ops	0.21875	0.361111111
ENSG00000259775	XLOC_002056_ops	0.216517857	0.388888889
ENSG00000259775	XLOC_002060_ops	0.227678571	0.25
ENSG00000259779	XLOC_019219_ops	0.395348837	0.545454545
ENSG00000259779	XLOC_019220_ops	0.434108527	0.545454545
ENSG00000259779	XLOC_019224_ops	0.524547804	0.636363636
ENSG00000259779	XLOC_019225_ops	0.493540052	0.636363636
ENSG00000259779	XLOC_019226_ops	0.490956072	0.636363636
ENSG00000259779	XLOC_019227_ops	0.452229299	0.5
ENSG00000259779	XLOC_019228_ops	0.445859873	0.5
ENSG00000259780	XLOC_035208_ops	0.128968254	0.215053763
ENSG00000259780	XLOC_035210_ops	0.137896825	0.279569892
ENSG00000259780	XLOC_035211_ops	0.135912698	0.268817204
ENSG00000259780	XLOC_035212_ops	0.123015873	0.23655914
ENSG00000259780	XLOC_035214_ops	0.124007937	0.225806452
ENSG00000259780	XLOC_037076_ops	0.075	0.237623762
ENSG00000259780	XLOC_037166_ops	0.233333333	0.287128713
ENSG00000259780	XLOC_037169_ops	0.238888889	0.297029703
ENSG00000259780	XLOC_037170_ops	0.2375	0.306930693
ENSG00000259780	XLOC_037171_ops	0.241666667	0.316831683
ENSG00000259780	XLOC_037172_ops	0.241666667	0.316831683
ENSG00000259780	XLOC_037175_ops	0.241666667	0.336633663
ENSG00000259780	XLOC_037176_ops	0.277777778	0.346534653
ENSG00000259780	XLOC_037178_ops	0.276388889	0.306930693
ENSG00000259780	XLOC_037181_ops	0.179563492	0.247311828
ENSG00000259780	XLOC_037182_ops	0.175595238	0.247311828
ENSG00000259780	XLOC_037187_ops	0.173611111	0.279569892
ENSG00000259780	XLOC_037188_ops	0.162698413	0.23655914
ENSG00000259782	XLOC_034941_ops	0.277966102	0.24137931
ENSG00000259782	XLOC_034947_ops	0.104225352	0.086956522
ENSG00000259782	XLOC_035108_ops	0.216949153	0.263157895
ENSG00000259782	XLOC_037014_ops	0.189655172	0.15
ENSG00000259782	XLOC_037017_ops	0.214953271	0.166666667
ENSG00000259783	XLOC_005084_ops	0.284037559	0.285714286
ENSG00000259783	XLOC_005085_ops	0.265258216	0.238095238
ENSG00000259783	XLOC_005086_ops	0.253521127	0.238095238
ENSG00000259788	XLOC_014253_ops	0.377717391	0.464285714
ENSG00000259788	XLOC_014255_ops	0.58021978	0.65
ENSG00000259788	XLOC_014256_ops	0.604395604	0.65
ENSG00000259788	XLOC_014258_ops	0.613186813	0.65
ENSG00000259788	XLOC_014259_ops	0.632967033	0.6
ENSG00000259788	XLOC_014260_ops	0.454945055	0.45
ENSG00000259788	XLOC_014263_ops	0.466145833	0.35
ENSG00000259789	XLOC_001549_ops	0.354166667	0.615384615
ENSG00000259789	XLOC_001550_ops	0.361111111	0.615384615
ENSG00000259789	XLOC_006418_ops	0.477040816	0.533333333
ENSG00000259789	XLOC_006419_ops	0.571428571	0.6
ENSG00000259789	XLOC_006421_ops	0.415816327	0.4
ENSG00000259792	XLOC_000085_ops	0.348894349	0.428571429
ENSG00000259792	XLOC_000086_ops	0.260383387	0.5
ENSG00000259792	XLOC_000089_ops	0.233226837	0.64
ENSG00000259792	XLOC_000090_ops	0.239616613	0.666666667
ENSG00000259792	XLOC_000091_ops	0.209265176	0.576923077
ENSG00000259793	XLOC_017550_ops	0.117171717	0.138888889
ENSG00000259793	XLOC_017551_ops	0.118367347	0.138888889
ENSG00000259797	XLOC_004392_ops	0.195422535	0.323943662
ENSG00000259797	XLOC_004394_ops	0.24471831	0.352112676
ENSG00000259797	XLOC_004395_ops	0.32016632	0.450980392
ENSG00000259797	XLOC_004396_ops	0.313929314	0.37254902
ENSG00000259797	XLOC_004398_ops	0.291060291	0.352941176
ENSG00000259797	XLOC_004399_ops	0.295218295	0.37254902
ENSG00000259797	XLOC_004400_ops	0.293139293	0.37254902
ENSG00000259797	XLOC_004401_ops	0.266112266	0.333333333
ENSG00000259797	XLOC_004473_ops	0.182952183	0.078431373
ENSG00000259797	XLOC_004474_ops	0.197505198	0.117647059
ENSG00000259797	XLOC_004475_ops	0.224532225	0.137254902
ENSG00000259797	XLOC_004477_ops	0.214137214	0.137254902
ENSG00000259797	XLOC_004480_ops	0.280665281	0.176470588
ENSG00000259797	XLOC_004484_ops	0.23943662	0.197183099
ENSG00000259797	XLOC_004485_ops	0.303393214	0.296296296
ENSG00000259797	XLOC_009378_ops	0.258802817	0.295774648
ENSG00000259797	XLOC_009474_ops	0.278586279	0.176470588
ENSG00000259797	XLOC_009476_ops	0.278586279	0.176470588
ENSG00000259797	XLOC_009477_ops	0.278586279	0.176470588
ENSG00000259798	XLOC_004584_ops	0.453382084	0.432432432
ENSG00000259798	XLOC_009547_ops	0.166666667	0.205882353
ENSG00000259799	XLOC_032461_ops	0.15	0.4
ENSG00000259799	XLOC_032464_ops	0.329145729	0.65
ENSG00000259799	XLOC_034230_ops	0.128205128	0.181818182
ENSG00000259799	XLOC_034231_ops	0.147679325	0.19047619
ENSG00000259799	XLOC_034232_ops	0.207792208	0.3
ENSG00000259799	XLOC_034233_ops	0.208695652	0.272727273
ENSG00000259799	XLOC_034234_ops	0.20083682	0.285714286
ENSG00000259802	XLOC_021715_ops	0.57106599	0.5
ENSG00000259802	XLOC_021716_ops	0.634020619	0.714285714
ENSG00000259802	XLOC_021719_ops	0.628498728	0.666666667
ENSG00000259802	XLOC_021721_ops	0.513715711	0.5
ENSG00000259804	XLOC_009356_ops	0.324468085	0.4
ENSG00000259804	XLOC_009357_ops	0.336879433	0.426666667
ENSG00000259804	XLOC_009358_ops	0.372340426	0.48
ENSG00000259804	XLOC_009362_ops	0.40248227	0.56
ENSG00000259804	XLOC_009363_ops	0.420212766	0.573333333
ENSG00000259804	XLOC_009364_ops	0.414893617	0.586666667
ENSG00000259804	XLOC_009366_ops	0.39893617	0.56
ENSG00000259804	XLOC_009367_ops	0.377659574	0.52
ENSG00000259804	XLOC_009369_ops	0.363475177	0.453333333
ENSG00000259804	XLOC_009370_ops	0.312056738	0.36
ENSG00000259804	XLOC_009371_ops	0.244680851	0.306666667
ENSG00000259804	XLOC_009372_ops	0.239361702	0.266666667
ENSG00000259805	XLOC_000772_ops	0.174603175	0.37037037
ENSG00000259805	XLOC_000773_ops	0.23015873	0.444444444
ENSG00000259805	XLOC_000775_ops	0.35978836	0.592592593
ENSG00000259805	XLOC_000776_ops	0.325396825	0.62962963
ENSG00000259805	XLOC_000778_ops	0.417989418	0.62962963
ENSG00000259805	XLOC_000779_ops	0.373015873	0.62962963
ENSG00000259805	XLOC_000780_ops	0.269230769	0.411764706
ENSG00000259805	XLOC_000783_ops	0.28125	0.411764706
ENSG00000259805	XLOC_000785_ops	0.328804348	0.321428571
ENSG00000259805	XLOC_005705_ops	0.329326923	0.352941176
ENSG00000259805	XLOC_005706_ops	0.314903846	0.235294118
ENSG00000259805	XLOC_005707_ops	0.295673077	0.235294118
ENSG00000259805	XLOC_005708_ops	0.285234899	0.25
ENSG00000259805	XLOC_005709_ops	0.292063492	0.307692308
ENSG00000259805	XLOC_005710_ops	0.13968254	0.307692308
ENSG00000259805	XLOC_005711_ops	0.212698413	0.384615385
ENSG00000259807	XLOC_035250_ops	0.219148936	0.294871795
ENSG00000259807	XLOC_035251_ops	0.244680851	0.333333333
ENSG00000259807	XLOC_035252_ops	0.261702128	0.346153846
ENSG00000259807	XLOC_035253_ops	0.319711538	0.446153846
ENSG00000259807	XLOC_035254_ops	0.310096154	0.461538462
ENSG00000259807	XLOC_035255_ops	0.358173077	0.538461538
ENSG00000259807	XLOC_035256_ops	0.360576923	0.569230769
ENSG00000259807	XLOC_035257_ops	0.355769231	0.569230769
ENSG00000259807	XLOC_035258_ops	0.348557692	0.569230769
ENSG00000259807	XLOC_035259_ops	0.355769231	0.569230769
ENSG00000259807	XLOC_035260_ops	0.348557692	0.569230769
ENSG00000259807	XLOC_035261_ops	0.324519231	0.538461538
ENSG00000259807	XLOC_035263_ops	0.290865385	0.507692308
ENSG00000259807	XLOC_035264_ops	0.278846154	0.476923077
ENSG00000259807	XLOC_035265_ops	0.262019231	0.476923077
ENSG00000259807	XLOC_035267_ops	0.325531915	0.358974359
ENSG00000259813	XLOC_004452_ops	0.261758691	0.261904762
ENSG00000259813	XLOC_004454_ops	0.138331573	0.285714286
ENSG00000259813	XLOC_004455_ops	0.165786695	0.314285714
ENSG00000259813	XLOC_004458_ops	0.180570222	0.457142857
ENSG00000259813	XLOC_004459_ops	0.326129666	0.319148936
ENSG00000259813	XLOC_004465_ops	0.21611002	0.276595745
ENSG00000259813	XLOC_009430_ops	0.073917635	0.114285714
ENSG00000259814	XLOC_000932_ops	0.489655172	0.529411765
ENSG00000259814	XLOC_000934_ops	0.316901408	0.25
ENSG00000259814	XLOC_000936_ops	0.170068027	0.166666667
ENSG00000259814	XLOC_005856_ops	0.21835443	0.416666667
ENSG00000259814	XLOC_005857_ops	0.272435897	0.538461538
ENSG00000259814	XLOC_005861_ops	0.374603175	0.615384615
ENSG00000259814	XLOC_005867_ops	0.353146853	0.615384615
ENSG00000259815	XLOC_014675_ops	0.423971377	0.285714286
ENSG00000259818	XLOC_009938_ops	0.192207792	0.228571429
ENSG00000259818	XLOC_009940_ops	0.184415584	0.2
ENSG00000259818	XLOC_009941_ops	0.171428571	0.2
ENSG00000259818	XLOC_013854_ops	0.285714286	0.342857143
ENSG00000259818	XLOC_013856_ops	0.346534653	0.5
ENSG00000259818	XLOC_013858_ops	0.361038961	0.4
ENSG00000259820	XLOC_023245_ops	0.515384615	0.5
ENSG00000259820	XLOC_023246_ops	0.538461538	0.5
ENSG00000259820	XLOC_023248_ops	0.476923077	0.666666667
ENSG00000259821	XLOC_002838_ops	0.207207207	0.538461538
ENSG00000259821	XLOC_002842_ops	0.559493671	0.833333333
ENSG00000259821	XLOC_002845_ops	0.582901554	0.75
ENSG00000259826	XLOC_037967_ops	0.496470588	0.454545455
ENSG00000259826	XLOC_037968_ops	0.516666667	0.545454545
ENSG00000259826	XLOC_037970_ops	0.478835979	0.454545455
ENSG00000259827	XLOC_002914_ops	0.487226277	0.292682927
ENSG00000259827	XLOC_002916_ops	0.516423358	0.341463415
ENSG00000259827	XLOC_002918_ops	0.54379562	0.365853659
ENSG00000259827	XLOC_002919_ops	0.547445255	0.365853659
ENSG00000259827	XLOC_002920_ops	0.556569343	0.390243902
ENSG00000259827	XLOC_002923_ops	0.476277372	0.512195122
ENSG00000259827	XLOC_002924_ops	0.461678832	0.487804878
ENSG00000259827	XLOC_002926_ops	0.38185654	0.487179487
ENSG00000259831	XLOC_038516_ops	0.248815166	0.125
ENSG00000259831	XLOC_038518_ops	0.228105906	0.454545455
ENSG00000259831	XLOC_038519_ops	0.490835031	0.8
ENSG00000259831	XLOC_038521_ops	0.417515275	0.75
ENSG00000259831	XLOC_038522_ops	0.49287169	0.692307692
ENSG00000259831	XLOC_038523_ops	0.486761711	0.615384615
ENSG00000259831	XLOC_038524_ops	0.490835031	0.615384615
ENSG00000259831	XLOC_038526_ops	0.478615071	0.571428571
ENSG00000259831	XLOC_038528_ops	0.443991853	0.416666667
ENSG00000259831	XLOC_038531_ops	0.245327103	0.466666667
ENSG00000259833	XLOC_004584_ops	0.460694698	0.444444444
ENSG00000259833	XLOC_009547_ops	0.166666667	0.205882353
ENSG00000259834	XLOC_013183_ops	0.243181818	0.297297297
ENSG00000259834	XLOC_013184_ops	0.302272727	0.324324324
ENSG00000259834	XLOC_013185_ops	0.320454545	0.324324324
ENSG00000259834	XLOC_017038_ops	0.422727273	0.432432432
ENSG00000259834	XLOC_017041_ops	0.340659341	0.4
ENSG00000259834	XLOC_017042_ops	0.424175824	0.514285714
ENSG00000259834	XLOC_017043_ops	0.375824176	0.457142857
ENSG00000259834	XLOC_017044_ops	0.393406593	0.457142857
ENSG00000259834	XLOC_017045_ops	0.465934066	0.571428571
ENSG00000259834	XLOC_017046_ops	0.617582418	0.685714286
ENSG00000259834	XLOC_017047_ops	0.58021978	0.6
ENSG00000259834	XLOC_017050_ops	0.502369668	0.583333333
ENSG00000259837	XLOC_022488_ops	0.591054313	0.583333333
ENSG00000259837	XLOC_022490_ops	0.680511182	0.636363636
ENSG00000259839	XLOC_002855_ops	0.377828054	0.363636364
ENSG00000259839	XLOC_002858_ops	0.662895928	0.454545455
ENSG00000259840	XLOC_035152_ops	0.113178295	0.2
ENSG00000259840	XLOC_035159_ops	0.136434109	0.186666667
ENSG00000259840	XLOC_035162_ops	0.134883721	0.2
ENSG00000259840	XLOC_035164_ops	0.125581395	0.213333333
ENSG00000259840	XLOC_037102_ops	0.243410853	0.346666667
ENSG00000259840	XLOC_037105_ops	0.308527132	0.426666667
ENSG00000259840	XLOC_037107_ops	0.252713178	0.36
ENSG00000259840	XLOC_037112_ops	0.164319249	0.351351351
ENSG00000259840	XLOC_037113_ops	0.166197183	0.351351351
ENSG00000259840	XLOC_037114_ops	0.166197183	0.378378378
ENSG00000259840	XLOC_037115_ops	0.16713615	0.378378378
ENSG00000259840	XLOC_037118_ops	0.159624413	0.324324324
ENSG00000259840	XLOC_037119_ops	0.141784038	0.297297297
ENSG00000259843	XLOC_007768_ops	0.670305677	0.769230769
ENSG00000259847	XLOC_009324_ops	0.532258065	1
ENSG00000259847	XLOC_009325_ops	0.483965015	0.5
ENSG00000259847	XLOC_009327_ops	0.413994169	0.5
ENSG00000259854	XLOC_032461_ops	0.15	0.4
ENSG00000259854	XLOC_032464_ops	0.165919283	0.421052632
ENSG00000259854	XLOC_034230_ops	0.068376068	0.181818182
ENSG00000259854	XLOC_034231_ops	0.067510549	0.19047619
ENSG00000259854	XLOC_034232_ops	0.0995671	0.25
ENSG00000259854	XLOC_034233_ops	0.117391304	0.272727273
ENSG00000259854	XLOC_034234_ops	0.129707113	0.285714286
ENSG00000259855	XLOC_040323_ops	0.465753425	0.473684211
ENSG00000259855	XLOC_040326_ops	0.62035225	0.5
ENSG00000259855	XLOC_040329_ops	0.598825832	0.583333333
ENSG00000259855	XLOC_040330_ops	0.594911937	0.583333333
ENSG00000259855	XLOC_040332_ops	0.479452055	0.5
ENSG00000259855	XLOC_040333_ops	0.477495108	0.529411765
ENSG00000259861	XLOC_018296_ops	0.254901961	0.444444444
ENSG00000259861	XLOC_021692_ops	0.317647059	0.666666667
ENSG00000259862	XLOC_020426_ops	0.28125	0.466666667
ENSG00000259862	XLOC_023855_ops	0.46039604	0.625
ENSG00000259862	XLOC_023859_ops	0.346534653	0.428571429
ENSG00000259863	XLOC_039907_ops	0.459839357	0.5625
ENSG00000259863	XLOC_039909_ops	0.192872117	0.125
ENSG00000259867	XLOC_004259_ops	0.383631714	0.153846154
ENSG00000259868	XLOC_001726_ops	0.471641791	0.384615385
ENSG00000259868	XLOC_001727_ops	0.190340909	0.176470588
ENSG00000259869	XLOC_000157_ops	0.10467706	0.114285714
ENSG00000259869	XLOC_005073_ops	0.0925	0.071428571
ENSG00000259870	XLOC_000906_ops	0.513812155	0.333333333
ENSG00000259871	XLOC_034556_ops	0.661064426	0.777777778
ENSG00000259871	XLOC_034557_ops	0.287197232	0.47826087
ENSG00000259871	XLOC_034561_ops	0.402527076	0.652173913
ENSG00000259871	XLOC_034562_ops	0.457720588	0.695652174
ENSG00000259871	XLOC_034564_ops	0.448275862	0.565217391
ENSG00000259871	XLOC_034565_ops	0.354748603	0.5
ENSG00000259871	XLOC_034566_ops	0.594805195	0.68
ENSG00000259876	XLOC_036762_ops	0.198412698	0.4375
ENSG00000259876	XLOC_036765_ops	0.525606469	0.166666667
ENSG00000259877	XLOC_009444_ops	0.13618677	0.357142857
ENSG00000259877	XLOC_009446_ops	0.176070039	0.428571429
ENSG00000259877	XLOC_009448_ops	0.15077821	0.333333333
ENSG00000259877	XLOC_009449_ops	0.207198444	0.476190476
ENSG00000259877	XLOC_009451_ops	0.16536965	0.404761905
ENSG00000259878	XLOC_005888_ops	0.642710472	0.5
ENSG00000259878	XLOC_005890_ops	0.566735113	0.75
ENSG00000259881	XLOC_004458_ops	0.189847716	0.378378378
ENSG00000259881	XLOC_004459_ops	0.198984772	0.432432432
ENSG00000259881	XLOC_004465_ops	0.09035533	0.324324324
ENSG00000259883	XLOC_001365_ops	0.498127341	0.583333333
ENSG00000259883	XLOC_001368_ops	0.558052434	0.638888889
ENSG00000259883	XLOC_001369_ops	0.531835206	0.611111111
ENSG00000259883	XLOC_001370_ops	0.473782772	0.472222222
ENSG00000259883	XLOC_001372_ops	0.473782772	0.472222222
ENSG00000259889	XLOC_017527_ops	0.118421053	0.121212121
ENSG00000259889	XLOC_017528_ops	0.085877863	0.121212121
ENSG00000259889	XLOC_039409_ops	0.229885057	0.314285714
ENSG00000259891	XLOC_023271_ops	0.126279863	0.25
ENSG00000259891	XLOC_023272_ops	0.140311804	0.333333333
ENSG00000259895	XLOC_035208_ops	0.088024565	0.138297872
ENSG00000259895	XLOC_035210_ops	0.10542477	0.20212766
ENSG00000259895	XLOC_035211_ops	0.111566018	0.223404255
ENSG00000259895	XLOC_035212_ops	0.129989765	0.234042553
ENSG00000259895	XLOC_035214_ops	0.131013306	0.223404255
ENSG00000259895	XLOC_035215_ops	0.127942682	0.244680851
ENSG00000259899	XLOC_036762_ops	0.188492063	0.375
ENSG00000259899	XLOC_036765_ops	0.527027027	0.181818182
ENSG00000259906	XLOC_005848_ops	0.191836735	0.153846154
ENSG00000259906	XLOC_005854_ops	0.258474576	0.384615385
ENSG00000259906	XLOC_005855_ops	0.200400802	0.384615385
ENSG00000259906	XLOC_005856_ops	0.174348697	0.307692308
ENSG00000259906	XLOC_005857_ops	0.272435897	0.538461538
ENSG00000259906	XLOC_005861_ops	0.374603175	0.615384615
ENSG00000259906	XLOC_005867_ops	0.353146853	0.615384615
ENSG00000259907	XLOC_006542_ops	0.480286738	0.416666667
ENSG00000259907	XLOC_006543_ops	0.455197133	0.333333333
ENSG00000259907	XLOC_006545_ops	0.494623656	0.583333333
ENSG00000259910	XLOC_035152_ops	0.102384292	0.159574468
ENSG00000259910	XLOC_035159_ops	0.078199052	0.1875
ENSG00000259910	XLOC_035162_ops	0.122019635	0.159574468
ENSG00000259910	XLOC_035164_ops	0.130434783	0.170212766
ENSG00000259910	XLOC_037129_ops	0.129032258	0.20212766
ENSG00000259910	XLOC_037131_ops	0.043478261	0.031914894
ENSG00000259910	XLOC_037132_ops	0.049088359	0.042553191
ENSG00000259910	XLOC_037135_ops	0.026647966	0.021276596
ENSG00000259910	XLOC_037136_ops	0.018167457	0.041666667
ENSG00000259910	XLOC_037137_ops	0.030805687	0.03125
ENSG00000259910	XLOC_037145_ops	0.077409163	0.177083333
ENSG00000259910	XLOC_037146_ops	0.079778831	0.177083333
ENSG00000259910	XLOC_037147_ops	0.082938389	0.166666667
