human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000278993	XLOC_033562_chc	ENST00000623894	TCONS_00160209_chc	9.35	40.683
ENSG00000269139	XLOC_039491_chc	ENST00000594308	TCONS_00198426_chc	4.098	74.852
ENSG00000261578	XLOC_008164_chc	ENST00000566747	TCONS_00022725_chc	5.959	71.459
ENSG00000235908	XLOC_031276_chc	ENST00000428083	TCONS_00146288_chc	7.858	23.969
ENSG00000230487	XLOC_032723_chc	ENST00000437964	TCONS_00154637_chc	5.303	54.283
ENSG00000232043	XLOC_036237_chc	ENST00000431019	TCONS_00180594_chc	5.105	55.406
ENSG00000264177	XLOC_032781_chc	ENST00000579352	TCONS_00154874_chc	12.367	54.025
ENSG00000237380	XLOC_026806_chc	ENST00000426965	TCONS_00117125_chc	8.45	40.909
ENSG00000243766	XLOC_011882_chc	ENST00000614457	TCONS_00042518_chc	3.904	73.16
ENSG00000278957	XLOC_016836_chc	ENST00000623734	TCONS_00063857_chc	6.405	26.019
ENSG00000258819	XLOC_023986_chc	ENST00000557526	TCONS_00099754_chc	4.895	69.3
ENSG00000238141	XLOC_002286_chc	ENST00000423274	TCONS_00007553_chc	5.299	80.593
ENSG00000278709	XLOC_036569_chc	ENST00000614771	TCONS_00179766_chc	3.719	67.614
ENSG00000256008	XLOC_033999_chc	ENST00000540369	TCONS_00162570_chc	12.464	44.282
ENSG00000214773	XLOC_008290_chc	ENST00000398957	TCONS_00033006_chc	5.161	67.247
ENSG00000258559	XLOC_023958_chc	ENST00000554532	TCONS_00099646_chc	4.695	32.551
ENSG00000230590	XLOC_020529_chc	ENST00000429124	TCONS_00081753_chc	7.094	37.951
ENSG00000249669	XLOC_032528_chc	ENST00000505254	TCONS_00153946_chc	4.124	37.41
ENSG00000270141	XLOC_028797_chc	ENST00000602385	TCONS_00133885_chc	10.56	24.038
ENSG00000260577	XLOC_030994_chc	ENST00000562172	TCONS_00143849_chc	6.608	33.063
ENSG00000255618	XLOC_033702_chc	ENST00000545276	TCONS_00163378_chc	4.952	28.671
ENSG00000279771	XLOC_037773_chc	ENST00000623333	TCONS_00188754_chc	4.48	38.688
ENSG00000255015	XLOC_037920_chc	ENST00000527100	TCONS_00189405_chc	6.494	55.167
ENSG00000237655	XLOC_026802_chc	ENST00000357045	TCONS_00117112_chc	4.241	39.275
ENSG00000224020	XLOC_034479_chc	ENST00000429139	TCONS_00166129_chc	3.54	26.293
ENSG00000224812	XLOC_024809_chc	ENST00000450287	TCONS_00106483_chc	6.947	33.057
ENSG00000225855	XLOC_038041_chc	ENST00000450199	TCONS_00190623_chc	7.09	75.923
ENSG00000238121	XLOC_003713_chc	ENST00000452659	TCONS_00010878_chc	5.891	22.53
ENSG00000253161	XLOC_037225_chc	ENST00000522718	TCONS_00185228_chc	3.819	60.444
ENSG00000262202	XLOC_035780_chc	ENST00000573866	TCONS_00175029_chc	3.74	25.986
ENSG00000261879	XLOC_035442_chc	ENST00000575601	TCONS_00172917_chc	6.587	26.219
ENSG00000261534	XLOC_034443_chc	ENST00000567068	TCONS_00165933_chc	6.114	53.619
ENSG00000255440	XLOC_004143_chc	ENST00000524441	TCONS_00012020_chc	5.69	28.45
ENSG00000278936	XLOC_031851_chc	ENST00000624089	TCONS_00150014_chc	10.061	48.86
ENSG00000253604	XLOC_021193_chc	ENST00000521908	TCONS_00084033_chc	4.054	19.634
ENSG00000235120	XLOC_031094_chc	ENST00000442384	TCONS_00145506_chc	8.242	28.213
ENSG00000237159	XLOC_039737_chc	ENST00000453642	TCONS_00199809_chc	4.161	23.592
ENSG00000205015	XLOC_030605_chc	ENST00000378340	TCONS_00142126_chc	6.502	82.265
ENSG00000163597	XLOC_035155_chc	ENST00000448136	TCONS_00170369_chc	4.094	50.616
ENSG00000230498	XLOC_028158_chc	ENST00000454305	TCONS_00125362_chc	5.803	105.908
ENSG00000130600	XLOC_022209_chc	ENST00000411861	TCONS_00092951_chc	4.777	26.18
ENSG00000269937	XLOC_033392_chc	ENST00000569852	TCONS_00158039_chc	11.863	69.529
ENSG00000263235	XLOC_033351_chc	ENST00000570409	TCONS_00157860_chc	4.457	23.848
ENSG00000250056	XLOC_012768_chc	ENST00000507582	TCONS_00044850_chc	7.474	34.91
ENSG00000223774	XLOC_038301_chc	ENST00000414927	TCONS_00191893_chc	4.949	23.879
ENSG00000270127	XLOC_030132_chc	ENST00000602585	TCONS_00138958_chc	4.015	23.859
ENSG00000224286	XLOC_027853_chc	ENST00000440404	TCONS_00123866_chc	3.862	78.953
ENSG00000259448	XLOC_029493_chc	ENST00000557928	TCONS_00135912_chc	8.472	46.04
ENSG00000272980	XLOC_017163_chc	ENST00000609590	TCONS_00064902_chc	9.266	11.353
ENSG00000273221	XLOC_038445_chc	ENST00000610049	TCONS_00192479_chc	4.016	28.522
ENSG00000197182	XLOC_001474_chc	ENST00000360737	TCONS_00004971_chc	9.698	23.457
ENSG00000237886	XLOC_034733_chc	ENST00000450304	TCONS_00168723_chc	4.812	131.031
ENSG00000256232	XLOC_001234_chc	ENST00000541749	TCONS_00004016_chc	4.363	44.326
ENSG00000232190	XLOC_030562_chc	ENST00000430050	TCONS_00142040_chc	4.575	51.259
ENSG00000279622	XLOC_030952_chc	ENST00000625056	TCONS_00143739_chc	5.151	19.157
ENSG00000268257	XLOC_014968_chc	ENST00000601203	TCONS_00058536_chc	3.612	23.908
ENSG00000266445	XLOC_034885_chc	ENST00000582249	TCONS_00169008_chc	6.371	94.744
ENSG00000283662	XLOC_032961_chc	ENST00000635780	TCONS_00155819_chc	9.384	32.443
ENSG00000253844	XLOC_010440_chc	ENST00000521188	TCONS_00038752_chc	5.131	26.672
ENSG00000262810	XLOC_035504_chc	ENST00000571815	TCONS_00173269_chc	7.533	43.825
ENSG00000226155	XLOC_028716_chc	ENST00000448113	TCONS_00130238_chc	5.318	29.886
ENSG00000255650	XLOC_033575_chc	ENST00000541723	TCONS_00160307_chc	3.876	66.262
ENSG00000229873	XLOC_036422_chc	ENST00000431361	TCONS_00179268_chc	3.702	36.871
ENSG00000234311	XLOC_025820_chc	ENST00000450206	TCONS_00110624_chc	6.142	40.9
ENSG00000266642	XLOC_035526_chc	ENST00000580603	TCONS_00173335_chc	4.633	41.85
ENSG00000273100	XLOC_017135_chc	ENST00000610240	TCONS_00064804_chc	5.056	26.249
ENSG00000228008	XLOC_031105_chc	ENST00000419183	TCONS_00145525_chc	5.587	156.109
ENSG00000260919	XLOC_029895_chc	ENST00000565737	TCONS_00139988_chc	4.297	83.651
ENSG00000261889	XLOC_033348_chc	ENST00000570843	TCONS_00157831_chc	3.911	72.522
ENSG00000267077	XLOC_032938_chc	ENST00000592465	TCONS_00155734_chc	8.346	43.8
ENSG00000272549	XLOC_014915_chc	ENST00000609107	TCONS_00058348_chc	6.458	30.178
ENSG00000267432	XLOC_034887_chc	ENST00000598378	TCONS_00171548_chc	5.366	32.265
ENSG00000236081	XLOC_033105_chc	ENST00000453348	TCONS_00156826_chc	6.899	91.049
ENSG00000233895	XLOC_014205_chc	ENST00000412571	TCONS_00055681_chc	7.933	40.027
ENSG00000274698	XLOC_030241_chc	ENST00000619354	TCONS_00140839_chc	3.39	43.812
ENSG00000231636	XLOC_016132_chc	ENST00000444217	TCONS_00061609_chc	10.432	20.345
ENSG00000257178	XLOC_038802_chc	ENST00000548801	TCONS_00194903_chc	4.893	38.016
ENSG00000253390	XLOC_037099_chc	ENST00000521021	TCONS_00184593_chc	5.821	65.217
ENSG00000279382	XLOC_035304_chc	ENST00000622927	TCONS_00171014_chc	5.063	22.508
ENSG00000280758	XLOC_034377_chc	ENST00000630523	TCONS_00165479_chc	9.598	24.489
ENSG00000244247	XLOC_029210_chc	ENST00000489016	TCONS_00132455_chc	3.819	32.234
ENSG00000258534	XLOC_024222_chc	ENST00000555967	TCONS_00100456_chc	5.582	14.615
ENSG00000271151	XLOC_026842_chc	ENST00000605739	TCONS_00117270_chc	4.858	6.723
ENSG00000279996	XLOC_035687_chc	ENST00000623029	TCONS_00174696_chc	5.377	11.95
ENSG00000237326	XLOC_018206_chc	ENST00000448379	TCONS_00067548_chc	4.035	42.582
ENSG00000263394	XLOC_035782_chc	ENST00000583141	TCONS_00175052_chc	4.455	106.915
ENSG00000263126	XLOC_030655_chc	ENST00000572067	TCONS_00142513_chc	6.242	48.64
ENSG00000228863	XLOC_038092_chc	ENST00000598917	TCONS_00190811_chc	4.088	49.056
ENSG00000255857	XLOC_033976_chc	ENST00000542314	TCONS_00162451_chc	3.183	13.784
ENSG00000275620	XLOC_036077_chc	ENST00000612722	TCONS_00177709_chc	18.572	19.426
ENSG00000254340	XLOC_019458_chc	ENST00000520017	TCONS_00077907_chc	4.287	28.362
ENSG00000260136	XLOC_033261_chc	ENST00000565747	TCONS_00157435_chc	6.98	49.725
ENSG00000254740	XLOC_037922_chc	ENST00000530918	TCONS_00189413_chc	4.283	25.529
ENSG00000224220	XLOC_016166_chc	ENST00000352271	TCONS_00061667_chc	4.18	39.884
ENSG00000268505	XLOC_030568_chc	ENST00000599841	TCONS_00142046_chc	4.061	19.88
ENSG00000222000	XLOC_006849_chc	ENST00000467398	TCONS_00019775_chc	8.879	49.139
ENSG00000236311	XLOC_025577_chc	ENST00000445873	TCONS_00109662_chc	5.393	41.741
ENSG00000175611	XLOC_041755_chc	ENST00000429781	TCONS_00205242_chc	5.897	21.554
ENSG00000261713	XLOC_033364_chc	ENST00000569832	TCONS_00157930_chc	7.385	120.489
ENSG00000203804	XLOC_038244_chc	ENST00000617352	TCONS_00191487_chc	5.698	9.808
ENSG00000248538	XLOC_021197_chc	ENST00000417333	TCONS_00084042_chc	3.595	30.31
ENSG00000233016	XLOC_034552_chc	ENST00000414282	TCONS_00166674_chc	11.604	63.946
ENSG00000267072	XLOC_032972_chc	ENST00000632058	TCONS_00155878_chc	8.422	47.36
ENSG00000258957	XLOC_022484_chc	ENST00000554898	TCONS_00094141_chc	5.084	34.369
ENSG00000224189	XLOC_026110_chc	ENST00000416928	TCONS_00114210_chc	6.772	89.139
ENSG00000230084	XLOC_009183_chc	ENST00000445452	TCONS_00035495_chc	8.921	36.85
ENSG00000264647	XLOC_035771_chc	ENST00000584986	TCONS_00175011_chc	7.003	32.442
ENSG00000246465	XLOC_033340_chc	ENST00000501520	TCONS_00157778_chc	9.155	42.011
ENSG00000245384	XLOC_021014_chc	ENST00000500179	TCONS_00083454_chc	4.514	61.857
ENSG00000203258	XLOC_022095_chc	ENST00000454086	TCONS_00101435_chc	3.075	14.166
ENSG00000255399	XLOC_034092_chc	ENST00000532697	TCONS_00162951_chc	4.524	27.037
ENSG00000240889	XLOC_005285_chc	ENST00000465466	TCONS_00027811_chc	6.75	50.795
ENSG00000279298	XLOC_033911_chc	ENST00000623422	TCONS_00162040_chc	3.528	17.483
ENSG00000245112	XLOC_020866_chc	ENST00000500800	TCONS_00082869_chc	17.91	29.12
ENSG00000279136	XLOC_033364_chc	ENST00000623562	TCONS_00157928_chc	9.789	34.22
ENSG00000236461	XLOC_034607_chc	ENST00000423637	TCONS_00168707_chc	8.99	32.106
ENSG00000259744	XLOC_030213_chc	ENST00000557800	TCONS_00139250_chc	3.75	24.906
ENSG00000267285	XLOC_005366_chc	ENST00000537181	TCONS_00027904_chc	4.089	33.708
ENSG00000262003	XLOC_035803_chc	ENST00000576252	TCONS_00175147_chc	4.562	12.578
ENSG00000258910	XLOC_026344_chc	ENST00000557729	TCONS_00115305_chc	6.618	45.771
ENSG00000244625	XLOC_033597_chc	ENST00000446336	TCONS_00160412_chc	4.149	28.058
ENSG00000229854	XLOC_034750_chc	ENST00000434375	TCONS_00167540_chc	5.446	66.595
ENSG00000251460	XLOC_019998_chc	ENST00000510640	TCONS_00079690_chc	4.779	32.081
ENSG00000245694	XLOC_030348_chc	ENST00000557792	TCONS_00141277_chc	6.617	64.792
ENSG00000269653	XLOC_044546_chc	ENST00000594299	TCONS_00216492_chc	5.952	28.387
ENSG00000260949	XLOC_037215_chc	ENST00000563059	TCONS_00185165_chc	7.719	39.011
ENSG00000272808	XLOC_029724_chc	ENST00000431060	TCONS_00137041_chc	9.267	43.276
ENSG00000236445	XLOC_026927_chc	ENST00000432733	TCONS_00117601_chc	9.862	72.986
ENSG00000264920	XLOC_038809_chc	ENST00000580459	TCONS_00194931_chc	11.895	61.071
ENSG00000224764	XLOC_041755_chc	ENST00000439872	TCONS_00205244_chc	4.541	50.09
ENSG00000170919	XLOC_003531_chc	ENST00000618947	TCONS_00010348_chc	7.22	25.799
ENSG00000242207	XLOC_039019_chc	ENST00000480386	TCONS_00195939_chc	7.534	55.231
ENSG00000253939	XLOC_037082_chc	ENST00000517623	TCONS_00184531_chc	7.918	33.395
ENSG00000230928	XLOC_024895_chc	ENST00000433374	TCONS_00106863_chc	5.13	40.03
ENSG00000259515	XLOC_022952_chc	ENST00000560931	TCONS_00095607_chc	4.361	22.965
ENSG00000223814	XLOC_028220_chc	ENST00000438589	TCONS_00125638_chc	5.036	41.728
ENSG00000263938	XLOC_035854_chc	ENST00000582080	TCONS_00175442_chc	4.331	29.056
ENSG00000267737	XLOC_035301_chc	ENST00000586321	TCONS_00172286_chc	5.358	46.454
ENSG00000231160	XLOC_019800_chc	ENST00000440181	TCONS_00079072_chc	7.257	48.571
ENSG00000254109	XLOC_019202_chc	ENST00000519753	TCONS_00087539_chc	6.632	25.593
ENSG00000275812	XLOC_036093_chc	ENST00000620908	TCONS_00180379_chc	3.569	44.755
ENSG00000254639	XLOC_023630_chc	ENST00000530049	TCONS_00098158_chc	5.617	13.682
ENSG00000261437	XLOC_013678_chc	ENST00000562760	TCONS_00047093_chc	4.846	20.359
ENSG00000228176	XLOC_037285_chc	ENST00000422638	TCONS_00185768_chc	3.304	40.253
ENSG00000250230	XLOC_023217_chc	ENST00000506329	TCONS_00096386_chc	5.863	10.817
ENSG00000275532	XLOC_039019_chc	ENST00000618407	TCONS_00195941_chc	3.902	26.958
ENSG00000272918	XLOC_004397_chc	ENST00000607968	TCONS_00012695_chc	10.277	25.568
ENSG00000263843	XLOC_035076_chc	ENST00000585075	TCONS_00169875_chc	4.916	26.537
ENSG00000249341	XLOC_021466_chc	ENST00000506950	TCONS_00085115_chc	3.319	49.227
ENSG00000275457	XLOC_014193_chc	ENST00000622628	TCONS_00055634_chc	5.004	66.442
ENSG00000260947	XLOC_039723_chc	ENST00000566968	TCONS_00199769_chc	5.223	41.287
ENSG00000237380	XLOC_026131_chc	ENST00000440016	TCONS_00114295_chc	8.837	57.141
ENSG00000258301	XLOC_023986_chc	ENST00000556072	TCONS_00099752_chc	4.392	62.464
ENSG00000257048	XLOC_005684_chc	ENST00000542449	TCONS_00016364_chc	4.044	207.479
ENSG00000258197	XLOC_016402_chc	ENST00000549659	TCONS_00062314_chc	3.42	37.63
ENSG00000238358	XLOC_011665_chc	ENST00000471553	TCONS_00041908_chc	3.478	26.262
ENSG00000259583	XLOC_030131_chc	ENST00000560351	TCONS_00138951_chc	4.882	23.208
ENSG00000280711	XLOC_020936_chc	ENST00000626286	TCONS_00083148_chc	5.263	61.167
ENSG00000206249	XLOC_036497_chc	ENST00000437016	TCONS_00181388_chc	6.07	27.893
ENSG00000281538	XLOC_005101_chc	ENST00000626627	TCONS_00014568_chc	4.37	95.243
ENSG00000241388	XLOC_034003_chc	ENST00000539163	TCONS_00162612_chc	4.735	21.081
ENSG00000272762	XLOC_031486_chc	ENST00000488257	TCONS_00147030_chc	5.911	35.292
ENSG00000130600	XLOC_022205_chc	ENST00000411861	TCONS_00092934_chc	7.685	51.597
ENSG00000236502	XLOC_016829_chc	ENST00000456467	TCONS_00063830_chc	7.231	24.083
ENSG00000281473	XLOC_028495_chc	ENST00000626175	TCONS_00129270_chc	5.036	23.332
ENSG00000262049	XLOC_035286_chc	ENST00000575312	TCONS_00170920_chc	9.276	58.906
ENSG00000270060	XLOC_022394_chc	ENST00000524412	TCONS_00093690_chc	4.324	91.047
ENSG00000272374	XLOC_038432_chc	ENST00000605896	TCONS_00192440_chc	12.687	34.307
ENSG00000232192	XLOC_014784_chc	ENST00000446321	TCONS_00057833_chc	4.484	9.937
ENSG00000225535	XLOC_000484_chc	ENST00000460471	TCONS_00001778_chc	4.607	8.93
ENSG00000280936	XLOC_036063_chc	ENST00000629794	TCONS_00177669_chc	5.568	58.758
ENSG00000270049	XLOC_030705_chc	ENST00000635000	TCONS_00142703_chc	6.926	32.818
ENSG00000245468	XLOC_021694_chc	ENST00000501888	TCONS_00085863_chc	4.803	43.907
ENSG00000238198	XLOC_038377_chc	ENST00000421157	TCONS_00192195_chc	5.85	19.127
ENSG00000279065	XLOC_007893_chc	ENST00000624851	TCONS_00022142_chc	3.482	47.434
ENSG00000275216	XLOC_007034_chc	ENST00000618966	TCONS_00020411_chc	6.999	41.002
ENSG00000272341	XLOC_009556_chc	ENST00000606924	TCONS_00049562_chc	3.29	27.749
ENSG00000270066	XLOC_027205_chc	ENST00000602755	TCONS_00126603_chc	4.381	81.153
ENSG00000230550	XLOC_038328_chc	ENST00000433869	TCONS_00192017_chc	4.928	31.953
ENSG00000280122	XLOC_035302_chc	ENST00000625040	TCONS_00170963_chc	10.379	75.713
ENSG00000245025	XLOC_037170_chc	ENST00000523884	TCONS_00184973_chc	4.316	28.474
ENSG00000253552	XLOC_011882_chc	ENST00000518088	TCONS_00042518_chc	4.413	4.873
ENSG00000204261	XLOC_034099_chc	ENST00000413039	TCONS_00164219_chc	6.549	146.156
ENSG00000224888	XLOC_031025_chc	ENST00000567968	TCONS_00143952_chc	5.432	46.876
ENSG00000279140	XLOC_024262_chc	ENST00000625139	TCONS_00100539_chc	7.544	27.96
ENSG00000235533	XLOC_040148_chc	ENST00000442260	TCONS_00200932_chc	4	9.327
ENSG00000244625	XLOC_033597_chc	ENST00000444388	TCONS_00160412_chc	4.278	13.067
ENSG00000254489	XLOC_022060_chc	ENST00000525871	TCONS_00092245_chc	4.592	35.878
ENSG00000237986	XLOC_004283_chc	ENST00000432370	TCONS_00012401_chc	12.989	5.523
ENSG00000235016	XLOC_031491_chc	ENST00000437204	TCONS_00147044_chc	4.332	29.937
ENSG00000225783	XLOC_033597_chc	ENST00000452429	TCONS_00160410_chc	8.657	47.633
ENSG00000235300	XLOC_039012_chc	ENST00000421610	TCONS_00195914_chc	4.323	58.382
ENSG00000259267	XLOC_025373_chc	ENST00000560700	TCONS_00108693_chc	3.308	56.554
ENSG00000231487	XLOC_022205_chc	ENST00000415865	TCONS_00092934_chc	4.583	80.342
ENSG00000260798	XLOC_030670_chc	ENST00000563916	TCONS_00142542_chc	4.716	10.798
ENSG00000230452	XLOC_018352_chc	ENST00000431650	TCONS_00067916_chc	5.858	13.748
ENSG00000235663	XLOC_034099_chc	ENST00000419679	TCONS_00164221_chc	6.935	102.803
ENSG00000276073	XLOC_036301_chc	ENST00000618285	TCONS_00178849_chc	4.984	21.753
ENSG00000279987	XLOC_033454_chc	ENST00000623570	TCONS_00159668_chc	4.466	30.826
ENSG00000228044	XLOC_017074_chc	ENST00000453568	TCONS_00064592_chc	4.966	33.885
ENSG00000259291	XLOC_030204_chc	ENST00000620791	TCONS_00139218_chc	7.561	29.381
ENSG00000264044	XLOC_035526_chc	ENST00000577814	TCONS_00173337_chc	5.44	45.338
ENSG00000249145	XLOC_020008_chc	ENST00000509453	TCONS_00079733_chc	4.58	16.934
ENSG00000262413	XLOC_035035_chc	ENST00000576021	TCONS_00169691_chc	14.931	31.432
ENSG00000175061	XLOC_035771_chc	ENST00000581361	TCONS_00175011_chc	4.197	27.651
ENSG00000229452	XLOC_009011_chc	ENST00000416513	TCONS_00034973_chc	4.952	22.882
ENSG00000273026	XLOC_038047_chc	ENST00000608147	TCONS_00191557_chc	8.674	31.617
ENSG00000273117	XLOC_011404_chc	ENST00000609974	TCONS_00041228_chc	3.615	18.138
ENSG00000250326	XLOC_020868_chc	ENST00000507826	TCONS_00082872_chc	9.616	25.593
ENSG00000280639	XLOC_030217_chc	ENST00000630447	TCONS_00139257_chc	4.283	31.105
ENSG00000237737	XLOC_037197_chc	ENST00000412957	TCONS_00185079_chc	12.58	21.296
ENSG00000233721	XLOC_034488_chc	ENST00000454034	TCONS_00166177_chc	3.566	64.917
ENSG00000236209	XLOC_037199_chc	ENST00000418001	TCONS_00185086_chc	9.3	40.03
ENSG00000180869	XLOC_027474_chc	ENST00000370624	TCONS_00122219_chc	4.143	57.611
ENSG00000278966	XLOC_037601_chc	ENST00000633169	TCONS_00187206_chc	5.462	31.67
ENSG00000237594	XLOC_002192_chc	ENST00000433071	TCONS_00007335_chc	5.599	36.797
ENSG00000237579	XLOC_024883_chc	ENST00000434189	TCONS_00106828_chc	4.891	55.888
ENSG00000253187	XLOC_008982_chc	ENST00000519694	TCONS_00034929_chc	6.021	48.862
ENSG00000280269	XLOC_004126_chc	ENST00000624366	TCONS_00011962_chc	6.68	23.583
ENSG00000226083	XLOC_008713_chc	ENST00000439319	TCONS_00034061_chc	6.67	60.736
ENSG00000232406	XLOC_035905_chc	ENST00000441208	TCONS_00180030_chc	12.124	25.428
ENSG00000249310	XLOC_001034_chc	ENST00000513758	TCONS_00003298_chc	4.35	24.409
ENSG00000215039	XLOC_005736_chc	ENST00000537003	TCONS_00016612_chc	11.449	50.955
ENSG00000230074	XLOC_039737_chc	ENST00000434627	TCONS_00199809_chc	3.858	65.273
ENSG00000279086	XLOC_000484_chc	ENST00000624389	TCONS_00001778_chc	5.356	15.969
ENSG00000227619	XLOC_034386_chc	ENST00000443993	TCONS_00165517_chc	11.39	48.677
ENSG00000245694	XLOC_030348_chc	ENST00000560208	TCONS_00141277_chc	13.971	30.16
ENSG00000260573	XLOC_030776_chc	ENST00000637635	TCONS_00142967_chc	3.799	34.244
ENSG00000229983	XLOC_016765_chc	ENST00000444750	TCONS_00063529_chc	3.433	75.364
ENSG00000260448	XLOC_032821_chc	ENST00000566507	TCONS_00155003_chc	5.691	57.265
ENSG00000259495	XLOC_029621_chc	ENST00000559008	TCONS_00136661_chc	3.82	47.85
ENSG00000279159	XLOC_033719_chc	ENST00000624945	TCONS_00160981_chc	6.239	420.723
ENSG00000259291	XLOC_030219_chc	ENST00000620791	TCONS_00139258_chc	5.367	69.913
ENSG00000212743	XLOC_000101_chc	ENST00000391437	TCONS_00023089_chc	3.882	65.837
ENSG00000262786	XLOC_035108_chc	ENST00000571192	TCONS_00170082_chc	4.042	56.046
ENSG00000203356	XLOC_027654_chc	ENST00000366181	TCONS_00122866_chc	4.93	11.278
ENSG00000259203	XLOC_029982_chc	ENST00000560818	TCONS_00140552_chc	3.433	42.481
ENSG00000223874	XLOC_026948_chc	ENST00000456163	TCONS_00117680_chc	3.6	15.33
ENSG00000229647	XLOC_026061_chc	ENST00000430494	TCONS_00113972_chc	3.482	39.908
ENSG00000272870	XLOC_021075_chc	ENST00000608794	TCONS_00089507_chc	6.146	9.083
ENSG00000278177	XLOC_003076_chc	ENST00000610286	TCONS_00009619_chc	7.296	72.618
ENSG00000176349	XLOC_032732_chc	ENST00000480694	TCONS_00154683_chc	4.935	24.393
ENSG00000226137	XLOC_035309_chc	ENST00000573167	TCONS_00171028_chc	10.93	18.909
ENSG00000257534	XLOC_044871_chc	ENST00000551732	TCONS_00217445_chc	5.637	78.252
ENSG00000230215	XLOC_029198_chc	ENST00000421870	TCONS_00132343_chc	5.867	19.63
ENSG00000257663	XLOC_042493_chc	ENST00000550301	TCONS_00211141_chc	5.269	69.192
ENSG00000205913	XLOC_032981_chc	ENST00000382313	TCONS_00155976_chc	9.278	51.428
ENSG00000236535	XLOC_027916_chc	ENST00000421851	TCONS_00124359_chc	8.905	43.452
ENSG00000225969	XLOC_035391_chc	ENST00000427153	TCONS_00172769_chc	8.82	44.044
ENSG00000279953	XLOC_033840_chc	ENST00000623229	TCONS_00161556_chc	9.951	26.633
ENSG00000233017	XLOC_036059_chc	ENST00000433121	TCONS_00177654_chc	3.528	62.987
ENSG00000267016	XLOC_034900_chc	ENST00000591110	TCONS_00169051_chc	4.776	66.662
ENSG00000225206	XLOC_028054_chc	ENST00000602852	TCONS_00124905_chc	5.679	40.299
ENSG00000257038	XLOC_008229_chc	ENST00000546324	TCONS_00022901_chc	6.073	54.74
ENSG00000272368	XLOC_042489_chc	ENST00000548468	TCONS_00211097_chc	12.98	78.216
ENSG00000225450	XLOC_005144_chc	ENST00000416406	TCONS_00014787_chc	4.91	61.087
ENSG00000269792	XLOC_022539_chc	ENST00000594676	TCONS_00094330_chc	12.078	41.784
ENSG00000265121	XLOC_035298_chc	ENST00000584075	TCONS_00170959_chc	8.194	30.777
ENSG00000267659	XLOC_034990_chc	ENST00000585484	TCONS_00171714_chc	4.072	76.443
ENSG00000253161	XLOC_037082_chc	ENST00000520422	TCONS_00184531_chc	4.826	48.192
ENSG00000255946	XLOC_033999_chc	ENST00000542620	TCONS_00162570_chc	9.315	47.995
ENSG00000272906	XLOC_027299_chc	ENST00000610272	TCONS_00121387_chc	4.62	37.387
ENSG00000262223	XLOC_035016_chc	ENST00000574041	TCONS_00169579_chc	4.79	21.679
ENSG00000253715	XLOC_011197_chc	ENST00000510610	TCONS_00040584_chc	10.023	75.781
ENSG00000255946	XLOC_033998_chc	ENST00000542620	TCONS_00162561_chc	4.011	55.664
ENSG00000237945	XLOC_002216_chc	ENST00000427447	TCONS_00007398_chc	9.122	25.349
ENSG00000259517	XLOC_030348_chc	ENST00000561336	TCONS_00141277_chc	4.097	49.842
ENSG00000247556	XLOC_022444_chc	ENST00000500949	TCONS_00093841_chc	9.125	43.474
ENSG00000279153	XLOC_035497_chc	ENST00000623233	TCONS_00173231_chc	3.69	55.592
ENSG00000280259	XLOC_024672_chc	ENST00000624850	TCONS_00105903_chc	4.932	70.589
ENSG00000236754	XLOC_001275_chc	ENST00000443935	TCONS_00004195_chc	3.549	81.528
ENSG00000179840	XLOC_036932_chc	ENST00000377320	TCONS_00183197_chc	4.624	40.639
ENSG00000280029	XLOC_031883_chc	ENST00000624424	TCONS_00150139_chc	9.793	37.195
ENSG00000279283	XLOC_033817_chc	ENST00000624048	TCONS_00161456_chc	7.208	70.126
ENSG00000237588	XLOC_038199_chc	ENST00000441272	TCONS_00191268_chc	4.347	17.095
ENSG00000259462	XLOC_030052_chc	ENST00000618020	TCONS_00138440_chc	8.642	24.716
ENSG00000279400	XLOC_039805_chc	ENST00000624112	TCONS_00199950_chc	4.213	66.425
ENSG00000253552	XLOC_011882_chc	ENST00000518088	TCONS_00042518_chc	4.867	6.285
ENSG00000273186	XLOC_034353_chc	ENST00000610052	TCONS_00165298_chc	7.495	22.591
ENSG00000266970	XLOC_035302_chc	ENST00000592569	TCONS_00170963_chc	5.163	31.006
ENSG00000253616	XLOC_037196_chc	ENST00000520840	TCONS_00185075_chc	5.944	19.162
ENSG00000257771	XLOC_042493_chc	ENST00000546821	TCONS_00211139_chc	6.873	52.918
ENSG00000227373	XLOC_027916_chc	ENST00000430592	TCONS_00124359_chc	4.57	30.509
ENSG00000263271	XLOC_035019_chc	ENST00000572590	TCONS_00169597_chc	11.914	103.088
ENSG00000270641	XLOC_018801_chc	ENST00000604411	TCONS_00075379_chc	11.112	34.878
ENSG00000233825	XLOC_008616_chc	ENST00000412085	TCONS_00033761_chc	5.537	88.377
ENSG00000272720	XLOC_005131_chc	ENST00000609162	TCONS_00014748_chc	9.727	20.948
ENSG00000254177	XLOC_010659_chc	ENST00000519107	TCONS_00039266_chc	5.771	42.497
ENSG00000233077	XLOC_036029_chc	ENST00000441214	TCONS_00177481_chc	9.224	72.687
ENSG00000268983	XLOC_043979_chc	ENST00000593791	TCONS_00215076_chc	5.107	124.744
