human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000250133	XLOC_012885_cow	ENST00000604081	TCONS_00042280_cow	15.171	4.485
ENSG00000233427	XLOC_004598_cow	ENST00000418471	TCONS_00013283_cow	5.266	56.485
ENSG00000272368	XLOC_012996_cow	ENST00000548468	TCONS_00042687_cow	16.609	45.822
ENSG00000251446	XLOC_020561_cow	ENST00000512245	TCONS_00068038_cow	4.026	33.745
ENSG00000269834	XLOC_047173_cow	ENST00000601562	TCONS_00161810_cow	3.359	54.458
ENSG00000260565	XLOC_058845_cow	ENST00000568395	TCONS_00207103_cow	6.712	22.782
ENSG00000275438	XLOC_059640_cow	ENST00000619963	TCONS_00209947_cow	4.379	25.802
ENSG00000273319	XLOC_010844_cow	ENST00000608412	TCONS_00035186_cow	5.865	16.661
ENSG00000259589	XLOC_028288_cow	ENST00000559303	TCONS_00093760_cow	8.038	21.117
ENSG00000280189	XLOC_045109_cow	ENST00000623729	TCONS_00154132_cow	4.74	26.725
ENSG00000225361	XLOC_030411_cow	ENST00000603624	TCONS_00101364_cow	5.31	18.628
ENSG00000258667	XLOC_028617_cow	ENST00000554254	TCONS_00094464_cow	5.553	1.414
ENSG00000249833	XLOC_055310_cow	ENST00000506660	TCONS_00193326_cow	4.729	18.857
ENSG00000279987	XLOC_044774_cow	ENST00000623570	TCONS_00152814_cow	4.83	31.181
ENSG00000243389	XLOC_029645_cow	ENST00000414784	TCONS_00099310_cow	5.326	17.972
ENSG00000261771	XLOC_026922_cow	ENST00000565113	TCONS_00090251_cow	4.462	37.413
ENSG00000225730	XLOC_055673_cow	ENST00000451135	TCONS_00196102_cow	3.325	9.883
ENSG00000224164	XLOC_057051_cow	ENST00000453179	TCONS_00199926_cow	3	31.185
ENSG00000230733	XLOC_060343_cow	ENST00000444210	TCONS_00212109_cow	8.87	16.299
ENSG00000267834	XLOC_030356_cow	ENST00000594418	TCONS_00101190_cow	7.332	52.991
ENSG00000238268	XLOC_031828_cow	ENST00000413913	TCONS_00105564_cow	5.031	47.779
ENSG00000249007	XLOC_041680_cow	ENST00000504773	TCONS_00140584_cow	4.963	76.473
ENSG00000261613	XLOC_059678_cow	ENST00000563449	TCONS_00210112_cow	16.694	31.236
ENSG00000267857	XLOC_002968_cow	ENST00000596207	TCONS_00006904_cow	6.369	60.887
ENSG00000270012	XLOC_066291_cow	ENST00000602455	TCONS_00233868_cow	4.174	51.056
ENSG00000279462	XLOC_044363_cow	ENST00000622998	TCONS_00150054_cow	18.018	88.202
ENSG00000255928	XLOC_039183_cow	ENST00000538624	TCONS_00132150_cow	5.318	81.96
ENSG00000272483	XLOC_055178_cow	ENST00000606330	TCONS_00192908_cow	5.186	39.156
ENSG00000231889	XLOC_025402_cow	ENST00000532226	TCONS_00084357_cow	4.897	25.313
ENSG00000229414	XLOC_064663_cow	ENST00000440887	TCONS_00228326_cow	8.633	37.622
ENSG00000237187	XLOC_021224_cow	ENST00000513055	TCONS_00069957_cow	6.76	90.846
ENSG00000261093	XLOC_059683_cow	ENST00000562166	TCONS_00210118_cow	4.546	32.013
ENSG00000263786	XLOC_048700_cow	ENST00000579554	TCONS_00169419_cow	3.644	52.345
ENSG00000273345	XLOC_020740_cow	ENST00000518409	TCONS_00068669_cow	4.722	32.81
ENSG00000257346	XLOC_014583_cow	ENST00000553174	TCONS_00047257_cow	3.724	24.01
ENSG00000278831	XLOC_061025_cow	ENST00000621254	TCONS_00215465_cow	6.384	57.847
ENSG00000258317	XLOC_013317_cow	ENST00000549438	TCONS_00043609_cow	8.195	62.769
ENSG00000275812	XLOC_035869_cow	ENST00000620908	TCONS_00119824_cow	4.965	33.918
ENSG00000245385	XLOC_039935_cow	ENST00000501918	TCONS_00134059_cow	5.304	59.124
ENSG00000261266	XLOC_059984_cow	ENST00000566143	TCONS_00210876_cow	5.45	39.946
ENSG00000279246	XLOC_064426_cow	ENST00000623765	TCONS_00227388_cow	8.068	21.651
ENSG00000257139	XLOC_014710_cow	ENST00000552324	TCONS_00047533_cow	4.004	55.697
ENSG00000257176	XLOC_013581_cow	ENST00000553105	TCONS_00044296_cow	3.966	66.376
ENSG00000246985	XLOC_014403_cow	ENST00000499137	TCONS_00046640_cow	8.188	111.275
ENSG00000263220	XLOC_049305_cow	ENST00000572792	TCONS_00171071_cow	4.075	24.89
ENSG00000231873	XLOC_053868_cow	ENST00000412811	TCONS_00188731_cow	6.542	21.041
ENSG00000233376	XLOC_036187_cow	ENST00000455642	TCONS_00120857_cow	4.082	115.908
ENSG00000233483	XLOC_049831_cow	ENST00000589518	TCONS_00173267_cow	4.34	15.796
ENSG00000236311	XLOC_061346_cow	ENST00000445873	TCONS_00216490_cow	8.392	13.01
ENSG00000259442	XLOC_052086_cow	ENST00000558342	TCONS_00181976_cow	5.364	83.147
ENSG00000271434	XLOC_061027_cow	ENST00000604581	TCONS_00217975_cow	8.801	172.837
ENSG00000277449	XLOC_036286_cow	ENST00000613921	TCONS_00121135_cow	11.829	42.617
ENSG00000230393	XLOC_029162_cow	ENST00000434301	TCONS_00098171_cow	7.145	64.224
ENSG00000273784	XLOC_032955_cow	ENST00000342657	TCONS_00110671_cow	4.473	110.311
ENSG00000266983	XLOC_020316_cow	ENST00000587836	TCONS_00067199_cow	4.024	33.444
ENSG00000250170	XLOC_002756_cow	ENST00000507770	TCONS_00006382_cow	4.18	57.578
ENSG00000249483	XLOC_019678_cow	ENST00000512859	TCONS_00065262_cow	5.233	95.694
ENSG00000229122	XLOC_031341_cow	ENST00000411862	TCONS_00103990_cow	4.776	42.637
ENSG00000226252	XLOC_009407_cow	ENST00000422216	TCONS_00028993_cow	3.473	64.061
ENSG00000273221	XLOC_007060_cow	ENST00000610049	TCONS_00022505_cow	4.2	51.803
ENSG00000277969	XLOC_048245_cow	ENST00000612330	TCONS_00167779_cow	9.26	18.111
ENSG00000280711	XLOC_044144_cow	ENST00000626286	TCONS_00149531_cow	4.4	54.438
ENSG00000227036	XLOC_048764_cow	ENST00000453722	TCONS_00169653_cow	6.01	59.226
ENSG00000261288	XLOC_059681_cow	ENST00000569220	TCONS_00210116_cow	3.541	20.174
ENSG00000203999	XLOC_035124_cow	ENST00000371639	TCONS_00117885_cow	4.61	23.052
ENSG00000224511	XLOC_032310_cow	ENST00000432770	TCONS_00109230_cow	7.535	165.061
ENSG00000279785	XLOC_059279_cow	ENST00000624570	TCONS_00208731_cow	5.733	24.708
ENSG00000205866	XLOC_065418_cow	ENST00000538190	TCONS_00230304_cow	7.717	55.457
ENSG00000267446	XLOC_049825_cow	ENST00000589730	TCONS_00173237_cow	7.333	39.746
ENSG00000276101	XLOC_049971_cow	ENST00000611259	TCONS_00173721_cow	14.658	30.75
ENSG00000226363	XLOC_005063_cow	ENST00000426615	TCONS_00014645_cow	8.992	65.457
ENSG00000234775	XLOC_068590_cow	ENST00000421055	TCONS_00241048_cow	3.504	34.886
ENSG00000257027	XLOC_015409_cow	ENST00000537616	TCONS_00049308_cow	5.989	57.522
ENSG00000237945	XLOC_001553_cow	ENST00000427447	TCONS_00003799_cow	15.465	44.669
ENSG00000264578	XLOC_062791_cow	ENST00000581909	TCONS_00221167_cow	9.016	26.287
ENSG00000260750	XLOC_045041_cow	ENST00000565824	TCONS_00153875_cow	5.263	43.249
ENSG00000269901	XLOC_045037_cow	ENST00000602779	TCONS_00153868_cow	4.014	116.823
ENSG00000223774	XLOC_041392_cow	ENST00000414927	TCONS_00139550_cow	6.337	30.696
ENSG00000258736	XLOC_053614_cow	ENST00000553433	TCONS_00187740_cow	6.604	30.634
ENSG00000279429	XLOC_011879_cow	ENST00000623016	TCONS_00037756_cow	5.255	70.147
ENSG00000279632	XLOC_065147_cow	ENST00000623917	TCONS_00229396_cow	9.927	29.653
ENSG00000274751	XLOC_059651_cow	ENST00000339021	TCONS_00209981_cow	9.135	105.918
ENSG00000174407	XLOC_035893_cow	ENST00000624914	TCONS_00119956_cow	7.108	30.368
ENSG00000232788	XLOC_003556_cow	ENST00000458314	TCONS_00010873_cow	3.899	10.954
ENSG00000280401	XLOC_063243_cow	ENST00000624563	TCONS_00223068_cow	5.622	38.291
ENSG00000272711	XLOC_029229_cow	ENST00000610008	TCONS_00107527_cow	4.394	17.713
ENSG00000279925	XLOC_043513_cow	ENST00000625111	TCONS_00147574_cow	6.847	27.601
ENSG00000246451	XLOC_053603_cow	ENST00000498989	TCONS_00186342_cow	6.516	70.728
ENSG00000261327	XLOC_046335_cow	ENST00000568031	TCONS_00158834_cow	9.101	28.144
ENSG00000246130	XLOC_022265_cow	ENST00000501897	TCONS_00074788_cow	3.398	28.172
ENSG00000227533	XLOC_009477_cow	ENST00000416689	TCONS_00029292_cow	12.627	63.875
ENSG00000262791	XLOC_049240_cow	ENST00000576540	TCONS_00170878_cow	4.938	0
ENSG00000278936	XLOC_020828_cow	ENST00000624089	TCONS_00068963_cow	4.255	55.279
ENSG00000125514	XLOC_034674_cow	ENST00000370341	TCONS_00116457_cow	6.794	40.08
ENSG00000241135	XLOC_002579_cow	ENST00000471719	TCONS_00005998_cow	5.032	14.69
ENSG00000260648	XLOC_026686_cow	ENST00000568093	TCONS_00089517_cow	7.576	20.125
ENSG00000257815	XLOC_013139_cow	ENST00000549651	TCONS_00043018_cow	9.071	45.211
ENSG00000256948	XLOC_015547_cow	ENST00000540226	TCONS_00049814_cow	4.98	89.839
ENSG00000204261	XLOC_055811_cow	ENST00000413039	TCONS_00196515_cow	5.014	44.842
ENSG00000236908	XLOC_015532_cow	ENST00000432994	TCONS_00049728_cow	4.448	27.812
ENSG00000224812	XLOC_063453_cow	ENST00000450287	TCONS_00223778_cow	3.808	48.77
ENSG00000279708	XLOC_052044_cow	ENST00000624115	TCONS_00181794_cow	9.679	95.327
ENSG00000268015	XLOC_045934_cow	ENST00000601745	TCONS_00157268_cow	8.359	35.03
ENSG00000255946	XLOC_044557_cow	ENST00000542620	TCONS_00150754_cow	4.828	43.621
ENSG00000203709	XLOC_041776_cow	ENST00000487977	TCONS_00140850_cow	10.555	6.201
ENSG00000259840	XLOC_059639_cow	ENST00000567096	TCONS_00209939_cow	6.138	22.019
ENSG00000277268	XLOC_047674_cow	ENST00000612281	TCONS_00165817_cow	3.509	42.953
ENSG00000273433	XLOC_010558_cow	ENST00000467897	TCONS_00034418_cow	6.204	19.066
ENSG00000225733	XLOC_054447_cow	ENST00000417835	TCONS_00190548_cow	4.141	43.997
ENSG00000268120	XLOC_018821_cow	ENST00000597156	TCONS_00062597_cow	11.894	52.188
ENSG00000177133	XLOC_041420_cow	ENST00000321399	TCONS_00139700_cow	14.175	46.114
ENSG00000240562	XLOC_054481_cow	ENST00000479610	TCONS_00190657_cow	5.577	62.128
ENSG00000270641	XLOC_067526_cow	ENST00000604411	TCONS_00236895_cow	12.069	76.409
ENSG00000204584	XLOC_049561_cow	ENST00000376609	TCONS_00172326_cow	9.114	50.407
ENSG00000214546	XLOC_048280_cow	ENST00000398554	TCONS_00167907_cow	3.463	13.038
ENSG00000215424	XLOC_001403_cow	ENST00000420074	TCONS_00003359_cow	4.027	42.359
ENSG00000235590	XLOC_034720_cow	ENST00000443966	TCONS_00116586_cow	8.211	27.528
ENSG00000244300	XLOC_055273_cow	ENST00000468377	TCONS_00193202_cow	7.886	31.627
ENSG00000272711	XLOC_029245_cow	ENST00000610008	TCONS_00098398_cow	6.599	44.672
ENSG00000234869	XLOC_014155_cow	ENST00000426112	TCONS_00045981_cow	4.013	78.753
ENSG00000254236	XLOC_037209_cow	ENST00000522416	TCONS_00125613_cow	6.359	15.864
ENSG00000267395	XLOC_045717_cow	ENST00000586251	TCONS_00156344_cow	7.537	47.889
ENSG00000272909	XLOC_028655_cow	ENST00000609125	TCONS_00094544_cow	3.993	42.521
ENSG00000274227	XLOC_043637_cow	ENST00000614212	TCONS_00147983_cow	7.913	66.727
ENSG00000205740	XLOC_034525_cow	ENST00000381466	TCONS_00115952_cow	8.171	25.834
ENSG00000234721	XLOC_050115_cow	ENST00000455366	TCONS_00174303_cow	5.993	47.455
ENSG00000273329	XLOC_012174_cow	ENST00000608694	TCONS_00038351_cow	7.228	27.629
ENSG00000279204	XLOC_019603_cow	ENST00000624206	TCONS_00072251_cow	3.673	34.651
ENSG00000267512	XLOC_020132_cow	ENST00000591825	TCONS_00066497_cow	4.88	36.783
ENSG00000180712	XLOC_062532_cow	ENST00000317596	TCONS_00221821_cow	5	2.345
ENSG00000235989	XLOC_043805_cow	ENST00000432624	TCONS_00148580_cow	3.679	81.293
ENSG00000279762	XLOC_047728_cow	ENST00000625127	TCONS_00165983_cow	4.559	66.794
ENSG00000271811	XLOC_041235_cow	ENST00000606154	TCONS_00139052_cow	4.229	51.357
ENSG00000259238	XLOC_028340_cow	ENST00000560199	TCONS_00093882_cow	5.906	15.33
ENSG00000231050	XLOC_042449_cow	ENST00000412228	TCONS_00142804_cow	10.019	20.251
ENSG00000228008	XLOC_055059_cow	ENST00000419183	TCONS_00192516_cow	4.763	44.489
ENSG00000261055	XLOC_008745_cow	ENST00000565955	TCONS_00027355_cow	5.191	28.313
ENSG00000249241	XLOC_016586_cow	ENST00000510551	TCONS_00054839_cow	9.968	82.761
ENSG00000255121	XLOC_039918_cow	ENST00000526453	TCONS_00133996_cow	5.174	112.057
ENSG00000259347	XLOC_026378_cow	ENST00000636067	TCONS_00088543_cow	9.628	37.056
ENSG00000224057	XLOC_053732_cow	ENST00000442411	TCONS_00188337_cow	5.787	23.285
ENSG00000258444	XLOC_027860_cow	ENST00000557368	TCONS_00092717_cow	5.245	33.05
ENSG00000230487	XLOC_060409_cow	ENST00000437964	TCONS_00212364_cow	3.749	37.236
ENSG00000267493	XLOC_020680_cow	ENST00000585832	TCONS_00068488_cow	7.816	65.372
ENSG00000256628	XLOC_000363_cow	ENST00000609682	TCONS_00000759_cow	11.403	44.9
ENSG00000244649	XLOC_048213_cow	ENST00000478824	TCONS_00167647_cow	6.467	71.558
ENSG00000265316	XLOC_057753_cow	ENST00000577527	TCONS_00203037_cow	3.509	50.306
ENSG00000231024	XLOC_031263_cow	ENST00000415342	TCONS_00103689_cow	7.642	48.416
ENSG00000279504	XLOC_045511_cow	ENST00000622994	TCONS_00155462_cow	3.904	10.32
ENSG00000273142	XLOC_059279_cow	ENST00000610177	TCONS_00208729_cow	6.648	72.525
ENSG00000254290	XLOC_062753_cow	ENST00000522471	TCONS_00221050_cow	4.644	27.662
ENSG00000279996	XLOC_060226_cow	ENST00000623029	TCONS_00211634_cow	4.945	34.103
ENSG00000261713	XLOC_059631_cow	ENST00000569832	TCONS_00213098_cow	6.983	27.229
ENSG00000274294	XLOC_052820_cow	ENST00000621331	TCONS_00184125_cow	5.177	17.933
ENSG00000238121	XLOC_032312_cow	ENST00000452659	TCONS_00109237_cow	5.219	21.622
ENSG00000235271	XLOC_043731_cow	ENST00000447149	TCONS_00148261_cow	5.923	53.799
ENSG00000204666	XLOC_045831_cow	ENST00000527209	TCONS_00156838_cow	5.844	86.73
ENSG00000229649	XLOC_060750_cow	ENST00000422661	TCONS_00214712_cow	5.674	30.1
ENSG00000229522	XLOC_035051_cow	ENST00000425385	TCONS_00117722_cow	3.293	43.815
ENSG00000227373	XLOC_042531_cow	ENST00000426899	TCONS_00143200_cow	11.303	54.114
ENSG00000261863	XLOC_047915_cow	ENST00000573270	TCONS_00166572_cow	3.907	65.738
ENSG00000250635	XLOC_020807_cow	ENST00000514287	TCONS_00068851_cow	6.277	72.221
ENSG00000273420	XLOC_045441_cow	ENST00000609744	TCONS_00155171_cow	8.235	57.7
ENSG00000215039	XLOC_013864_cow	ENST00000537003	TCONS_00045009_cow	8.782	35.875
ENSG00000254325	XLOC_037863_cow	ENST00000518552	TCONS_00130089_cow	5.383	28.21
ENSG00000231227	XLOC_030206_cow	ENST00000421041	TCONS_00100631_cow	3.524	35.864
ENSG00000231864	XLOC_031818_cow	ENST00000456356	TCONS_00105524_cow	4.451	30.173
ENSG00000270118	XLOC_060035_cow	ENST00000602838	TCONS_00211024_cow	9.678	27.814
ENSG00000255201	XLOC_062205_cow	ENST00000528407	TCONS_00219819_cow	3.993	33.193
ENSG00000232192	XLOC_041158_cow	ENST00000446321	TCONS_00138857_cow	6.459	85.903
ENSG00000218018	XLOC_034734_cow	ENST00000417346	TCONS_00116653_cow	3.404	83.964
ENSG00000280422	XLOC_054248_cow	ENST00000624646	TCONS_00189797_cow	8.171	35.274
ENSG00000263709	XLOC_047787_cow	ENST00000582196	TCONS_00166225_cow	5.425	62.89
ENSG00000277559	XLOC_045183_cow	ENST00000616682	TCONS_00154272_cow	5.295	38.585
ENSG00000163597	XLOC_050057_cow	ENST00000587743	TCONS_00174050_cow	12.628	79.093
ENSG00000267149	XLOC_046015_cow	ENST00000585492	TCONS_00157609_cow	6.274	26.817
ENSG00000268650	XLOC_018510_cow	ENST00000594805	TCONS_00061495_cow	3.774	5.339
ENSG00000236445	XLOC_004330_cow	ENST00000432733	TCONS_00012532_cow	6.948	40.121
ENSG00000226954	XLOC_014205_cow	ENST00000447372	TCONS_00046136_cow	7.062	101.157
ENSG00000265445	XLOC_048079_cow	ENST00000579159	TCONS_00167149_cow	3.452	9.416
ENSG00000244380	XLOC_054318_cow	ENST00000435578	TCONS_00190120_cow	5.519	55.136
ENSG00000260401	XLOC_039176_cow	ENST00000565433	TCONS_00136491_cow	3.249	42.575
ENSG00000278952	XLOC_064512_cow	ENST00000623192	TCONS_00227717_cow	4.967	21.891
ENSG00000281649	XLOC_022147_cow	ENST00000629870	TCONS_00074336_cow	8.848	69.154
ENSG00000225807	XLOC_060276_cow	ENST00000392471	TCONS_00211833_cow	5.452	51.769
ENSG00000245112	XLOC_043132_cow	ENST00000500800	TCONS_00146622_cow	18.132	45.114
ENSG00000237781	XLOC_006798_cow	ENST00000442435	TCONS_00021849_cow	4.615	106.017
ENSG00000224310	XLOC_059991_cow	ENST00000414816	TCONS_00210888_cow	6.111	46.925
ENSG00000253829	XLOC_062760_cow	ENST00000459965	TCONS_00221100_cow	5.651	37.272
ENSG00000235979	XLOC_048102_cow	ENST00000609396	TCONS_00167253_cow	6.801	23.146
ENSG00000279742	XLOC_064124_cow	ENST00000623909	TCONS_00226581_cow	6.361	40.032
ENSG00000236304	XLOC_039240_cow	ENST00000447519	TCONS_00132335_cow	6.589	17.748
ENSG00000274292	XLOC_044415_cow	ENST00000613093	TCONS_00150249_cow	12.373	94.711
ENSG00000223729	XLOC_031806_cow	ENST00000417135	TCONS_00105447_cow	4.639	41.811
ENSG00000234431	XLOC_004123_cow	ENST00000434645	TCONS_00012010_cow	5.994	54.094
ENSG00000260681	XLOC_059918_cow	ENST00000568635	TCONS_00210723_cow	6.373	25.363
ENSG00000224635	XLOC_036122_cow	ENST00000422519	TCONS_00120688_cow	4.288	69.731
ENSG00000214548	XLOC_052617_cow	ENST00000556407	TCONS_00183384_cow	4.093	31.26
ENSG00000279825	XLOC_048079_cow	ENST00000625108	TCONS_00167148_cow	7.034	46.472
ENSG00000264577	XLOC_049173_cow	ENST00000582718	TCONS_00170613_cow	6.905	60.621
ENSG00000261663	XLOC_058863_cow	ENST00000565709	TCONS_00207189_cow	10.596	35.957
ENSG00000261840	XLOC_060085_cow	ENST00000568500	TCONS_00211261_cow	18.192	50.457
ENSG00000255384	XLOC_039904_cow	ENST00000532619	TCONS_00133955_cow	4.871	49.808
ENSG00000230392	XLOC_065528_cow	ENST00000428222	TCONS_00231803_cow	4.02	33.414
ENSG00000268416	XLOC_047162_cow	ENST00000593903	TCONS_00161788_cow	3.616	55.091
ENSG00000260120	XLOC_016691_cow	ENST00000564513	TCONS_00055061_cow	3.717	26.363
ENSG00000277675	XLOC_059364_cow	ENST00000616609	TCONS_00208926_cow	4.634	17.607
ENSG00000253508	XLOC_010558_cow	ENST00000523331	TCONS_00034418_cow	5.366	150.326
ENSG00000275120	XLOC_052091_cow	ENST00000618330	TCONS_00181987_cow	4.733	23.995
ENSG00000248714	XLOC_048194_cow	ENST00000507337	TCONS_00167560_cow	5.928	13.799
ENSG00000235499	XLOC_029286_cow	ENST00000441217	TCONS_00098499_cow	8.75	43.387
ENSG00000170919	XLOC_032119_cow	ENST00000618947	TCONS_00108669_cow	6.755	8.216
ENSG00000283480	XLOC_056105_cow	ENST00000637901	TCONS_00197346_cow	6.678	24.712
ENSG00000253133	XLOC_062791_cow	ENST00000523081	TCONS_00221167_cow	6.015	35.933
ENSG00000261334	XLOC_030343_cow	ENST00000565882	TCONS_00101148_cow	12.987	84.764
ENSG00000237248	XLOC_015408_cow	ENST00000427111	TCONS_00049303_cow	8.27	71.746
ENSG00000177369	XLOC_049571_cow	ENST00000322227	TCONS_00172363_cow	6.852	76.478
ENSG00000255335	XLOC_038913_cow	ENST00000529781	TCONS_00131384_cow	7.609	28.339
ENSG00000248986	XLOC_017020_cow	ENST00000503186	TCONS_00055803_cow	4.34	16.8
ENSG00000268906	XLOC_045854_cow	ENST00000594910	TCONS_00156925_cow	8.577	34.911
ENSG00000215424	XLOC_001420_cow	ENST00000590829	TCONS_00003411_cow	5.082	26.959
ENSG00000261439	XLOC_045202_cow	ENST00000567381	TCONS_00154328_cow	5.98	51.973
ENSG00000250056	XLOC_051687_cow	ENST00000507582	TCONS_00179847_cow	7.133	40.645
ENSG00000214548	XLOC_052609_cow	ENST00000398461	TCONS_00183362_cow	4.662	65.572
ENSG00000271973	XLOC_055089_cow	ENST00000607025	TCONS_00192667_cow	4.218	13.755
ENSG00000279227	XLOC_003954_cow	ENST00000623784	TCONS_00018089_cow	3.389	22.301
ENSG00000265666	XLOC_049671_cow	ENST00000581080	TCONS_00172691_cow	8.851	86.994
ENSG00000232413	XLOC_030249_cow	ENST00000441473	TCONS_00100737_cow	4.649	8.258
ENSG00000204934	XLOC_012417_cow	ENST00000461019	TCONS_00039027_cow	3.559	30.93
ENSG00000261789	XLOC_059759_cow	ENST00000563704	TCONS_00210343_cow	15.327	48.242
ENSG00000265474	XLOC_049173_cow	ENST00000577325	TCONS_00170613_cow	9.549	62.044
ENSG00000273066	XLOC_030441_cow	ENST00000415992	TCONS_00101466_cow	9.717	57.435
ENSG00000262468	XLOC_059734_cow	ENST00000571970	TCONS_00210274_cow	7.708	51.258
ENSG00000157306	XLOC_027852_cow	ENST00000553985	TCONS_00092702_cow	7.682	58.071
ENSG00000270055	XLOC_053073_cow	ENST00000602663	TCONS_00184982_cow	5.026	51.689
ENSG00000250577	XLOC_043179_cow	ENST00000506416	TCONS_00146728_cow	3.652	27.459
ENSG00000255966	XLOC_013864_cow	ENST00000537921	TCONS_00045009_cow	4.217	60.906
ENSG00000276110	XLOC_006800_cow	ENST00000611044	TCONS_00021857_cow	6.977	71.524
ENSG00000230082	XLOC_054732_cow	ENST00000431558	TCONS_00191330_cow	5.547	58.404
ENSG00000263501	XLOC_049873_cow	ENST00000580253	TCONS_00173381_cow	3.615	25.957
ENSG00000181908	XLOC_064502_cow	ENST00000316124	TCONS_00227682_cow	5.36	55.978
ENSG00000227512	XLOC_030415_cow	ENST00000439501	TCONS_00101392_cow	5.613	33.372
ENSG00000230091	XLOC_063882_cow	ENST00000432070	TCONS_00224920_cow	7.385	24.446
ENSG00000272320	XLOC_057278_cow	ENST00000607565	TCONS_00200488_cow	6.519	67.727
ENSG00000272068	XLOC_006647_cow	ENST00000606343	TCONS_00021169_cow	14.915	57.881
ENSG00000232140	XLOC_005525_cow	ENST00000432474	TCONS_00018861_cow	5.452	7.925
ENSG00000224730	XLOC_046042_cow	ENST00000456337	TCONS_00157756_cow	4.997	11.807
ENSG00000248859	XLOC_019092_cow	ENST00000512115	TCONS_00063476_cow	6.275	52.102
ENSG00000280233	XLOC_047587_cow	ENST00000623294	TCONS_00165625_cow	6.988	36.162
ENSG00000279443	XLOC_006065_cow	ENST00000624273	TCONS_00016975_cow	7.909	40.579
ENSG00000276728	XLOC_049825_cow	ENST00000612013	TCONS_00173237_cow	5.909	31.302
ENSG00000269609	XLOC_060731_cow	ENST00000596045	TCONS_00214627_cow	8.267	20.625
ENSG00000224165	XLOC_031364_cow	ENST00000434897	TCONS_00104090_cow	6.546	38.88
ENSG00000274373	XLOC_043373_cow	ENST00000622182	TCONS_00147176_cow	7.434	56.875
ENSG00000279965	XLOC_032839_cow	ENST00000623716	TCONS_00110400_cow	6.991	7.528
ENSG00000280196	XLOC_044314_cow	ENST00000622967	TCONS_00149948_cow	4.426	17.183
ENSG00000214353	XLOC_046163_cow	ENST00000562507	TCONS_00158278_cow	9.532	34.264
ENSG00000268756	XLOC_045561_cow	ENST00000594558	TCONS_00155692_cow	4.81	34.763
ENSG00000279220	XLOC_004195_cow	ENST00000623040	TCONS_00012187_cow	8.895	18.116
ENSG00000273382	XLOC_007094_cow	ENST00000608574	TCONS_00022596_cow	7.321	38.159
ENSG00000222043	XLOC_005038_cow	ENST00000428541	TCONS_00014574_cow	9.388	10.301
ENSG00000276727	XLOC_013281_cow	ENST00000617433	TCONS_00043435_cow	3.135	44.615
ENSG00000228939	XLOC_041181_cow	ENST00000417120	TCONS_00138905_cow	5.82	82.735
ENSG00000230587	XLOC_030855_cow	ENST00000434020	TCONS_00102718_cow	4.661	21.527
ENSG00000233429	XLOC_011890_cow	ENST00000593300	TCONS_00037779_cow	3.221	5.686
ENSG00000274092	XLOC_060022_cow	ENST00000617035	TCONS_00210977_cow	10.227	56.34
ENSG00000259895	XLOC_059677_cow	ENST00000563775	TCONS_00210105_cow	10.789	43.13
ENSG00000242396	XLOC_009303_cow	ENST00000415336	TCONS_00028752_cow	3.769	10.504
ENSG00000258497	XLOC_052660_cow	ENST00000555328	TCONS_00183538_cow	4.921	48.156
ENSG00000236389	XLOC_025726_cow	ENST00000447557	TCONS_00085053_cow	7.479	109.738
ENSG00000238164	XLOC_041421_cow	ENST00000416860	TCONS_00139710_cow	11.564	39.445
ENSG00000256806	XLOC_047932_cow	ENST00000625754	TCONS_00166598_cow	6.92	29.193
ENSG00000184224	XLOC_065315_cow	ENST00000333139	TCONS_00230044_cow	6.423	83.169
ENSG00000250133	XLOC_012879_cow	ENST00000604081	TCONS_00042265_cow	8.586	105.595
ENSG00000261159	XLOC_054496_cow	ENST00000567253	TCONS_00190709_cow	7.262	18.415
ENSG00000235024	XLOC_005848_cow	ENST00000429343	TCONS_00016463_cow	6.111	34.785
ENSG00000253837	XLOC_022268_cow	ENST00000519692	TCONS_00074796_cow	7.736	54.087
ENSG00000233017	XLOC_035897_cow	ENST00000433121	TCONS_00119965_cow	4.806	29
ENSG00000280936	XLOC_035870_cow	ENST00000629794	TCONS_00119831_cow	5.785	37.121
ENSG00000228705	XLOC_034650_cow	ENST00000412500	TCONS_00116376_cow	6.864	35.421
ENSG00000245468	XLOC_018318_cow	ENST00000499242	TCONS_00059130_cow	7.197	53.48
ENSG00000157306	XLOC_027848_cow	ENST00000557568	TCONS_00092687_cow	6.011	23.234
ENSG00000234311	XLOC_061117_cow	ENST00000450206	TCONS_00215709_cow	8.543	59.505
ENSG00000225083	XLOC_032879_cow	ENST00000419199	TCONS_00110536_cow	5.528	51.619
ENSG00000228153	XLOC_040898_cow	ENST00000435021	TCONS_00138178_cow	4.086	22.05
ENSG00000270866	XLOC_037032_cow	ENST00000603284	TCONS_00125274_cow	12.545	6.994
ENSG00000236756	XLOC_063306_cow	ENST00000440197	TCONS_00223297_cow	6.078	30.876
ENSG00000268388	XLOC_046310_cow	ENST00000595886	TCONS_00158749_cow	7.621	28.771
ENSG00000272593	XLOC_030344_cow	ENST00000609303	TCONS_00101154_cow	4.545	42.081
ENSG00000274312	XLOC_051895_cow	ENST00000622210	TCONS_00181498_cow	5.624	85.133
ENSG00000269176	XLOC_064426_cow	ENST00000601484	TCONS_00227388_cow	4.255	19.621
