human gene	opossum gene	human transcript	opossum transcript	motif-pattern similarity score	gap penalty score
ENSG00000227640	XLOC_040055_ops	ENST00000438290	TCONS_00114110_ops	12.446	29.623
ENSG00000247982	XLOC_006011_ops	ENST00000613170	TCONS_00013496_ops	7.416	37.637
ENSG00000280029	XLOC_007051_ops	ENST00000624424	TCONS_00027753_ops	10.597	36.499
ENSG00000167117	XLOC_011190_ops	ENST00000502517	TCONS_00031109_ops	3.44	21.886
ENSG00000279488	XLOC_020328_ops	ENST00000624592	TCONS_00055593_ops	4.832	17.43
ENSG00000283662	XLOC_037211_ops	ENST00000635780	TCONS_00103085_ops	11.084	30.415
ENSG00000237837	XLOC_008307_ops	ENST00000422600	TCONS_00018705_ops	4.794	59.373
ENSG00000262873	XLOC_011707_ops	ENST00000572036	TCONS_00032326_ops	4.091	64.921
ENSG00000229971	XLOC_041559_ops	ENST00000433970	TCONS_00117044_ops	4.806	32.226
ENSG00000225978	XLOC_008107_ops	ENST00000433161	TCONS_00018301_ops	10.205	56.946
ENSG00000259615	XLOC_000831_ops	ENST00000560477	TCONS_00022042_ops	5.643	42.112
ENSG00000271869	XLOC_030870_ops	ENST00000607315	TCONS_00087396_ops	6.187	46.415
ENSG00000257517	XLOC_020626_ops	ENST00000547876	TCONS_00056215_ops	4.455	31.297
ENSG00000229848	XLOC_015583_ops	ENST00000430912	TCONS_00040811_ops	4.215	16.959
ENSG00000253490	XLOC_032577_ops	ENST00000522158	TCONS_00090808_ops	6.456	48.961
ENSG00000230498	XLOC_013846_ops	ENST00000454305	TCONS_00036973_ops	4.623	40.777
ENSG00000273002	XLOC_011275_ops	ENST00000610146	TCONS_00031302_ops	9.692	44.966
ENSG00000259605	XLOC_029945_ops	ENST00000592217	TCONS_00080763_ops	6.572	41.727
ENSG00000272167	XLOC_014730_ops	ENST00000607258	TCONS_00038807_ops	5.983	55.467
ENSG00000206567	XLOC_037690_ops	ENST00000454232	TCONS_00104110_ops	3.775	27.708
ENSG00000226869	XLOC_044120_ops	ENST00000450896	TCONS_00122532_ops	6.329	75.012
ENSG00000254649	XLOC_029578_ops	ENST00000527030	TCONS_00080004_ops	4.319	73.335
ENSG00000232940	XLOC_012066_ops	ENST00000450514	TCONS_00033267_ops	3.958	78.35
ENSG00000274653	XLOC_034735_ops	ENST00000611264	TCONS_00097589_ops	4.813	14.893
ENSG00000260059	XLOC_028449_ops	ENST00000562796	TCONS_00077728_ops	6.99	26.936
ENSG00000273100	XLOC_016897_ops	ENST00000610240	TCONS_00043766_ops	7.743	33.764
ENSG00000267659	XLOC_015544_ops	ENST00000591754	TCONS_00040699_ops	5.485	24.315
ENSG00000246851	XLOC_007939_ops	ENST00000502188	TCONS_00017920_ops	7.118	130.87
ENSG00000257407	XLOC_020632_ops	ENST00000551940	TCONS_00056226_ops	7.824	23.521
ENSG00000256546	XLOC_020571_ops	ENST00000538790	TCONS_00056099_ops	3.825	30.504
ENSG00000214248	XLOC_023825_ops	ENST00000539278	TCONS_00067086_ops	8.366	33.238
ENSG00000267092	XLOC_020261_ops	ENST00000590252	TCONS_00055450_ops	6.055	68.389
ENSG00000224536	XLOC_010657_ops	ENST00000454651	TCONS_00029926_ops	3.939	24.94
ENSG00000253477	XLOC_023035_ops	ENST00000517376	TCONS_00061044_ops	9.953	39.599
ENSG00000256031	XLOC_020860_ops	ENST00000534886	TCONS_00056745_ops	5.309	27.423
ENSG00000279693	XLOC_009457_ops	ENST00000624251	TCONS_00020903_ops	10.494	46.623
ENSG00000274272	XLOC_011914_ops	ENST00000485071	TCONS_00032848_ops	11.801	54.716
ENSG00000255135	XLOC_026534_ops	ENST00000572035	TCONS_00073553_ops	4.572	37.064
ENSG00000231889	XLOC_012602_ops	ENST00000532226	TCONS_00034407_ops	3.861	30.05
ENSG00000214650	XLOC_023878_ops	ENST00000543970	TCONS_00063061_ops	7.531	15.334
ENSG00000279982	XLOC_000034_ops	ENST00000623138	TCONS_00000076_ops	7.354	26.216
ENSG00000259854	XLOC_034232_ops	ENST00000562341	TCONS_00094042_ops	11.47	52.104
ENSG00000271959	XLOC_019850_ops	ENST00000606664	TCONS_00054382_ops	6.537	42.635
ENSG00000263271	XLOC_011706_ops	ENST00000572590	TCONS_00032314_ops	4.184	35.976
ENSG00000280038	XLOC_000775_ops	ENST00000623634	TCONS_00001745_ops	7.366	100.696
ENSG00000254746	XLOC_032228_ops	ENST00000527642	TCONS_00090149_ops	5.333	122.734
ENSG00000254501	XLOC_041033_ops	ENST00000528887	TCONS_00116001_ops	5.319	31.699
ENSG00000227392	XLOC_030081_ops	ENST00000392227	TCONS_00084871_ops	7.843	26.717
ENSG00000259442	XLOC_005706_ops	ENST00000558342	TCONS_00012782_ops	4.571	46.293
ENSG00000267506	XLOC_011727_ops	ENST00000591283	TCONS_00032375_ops	3.751	65.351
ENSG00000263069	XLOC_011716_ops	ENST00000575034	TCONS_00032337_ops	8.188	45.718
ENSG00000263235	XLOC_035114_ops	ENST00000570409	TCONS_00098492_ops	4.523	7.365
ENSG00000224992	XLOC_007962_ops	ENST00000451318	TCONS_00017986_ops	10.958	40.663
ENSG00000241990	XLOC_040961_ops	ENST00000416202	TCONS_00115833_ops	4.759	203.229
ENSG00000215256	XLOC_006122_ops	ENST00000399886	TCONS_00013779_ops	3.754	6.952
ENSG00000267080	XLOC_015372_ops	ENST00000585457	TCONS_00040335_ops	8.297	26.91
ENSG00000197182	XLOC_040971_ops	ENST00000443490	TCONS_00115841_ops	4.39	60.582
ENSG00000229649	XLOC_005652_ops	ENST00000422661	TCONS_00012668_ops	5.266	42.024
ENSG00000262445	XLOC_013559_ops	ENST00000574520	TCONS_00036312_ops	5.654	13.663
ENSG00000267416	XLOC_015099_ops	ENST00000589740	TCONS_00050123_ops	3.558	38.944
ENSG00000267890	XLOC_030529_ops	ENST00000600998	TCONS_00082199_ops	6.358	52.059
ENSG00000281649	XLOC_034431_ops	ENST00000625445	TCONS_00096972_ops	5.19	38.787
ENSG00000237166	XLOC_040270_ops	ENST00000452787	TCONS_00111858_ops	5.129	69.41
ENSG00000262312	XLOC_037048_ops	ENST00000613210	TCONS_00102677_ops	7.311	48.163
ENSG00000235319	XLOC_038457_ops	ENST00000433219	TCONS_00108307_ops	4.326	6.042
ENSG00000267892	XLOC_026954_ops	ENST00000602255	TCONS_00074522_ops	14.657	42.12
ENSG00000272798	XLOC_020682_ops	ENST00000609964	TCONS_00056323_ops	4.877	57.896
ENSG00000283045	XLOC_015370_ops	ENST00000634783	TCONS_00040329_ops	4.367	148.78
ENSG00000256790	XLOC_041645_ops	ENST00000540533	TCONS_00117220_ops	4.454	113.241
ENSG00000253405	XLOC_042856_ops	ENST00000519050	TCONS_00119848_ops	5.448	50.082
ENSG00000268366	XLOC_030134_ops	ENST00000599050	TCONS_00081189_ops	4.575	56.432
ENSG00000236754	XLOC_043933_ops	ENST00000611039	TCONS_00122179_ops	4.882	52.657
ENSG00000262313	XLOC_011706_ops	ENST00000576032	TCONS_00032314_ops	5.335	86.385
ENSG00000253408	XLOC_008733_ops	ENST00000521470	TCONS_00019535_ops	6.618	22.778
ENSG00000251497	XLOC_020583_ops	ENST00000506255	TCONS_00056131_ops	10.491	81.107
ENSG00000179818	XLOC_008632_ops	ENST00000366234	TCONS_00019324_ops	8.767	32.246
ENSG00000279057	XLOC_035218_ops	ENST00000624558	TCONS_00098725_ops	4.535	42.784
ENSG00000250838	XLOC_015333_ops	ENST00000505903	TCONS_00040217_ops	3.729	17.711
ENSG00000273982	XLOC_015002_ops	ENST00000614751	TCONS_00039414_ops	3.633	26.153
ENSG00000224189	XLOC_028712_ops	ENST00000416928	TCONS_00078221_ops	13.301	49.158
ENSG00000260588	XLOC_008733_ops	ENST00000563810	TCONS_00019535_ops	6.865	34.6
ENSG00000280189	XLOC_002858_ops	ENST00000623729	TCONS_00006293_ops	5.215	107.107
ENSG00000225807	XLOC_015821_ops	ENST00000392471	TCONS_00047690_ops	6.044	68.284
ENSG00000189149	XLOC_034593_ops	ENST00000338573	TCONS_00097295_ops	3.503	59.366
ENSG00000241684	XLOC_035611_ops	ENST00000460833	TCONS_00099655_ops	4.84	66.697
ENSG00000278936	XLOC_007047_ops	ENST00000624089	TCONS_00015914_ops	5.798	39.469
ENSG00000235628	XLOC_014345_ops	ENST00000455447	TCONS_00037963_ops	3.69	25.407
ENSG00000260121	XLOC_009430_ops	ENST00000564984	TCONS_00020842_ops	7.342	41.674
ENSG00000258459	XLOC_006073_ops	ENST00000553419	TCONS_00013605_ops	3.868	73.959
ENSG00000272729	XLOC_028712_ops	ENST00000608941	TCONS_00078222_ops	6.948	49.445
ENSG00000279757	XLOC_004506_ops	ENST00000623805	TCONS_00010131_ops	7.165	36.271
ENSG00000231156	XLOC_004194_ops	ENST00000423433	TCONS_00009453_ops	5.188	98.05
ENSG00000215386	XLOC_024619_ops	ENST00000602339	TCONS_00069659_ops	4.704	76.558
ENSG00000245213	XLOC_031298_ops	ENST00000500914	TCONS_00088219_ops	7.965	22.209
ENSG00000274425	XLOC_023354_ops	ENST00000612689	TCONS_00061700_ops	11.281	32.467
ENSG00000263412	XLOC_015324_ops	ENST00000578660	TCONS_00040196_ops	7.296	45.006
ENSG00000280117	XLOC_023878_ops	ENST00000623279	TCONS_00063061_ops	11.095	26.541
ENSG00000215039	XLOC_043812_ops	ENST00000537003	TCONS_00121899_ops	5.892	23.58
ENSG00000248508	XLOC_001345_ops	ENST00000504245	TCONS_00002963_ops	3.771	67.14
ENSG00000225855	XLOC_015167_ops	ENST00000450199	TCONS_00039816_ops	6.521	17.607
ENSG00000267757	XLOC_029939_ops	ENST00000623430	TCONS_00080751_ops	5.686	61.817
ENSG00000204261	XLOC_012063_ops	ENST00000413039	TCONS_00033258_ops	4.732	66.204
ENSG00000180422	XLOC_004465_ops	ENST00000321214	TCONS_00010036_ops	5.011	40.396
ENSG00000255478	XLOC_043148_ops	ENST00000533886	TCONS_00120428_ops	10.125	40.942
ENSG00000231721	XLOC_044327_ops	ENST00000451786	TCONS_00122958_ops	4.572	54.874
ENSG00000205885	XLOC_041670_ops	ENST00000435921	TCONS_00117273_ops	7.003	82.573
ENSG00000243766	XLOC_045051_ops	ENST00000472494	TCONS_00124405_ops	8.905	56.678
ENSG00000279246	XLOC_032388_ops	ENST00000623765	TCONS_00090487_ops	7.108	33.998
ENSG00000238062	XLOC_017509_ops	ENST00000414876	TCONS_00045023_ops	6.043	54.594
ENSG00000271167	XLOC_021918_ops	ENST00000603837	TCONS_00058872_ops	5.119	37.662
ENSG00000258559	XLOC_001674_ops	ENST00000554532	TCONS_00003680_ops	4.265	44.601
ENSG00000235120	XLOC_037471_ops	ENST00000442384	TCONS_00103637_ops	4.599	32.23
ENSG00000238268	XLOC_008075_ops	ENST00000413913	TCONS_00018225_ops	4.713	22.04
ENSG00000238063	XLOC_027533_ops	ENST00000634732	TCONS_00075882_ops	13.133	41.499
ENSG00000198468	XLOC_014703_ops	ENST00000356684	TCONS_00038770_ops	3.477	39.23
ENSG00000265971	XLOC_015428_ops	ENST00000582741	TCONS_00040460_ops	8.079	32.336
ENSG00000279814	XLOC_000374_ops	ENST00000623230	TCONS_00000737_ops	6.279	63.582
ENSG00000248019	XLOC_032649_ops	ENST00000500765	TCONS_00090960_ops	5.621	29.547
ENSG00000245248	XLOC_028937_ops	ENST00000498979	TCONS_00078689_ops	4.849	46.1
ENSG00000260482	XLOC_035108_ops	ENST00000566996	TCONS_00098481_ops	6.666	86.086
ENSG00000255571	XLOC_005757_ops	ENST00000536780	TCONS_00012917_ops	6.853	39.737
ENSG00000237037	XLOC_043209_ops	ENST00000608974	TCONS_00120576_ops	5.523	32.784
ENSG00000261759	XLOC_034564_ops	ENST00000567236	TCONS_00097218_ops	10.262	111.945
ENSG00000255794	XLOC_041434_ops	ENST00000547946	TCONS_00116791_ops	5	8.689
ENSG00000247081	XLOC_023035_ops	ENST00000523614	TCONS_00061044_ops	10.718	72.62
ENSG00000258254	XLOC_020635_ops	ENST00000547819	TCONS_00065870_ops	4.323	47.995
ENSG00000279762	XLOC_013440_ops	ENST00000625127	TCONS_00036108_ops	4.871	18.914
ENSG00000262231	XLOC_039504_ops	ENST00000571062	TCONS_00110386_ops	3.75	44.978
ENSG00000274627	XLOC_004468_ops	ENST00000611189	TCONS_00010044_ops	4.845	47.779
ENSG00000268149	XLOC_020380_ops	ENST00000595655	TCONS_00055708_ops	6.072	51.546
ENSG00000236028	XLOC_003345_ops	ENST00000414085	TCONS_00007510_ops	3.062	13.699
ENSG00000226051	XLOC_000374_ops	ENST00000533822	TCONS_00000737_ops	4.961	9.618
ENSG00000228838	XLOC_013858_ops	ENST00000421637	TCONS_00036994_ops	4.725	42.518
ENSG00000240990	XLOC_045051_ops	ENST00000522674	TCONS_00124405_ops	4.978	27.954
ENSG00000231977	XLOC_003213_ops	ENST00000423020	TCONS_00007200_ops	5.495	37.808
ENSG00000278911	XLOC_022639_ops	ENST00000624305	TCONS_00060255_ops	5.522	40.509
ENSG00000255198	XLOC_035233_ops	ENST00000564014	TCONS_00098771_ops	4.973	22.627
ENSG00000260905	XLOC_035108_ops	ENST00000566098	TCONS_00098480_ops	6.515	44.17
ENSG00000260351	XLOC_000779_ops	ENST00000568441	TCONS_00001757_ops	4.241	38.322
ENSG00000234741	XLOC_014342_ops	ENST00000455838	TCONS_00037960_ops	5.291	20.453
ENSG00000275186	XLOC_022680_ops	ENST00000621571	TCONS_00060339_ops	3.511	37.855
ENSG00000250354	XLOC_033144_ops	ENST00000514843	TCONS_00091854_ops	3.875	81.803
ENSG00000236939	XLOC_023035_ops	ENST00000436771	TCONS_00061045_ops	3.907	68.729
ENSG00000267580	XLOC_007684_ops	ENST00000589932	TCONS_00017313_ops	6.894	38.328
ENSG00000227198	XLOC_012011_ops	ENST00000422049	TCONS_00033122_ops	4.422	54.875
ENSG00000277879	XLOC_000631_ops	ENST00000614747	TCONS_00001383_ops	5.013	61.327
ENSG00000229196	XLOC_042161_ops	ENST00000470348	TCONS_00118326_ops	5.249	89.286
ENSG00000259974	XLOC_003911_ops	ENST00000564492	TCONS_00008930_ops	3.991	57.726
ENSG00000250635	XLOC_007026_ops	ENST00000514287	TCONS_00015842_ops	9.051	50.022
ENSG00000250902	XLOC_031455_ops	ENST00000513542	TCONS_00088545_ops	4.139	96.479
ENSG00000234248	XLOC_043979_ops	ENST00000457632	TCONS_00122262_ops	6.019	44.902
ENSG00000237781	XLOC_017238_ops	ENST00000442435	TCONS_00044419_ops	5.152	29.88
ENSG00000266261	XLOC_011968_ops	ENST00000584540	TCONS_00033004_ops	4.825	36.473
ENSG00000246465	XLOC_035267_ops	ENST00000501520	TCONS_00098890_ops	6.396	31.451
ENSG00000234945	XLOC_003420_ops	ENST00000626256	TCONS_00007750_ops	4.987	26.192
ENSG00000260924	XLOC_020940_ops	ENST00000565162	TCONS_00056912_ops	3.475	158.236
ENSG00000248636	XLOC_024325_ops	ENST00000509470	TCONS_00064091_ops	4.052	24.706
ENSG00000226349	XLOC_014796_ops	ENST00000428148	TCONS_00038980_ops	4.659	5.339
ENSG00000178412	XLOC_022680_ops	ENST00000317008	TCONS_00060338_ops	4.204	38.946
ENSG00000272870	XLOC_031296_ops	ENST00000609153	TCONS_00088212_ops	4.796	21.184
ENSG00000279726	XLOC_007051_ops	ENST00000624712	TCONS_00027753_ops	6.905	50.168
ENSG00000236263	XLOC_015165_ops	ENST00000455788	TCONS_00039812_ops	4.244	81.15
ENSG00000279821	XLOC_007347_ops	ENST00000623593	TCONS_00016511_ops	8.971	67.967
ENSG00000267801	XLOC_015474_ops	ENST00000586076	TCONS_00040577_ops	7.523	51.636
ENSG00000280003	XLOC_035978_ops	ENST00000624096	TCONS_00100410_ops	6.06	46.726
ENSG00000275401	XLOC_002601_ops	ENST00000621084	TCONS_00005777_ops	6.337	80.865
ENSG00000257702	XLOC_009820_ops	ENST00000548978	TCONS_00021546_ops	4.923	41.761
ENSG00000279838	XLOC_014424_ops	ENST00000623474	TCONS_00038131_ops	5.409	21.152
ENSG00000281162	XLOC_038425_ops	ENST00000625702	TCONS_00108261_ops	3.939	16.055
ENSG00000206573	XLOC_037684_ops	ENST00000468186	TCONS_00104093_ops	3.739	34.026
ENSG00000274272	XLOC_011913_ops	ENST00000485071	TCONS_00032840_ops	13.873	174.459
ENSG00000246889	XLOC_032451_ops	ENST00000500185	TCONS_00090594_ops	5.655	44.959
ENSG00000260996	XLOC_008043_ops	ENST00000566954	TCONS_00018154_ops	9.029	26.73
ENSG00000263278	XLOC_011729_ops	ENST00000571452	TCONS_00032385_ops	3.051	29.85
ENSG00000231024	XLOC_003664_ops	ENST00000415342	TCONS_00008301_ops	7.415	52.937
ENSG00000250186	XLOC_015324_ops	ENST00000506504	TCONS_00040196_ops	3.788	33.52
ENSG00000255135	XLOC_029638_ops	ENST00000530759	TCONS_00080129_ops	4.67	35.285
ENSG00000224020	XLOC_002729_ops	ENST00000429139	TCONS_00006040_ops	7.188	46.11
ENSG00000235407	XLOC_017047_ops	ENST00000457402	TCONS_00044094_ops	4.803	49.677
ENSG00000280233	XLOC_015035_ops	ENST00000623294	TCONS_00039481_ops	7.702	32.103
ENSG00000263218	XLOC_011707_ops	ENST00000576215	TCONS_00032327_ops	5.431	105.33
ENSG00000203601	XLOC_014303_ops	ENST00000366408	TCONS_00037860_ops	6.734	69.66
ENSG00000258499	XLOC_006378_ops	ENST00000555299	TCONS_00014346_ops	4.398	44.085
ENSG00000239213	XLOC_028257_ops	ENST00000461864	TCONS_00077423_ops	7.074	17.619
ENSG00000250751	XLOC_015323_ops	ENST00000512720	TCONS_00040189_ops	6.118	42.856
ENSG00000263176	XLOC_015356_ops	ENST00000577175	TCONS_00040295_ops	4.254	25.797
ENSG00000257815	XLOC_043378_ops	ENST00000549651	TCONS_00120955_ops	10.641	13.074
ENSG00000267417	XLOC_023588_ops	ENST00000586630	TCONS_00062302_ops	4.704	43.026
ENSG00000260172	XLOC_006011_ops	ENST00000564843	TCONS_00013496_ops	5.404	75.905
ENSG00000206567	XLOC_037701_ops	ENST00000429065	TCONS_00106180_ops	4.842	50.374
ENSG00000228008	XLOC_035536_ops	ENST00000424174	TCONS_00099459_ops	6.274	13.241
ENSG00000237380	XLOC_028712_ops	ENST00000440016	TCONS_00078221_ops	10.136	31.672
ENSG00000250156	XLOC_018819_ops	ENST00000506041	TCONS_00052460_ops	4.291	9.287
ENSG00000254230	XLOC_008779_ops	ENST00000517384	TCONS_00019621_ops	4.853	11.068
ENSG00000231889	XLOC_012595_ops	ENST00000440001	TCONS_00034392_ops	9.394	23.132
ENSG00000255458	XLOC_033426_ops	ENST00000533736	TCONS_00092354_ops	8.811	36.416
ENSG00000177993	XLOC_024436_ops	ENST00000325660	TCONS_00064319_ops	10.113	20.518
ENSG00000248101	XLOC_030100_ops	ENST00000473572	TCONS_00081107_ops	11.252	46.044
ENSG00000255050	XLOC_020044_ops	ENST00000531730	TCONS_00054949_ops	4.253	73.125
ENSG00000261592	XLOC_009426_ops	ENST00000569147	TCONS_00020830_ops	7.122	36.943
ENSG00000272345	XLOC_019288_ops	ENST00000607014	TCONS_00053321_ops	7.439	43.55
ENSG00000273521	XLOC_000043_ops	ENST00000617191	TCONS_00000087_ops	3.966	18.129
ENSG00000248809	XLOC_031455_ops	ENST00000507726	TCONS_00088545_ops	5.887	36.629
ENSG00000279591	XLOC_004506_ops	ENST00000624910	TCONS_00010130_ops	5.951	44.839
ENSG00000279801	XLOC_015654_ops	ENST00000624282	TCONS_00040984_ops	7.283	27.087
ENSG00000256364	XLOC_020618_ops	ENST00000541383	TCONS_00069018_ops	7.525	10.107
ENSG00000245156	XLOC_041011_ops	ENST00000501708	TCONS_00115946_ops	11.556	39.715
ENSG00000275389	XLOC_020585_ops	ENST00000621669	TCONS_00056141_ops	14.192	78.176
ENSG00000264019	XLOC_015319_ops	ENST00000582142	TCONS_00040184_ops	4.226	45.022
ENSG00000235120	XLOC_037473_ops	ENST00000442384	TCONS_00103645_ops	5.494	27.95
ENSG00000236403	XLOC_007954_ops	ENST00000417054	TCONS_00017975_ops	4.87	57.024
ENSG00000267737	XLOC_011751_ops	ENST00000586583	TCONS_00032426_ops	4.418	35.164
ENSG00000228135	XLOC_038933_ops	ENST00000419511	TCONS_00109196_ops	3.866	7.246
ENSG00000259941	XLOC_001084_ops	ENST00000564401	TCONS_00002404_ops	5.359	57.846
ENSG00000272267	XLOC_030888_ops	ENST00000607598	TCONS_00087428_ops	8.067	71.871
ENSG00000180539	XLOC_003149_ops	ENST00000623196	TCONS_00006957_ops	4.542	49.802
ENSG00000226167	XLOC_013215_ops	ENST00000419536	TCONS_00035716_ops	11.133	26.932
ENSG00000269139	XLOC_023801_ops	ENST00000620586	TCONS_00062860_ops	6.234	58.695
ENSG00000264577	XLOC_017360_ops	ENST00000582718	TCONS_00044712_ops	7.676	17.997
ENSG00000247317	XLOC_023469_ops	ENST00000522060	TCONS_00069437_ops	5.527	52.987
ENSG00000279266	XLOC_032091_ops	ENST00000623701	TCONS_00089869_ops	5.549	95.342
ENSG00000240990	XLOC_045051_ops	ENST00000479766	TCONS_00124405_ops	3.458	42.776
ENSG00000204054	XLOC_003021_ops	ENST00000419300	TCONS_00006664_ops	10.034	28.281
ENSG00000255248	XLOC_025822_ops	ENST00000527474	TCONS_00072082_ops	8.972	24.157
ENSG00000232021	XLOC_032709_ops	ENST00000436413	TCONS_00091086_ops	5.699	85.92
ENSG00000179219	XLOC_004415_ops	ENST00000366314	TCONS_00009948_ops	9.273	49.868
ENSG00000258819	XLOC_001649_ops	ENST00000557526	TCONS_00003628_ops	7.704	72.994
ENSG00000226510	XLOC_030088_ops	ENST00000443196	TCONS_00081079_ops	9.074	36.472
ENSG00000280384	XLOC_040972_ops	ENST00000624818	TCONS_00115843_ops	5.703	53.656
ENSG00000259439	XLOC_004194_ops	ENST00000437916	TCONS_00009453_ops	9.24	34.837
ENSG00000261026	XLOC_008786_ops	ENST00000566457	TCONS_00019643_ops	8.406	59.261
ENSG00000270071	XLOC_027671_ops	ENST00000602921	TCONS_00076201_ops	8.176	44.017
ENSG00000234553	XLOC_021276_ops	ENST00000431789	TCONS_00057706_ops	5.327	30.584
ENSG00000230061	XLOC_017705_ops	ENST00000456880	TCONS_00045474_ops	4.621	40.839
ENSG00000224717	XLOC_014619_ops	ENST00000442318	TCONS_00038565_ops	6.653	36.996
ENSG00000179818	XLOC_008632_ops	ENST00000439670	TCONS_00019324_ops	9.145	16.33
ENSG00000231133	XLOC_003214_ops	ENST00000447910	TCONS_00007206_ops	5.196	56.912
ENSG00000229498	XLOC_009705_ops	ENST00000366278	TCONS_00021390_ops	7.726	33.895
ENSG00000259267	XLOC_000225_ops	ENST00000560700	TCONS_00000469_ops	7.085	112.456
ENSG00000254109	XLOC_030870_ops	ENST00000519753	TCONS_00087396_ops	7.287	26.052
ENSG00000230967	XLOC_005657_ops	ENST00000450669	TCONS_00012676_ops	4.989	52.3
ENSG00000267283	XLOC_023728_ops	ENST00000587498	TCONS_00062635_ops	4.037	180.954
ENSG00000224794	XLOC_043511_ops	ENST00000434516	TCONS_00121225_ops	9.484	53.631
ENSG00000257096	XLOC_001141_ops	ENST00000535893	TCONS_00002497_ops	4.892	13.883
ENSG00000228401	XLOC_008040_ops	ENST00000411904	TCONS_00018150_ops	3.232	21.81
ENSG00000279136	XLOC_037126_ops	ENST00000623562	TCONS_00102869_ops	9.481	30.177
ENSG00000268051	XLOC_030067_ops	ENST00000601752	TCONS_00084865_ops	7.572	37.187
ENSG00000268707	XLOC_003019_ops	ENST00000600965	TCONS_00006654_ops	4.647	46.28
ENSG00000157306	XLOC_001201_ops	ENST00000557568	TCONS_00002615_ops	5.06	48.578
ENSG00000248767	XLOC_034628_ops	ENST00000510017	TCONS_00097393_ops	17.187	49.996
ENSG00000262039	XLOC_015324_ops	ENST00000576461	TCONS_00040196_ops	3.696	21.592
ENSG00000269707	XLOC_038457_ops	ENST00000598623	TCONS_00108307_ops	7.452	20.264
ENSG00000277559	XLOC_002894_ops	ENST00000616682	TCONS_00006387_ops	4.223	53.061
ENSG00000263786	XLOC_011592_ops	ENST00000579554	TCONS_00032062_ops	4.103	107.899
ENSG00000267466	XLOC_011746_ops	ENST00000585798	TCONS_00032413_ops	6.709	24.698
ENSG00000234181	XLOC_036875_ops	ENST00000431804	TCONS_00102309_ops	6.216	52.07
ENSG00000267750	XLOC_015365_ops	ENST00000586388	TCONS_00040319_ops	8.461	23.212
ENSG00000268707	XLOC_003028_ops	ENST00000600965	TCONS_00006683_ops	6.85	52.938
ENSG00000267727	XLOC_007680_ops	ENST00000587312	TCONS_00017305_ops	4.482	17.804
ENSG00000225680	XLOC_006742_ops	ENST00000436530	TCONS_00015182_ops	4.636	46.69
ENSG00000280023	XLOC_026988_ops	ENST00000624007	TCONS_00074609_ops	6.486	16.449
ENSG00000229771	XLOC_002580_ops	ENST00000428495	TCONS_00005744_ops	7.829	53.382
ENSG00000231050	XLOC_010637_ops	ENST00000412228	TCONS_00029884_ops	6.68	98.009
ENSG00000272108	XLOC_002199_ops	ENST00000606030	TCONS_00004869_ops	9.636	53.707
ENSG00000261971	XLOC_035121_ops	ENST00000573130	TCONS_00098501_ops	4.779	56.982
ENSG00000269220	XLOC_043900_ops	ENST00000600723	TCONS_00122106_ops	5.328	96.736
ENSG00000262362	XLOC_035123_ops	ENST00000570515	TCONS_00098507_ops	4.764	79.212
ENSG00000250686	XLOC_016244_ops	ENST00000511849	TCONS_00042392_ops	4.756	59.353
ENSG00000261804	XLOC_002891_ops	ENST00000566383	TCONS_00006385_ops	5.883	32.899
ENSG00000261663	XLOC_037148_ops	ENST00000565709	TCONS_00102919_ops	11.683	28.656
ENSG00000224307	XLOC_003028_ops	ENST00000455981	TCONS_00006683_ops	4.486	44.696
ENSG00000267080	XLOC_011491_ops	ENST00000592897	TCONS_00031820_ops	6.649	27.826
ENSG00000227744	XLOC_013623_ops	ENST00000455228	TCONS_00036450_ops	7.677	69.015
ENSG00000256948	XLOC_043901_ops	ENST00000540226	TCONS_00122107_ops	6.409	29.535
ENSG00000275552	XLOC_006101_ops	ENST00000612576	TCONS_00013690_ops	6.469	53.602
ENSG00000242207	XLOC_015323_ops	ENST00000480386	TCONS_00040190_ops	4.717	63.699
ENSG00000251002	XLOC_006101_ops	ENST00000541008	TCONS_00013690_ops	5.008	48.392
ENSG00000232093	XLOC_015156_ops	ENST00000452962	TCONS_00039802_ops	6.424	108.807
ENSG00000279537	XLOC_001339_ops	ENST00000624274	TCONS_00002943_ops	7.236	62.163
ENSG00000231050	XLOC_030170_ops	ENST00000412228	TCONS_00081237_ops	5.42	35.208
ENSG00000257060	XLOC_000872_ops	ENST00000543286	TCONS_00001962_ops	5.913	45.611
ENSG00000265206	XLOC_011133_ops	ENST00000579003	TCONS_00030963_ops	8.195	40.717
ENSG00000272918	XLOC_044120_ops	ENST00000607968	TCONS_00122532_ops	12.449	84.466
ENSG00000258444	XLOC_001192_ops	ENST00000557368	TCONS_00002582_ops	6.67	67.083
ENSG00000267219	XLOC_002784_ops	ENST00000591311	TCONS_00027117_ops	4.808	46.119
ENSG00000226252	XLOC_013903_ops	ENST00000422216	TCONS_00037104_ops	9.041	60.36
ENSG00000279630	XLOC_020618_ops	ENST00000551683	TCONS_00069017_ops	6.872	47.639
ENSG00000280384	XLOC_040962_ops	ENST00000624818	TCONS_00115835_ops	10.158	54.481
ENSG00000280323	XLOC_040293_ops	ENST00000623864	TCONS_00111916_ops	5.496	12.616
ENSG00000263624	XLOC_036209_ops	ENST00000584203	TCONS_00100864_ops	5.023	29.196
