human gene	mouse gene	human transcript	mouse transcript	with homologs in cow	with homologs in opossum	with homologs in chicken	with homologs in lizard	with homologs in frog	with homologs in zebrafish	motif score 	gap score
ENSG00000279236	ENSMUSG00000103291	ENST00000625052	ENSMUST00000194600	0	0	0	0	0	0	3.164	34.329
ENSG00000224568	ENSMUSG00000097095	ENST00000443205	ENSMUST00000181186	0	0	0	0	0	0	3.281	12.342
ENSG00000278716	ENSMUSG00000097983	ENST00000620845	ENSMUST00000182423	1	1	1	1	1	0	11.485	42.743
ENSG00000203804	ENSMUSG00000080727	ENST00000617352	ENSMUST00000142433	1	1	1	1	1	0	7.926	19.947
ENSG00000223891	ENSMUSG00000058812	ENST00000439943	ENSMUST00000076667	1	1	0	1	1	0	7.174	29.65
ENSG00000223947	ENSMUSG00000104188	ENST00000452364	ENSMUST00000195476	1	0	0	0	0	0	4.708	25.913
ENSG00000231133	ENSMUSG00000086166	ENST00000447910	ENSMUST00000137629	1	1	0	0	0	0	4.998	38.91
ENSG00000260790	ENSMUSG00000108954	ENST00000568827	ENSMUST00000208157	1	1	0	1	1	0	8.987	30.688
ENSG00000225321	ENSMUSG00000086141	ENST00000635258	ENSMUST00000129082	0	0	0	0	0	0	3.076	39.06
ENSG00000265126	ENSMUSG00000109829	ENST00000579897	ENSMUST00000210265	1	1	0	0	0	0	5.272	31.286
ENSG00000259681	ENSMUSG00000087017	ENST00000557965	ENSMUST00000123403	0	0	0	0	0	0	3.4	11.402
ENSG00000253279	ENSMUSG00000110178	ENST00000524059	ENSMUST00000211696	0	0	0	0	0	0	3.178	35.18
ENSG00000228021	ENSMUSG00000110026	ENST00000611240	ENSMUST00000210416	0	0	0	0	0	0	4.258	37.222
ENSG00000248223	ENSMUSG00000097452	ENST00000511821	ENSMUST00000180696	0	1	0	0	1	0	6.031	23.18
ENSG00000251010	ENSMUSG00000110094	ENST00000510996	ENSMUST00000209234	0	0	0	0	0	0	4.344	10.1
ENSG00000181798	ENSMUSG00000099644	ENST00000313064	ENSMUST00000187004	1	1	0	0	1	0	4.64	56.52
ENSG00000239801	ENSMUSG00000090861	ENST00000470427	ENSMUST00000166902	0	0	0	0	0	0	4.061	13.01
ENSG00000254003	ENSMUSG00000086528	ENST00000520993	ENSMUST00000146887	0	0	0	0	0	0	3.451	46.224
ENSG00000254307	ENSMUSG00000097019	ENST00000510185	ENSMUST00000181105	1	1	0	1	1	0	8.957	24.253
ENSG00000234722	ENSMUSG00000105052	ENST00000454441	ENSMUST00000199295	0	0	0	0	0	0	3.886	38.187
ENSG00000231713	ENSMUSG00000085884	ENST00000457325	ENSMUST00000146222	0	0	0	0	0	0	3.307	39.132
ENSG00000230729	ENSMUSG00000084761	ENST00000439960	ENSMUST00000155382	0	0	0	0	0	0	6.028	5.627
ENSG00000229647	ENSMUSG00000097272	ENST00000430494	ENSMUST00000181595	1	1	0	0	0	0	4.893	38.686
ENSG00000271314	ENSMUSG00000102282	ENST00000605700	ENSMUST00000195845	1	0	0	0	0	0	4.208	34.224
ENSG00000255081	ENSMUSG00000109073	ENST00000531215	ENSMUST00000207435	0	0	0	0	0	0	4.714	9.192
ENSG00000177369	ENSMUSG00000086191	ENST00000322227	ENSMUST00000155531	1	1	1	1	0	0	7.332	56.026
ENSG00000272405	ENSMUSG00000097428	ENST00000605886	ENSMUST00000180555	1	1	0	0	1	0	17.353	30.944
ENSG00000248115	ENSMUSG00000106943	ENST00000508813	ENSMUST00000066220	0	0	0	0	0	0	4.879	37.829
ENSG00000279369	ENSMUSG00000103469	ENST00000623228	ENSMUST00000195385	1	1	1	1	1	0	11.281	31.033
ENSG00000225733	ENSMUSG00000108574	ENST00000430166	ENSMUST00000205549	1	1	1	1	1	0	11.228	33.854
ENSG00000266985	ENSMUSG00000108575	ENST00000589967	ENSMUST00000206742	0	1	0	0	0	0	3.904	14.888
ENSG00000246379	ENSMUSG00000097520	ENST00000501259	ENSMUST00000181864	1	1	0	0	0	1	6.433	21.529
ENSG00000231252	ENSMUSG00000085710	ENST00000423403	ENSMUST00000149078	0	0	0	0	0	0	4.141	12.309
ENSG00000266717	ENSMUSG00000086761	ENST00000577385	ENSMUST00000137907	1	0	0	1	0	0	5.16	21.02
ENSG00000253552	ENSMUSG00000086427	ENST00000517635	ENSMUST00000156515	1	1	0	1	0	0	4.888	9.571
ENSG00000225855	ENSMUSG00000097004	ENST00000450199	ENSMUST00000180791	1	1	1	1	1	0	8.356	13.752
ENSG00000258670	ENSMUSG00000097010	ENST00000557618	ENSMUST00000181194	1	0	1	0	0	1	5.262	12.05
ENSG00000180869	ENSMUSG00000105209	ENST00000370624	ENSMUST00000197740	1	1	0	1	1	0	5.798	60.115
ENSG00000198358	ENSMUSG00000091993	ENST00000356006	ENSMUST00000165827	1	0	0	0	0	0	5.381	13.572
ENSG00000280173	ENSMUSG00000091102	ENST00000624214	ENSMUST00000168137	1	0	0	0	0	0	7.287	22.944
ENSG00000267291	ENSMUSG00000108930	ENST00000589557	ENSMUST00000207552	0	0	0	0	0	0	4.698	15.636
ENSG00000231551	ENSMUSG00000105004	ENST00000445243	ENSMUST00000198613	0	1	0	0	1	0	7.665	29.718
ENSG00000203441	ENSMUSG00000085615	ENST00000366259	ENSMUST00000144926	1	0	0	0	0	0	5.687	10.06
ENSG00000223714	ENSMUSG00000087424	ENST00000452501	ENSMUST00000127521	1	1	1	1	0	1	7.673	35.609
ENSG00000272702	ENSMUSG00000085794	ENST00000608612	ENSMUST00000150233	1	1	1	0	0	0	5.644	18.23
ENSG00000276900	ENSMUSG00000097505	ENST00000619086	ENSMUST00000181858	0	0	0	0	0	0	5.083	38.763
ENSG00000253671	ENSMUSG00000085445	ENST00000520646	ENSMUST00000146654	0	0	0	0	0	0	5.124	32.845
ENSG00000248343	ENSMUSG00000105653	ENST00000511835	ENSMUST00000200461	0	0	0	0	0	0	4.827	24.702
ENSG00000276768	ENSMUSG00000086822	ENST00000617644	ENSMUST00000143453	0	0	0	0	0	0	4.846	17.268
ENSG00000265043	ENSMUSG00000042549	ENST00000577309	ENSMUST00000123544	1	1	0	0	0	0	4.377	30.871
ENSG00000216863	ENSMUSG00000102924	ENST00000607278	ENSMUST00000194212	0	0	0	0	0	0	3.896	30.224
ENSG00000270127	ENSMUSG00000108846	ENST00000602585	ENSMUST00000209081	1	1	0	0	0	1	5.811	24.644
ENSG00000255314	ENSMUSG00000075027	ENST00000635144	ENSMUST00000111270	0	0	0	0	0	0	3.993	22.831
ENSG00000267149	ENSMUSG00000091177	ENST00000585492	ENSMUST00000171665	0	1	0	1	0	0	5.207	21.772
ENSG00000271040	ENSMUSG00000101133	ENST00000603032	ENSMUST00000190865	1	0	0	0	0	0	5.709	18.152
ENSG00000234380	ENSMUSG00000097139	ENST00000420877	ENSMUST00000180989	0	0	0	0	0	0	3.913	91.864
ENSG00000253162	ENSMUSG00000110132	ENST00000520815	ENSMUST00000209240	0	0	0	0	0	0	3.929	59.504
ENSG00000273478	ENSMUSG00000097988	ENST00000608886	ENSMUST00000182275	0	0	0	0	0	0	3.51	14.765
ENSG00000276633	ENSMUSG00000102522	ENST00000618749	ENSMUST00000194879	0	0	0	0	0	0	3.866	45.072
ENSG00000257912	ENSMUSG00000103550	ENST00000551280	ENSMUST00000193709	0	0	0	0	0	0	6.908	15.269
ENSG00000258582	ENSMUSG00000109868	ENST00000557393	ENSMUST00000211262	1	0	0	0	0	1	5.012	21.024
ENSG00000257815	ENSMUSG00000085837	ENST00000549651	ENSMUST00000144020	0	1	1	0	1	0	10.566	30.816
ENSG00000255062	ENSMUSG00000070315	ENST00000524964	ENSMUST00000159933	0	0	0	0	0	0	3.312	31.485
ENSG00000266101	ENSMUSG00000093673	ENST00000579256	ENSMUST00000176721	1	1	0	0	0	0	3.679	25.469
ENSG00000204362	ENSMUSG00000087698	ENST00000412427	ENSMUST00000140501	1	1	1	0	1	0	7.76	20.973
ENSG00000233602	ENSMUSG00000086554	ENST00000414156	ENSMUST00000146982	0	0	0	0	0	0	3.775	18.594
ENSG00000233521	ENSMUSG00000052848	ENST00000444114	ENSMUST00000064930	1	1	0	0	0	0	9.152	22.847
ENSG00000254021	ENSMUSG00000097232	ENST00000517318	ENSMUST00000180418	0	0	0	0	0	0	3.165	35.972
ENSG00000267348	ENSMUSG00000092381	ENST00000586744	ENSMUST00000172483	0	1	0	0	0	0	4.008	26.239
ENSG00000270659	ENSMUSG00000103402	ENST00000604818	ENSMUST00000194308	0	0	0	0	0	0	4.113	22.333
ENSG00000228309	ENSMUSG00000102628	ENST00000608417	ENSMUST00000193198	0	0	0	0	0	0	3.878	12.309
ENSG00000275611	ENSMUSG00000096957	ENST00000619688	ENSMUST00000180408	0	0	0	0	0	0	3.066	48.18
ENSG00000278948	ENSMUSG00000075555	ENST00000624344	ENSMUST00000147620	1	1	0	0	0	0	4.081	20.67
ENSG00000271737	ENSMUSG00000097219	ENST00000606089	ENSMUST00000181262	1	0	0	0	0	0	4.561	43.345
ENSG00000248508	ENSMUSG00000074918	ENST00000504245	ENSMUST00000149978	1	1	1	1	1	1	7.47	14.343
ENSG00000268093	ENSMUSG00000109602	ENST00000598735	ENSMUST00000211176	0	0	0	0	0	0	4.72	10.308
ENSG00000275322	ENSMUSG00000109361	ENST00000617440	ENSMUST00000208425	0	0	0	0	0	0	3.191	43.669
ENSG00000223492	ENSMUSG00000096972	ENST00000432706	ENSMUST00000180945	0	1	0	0	0	0	4.189	55.007
ENSG00000268739	ENSMUSG00000097178	ENST00000596286	ENSMUST00000205527	0	0	0	0	0	0	3.482	7.594
ENSG00000241684	ENSMUSG00000097462	ENST00000460833	ENSMUST00000204449	1	1	0	0	1	1	7.548	10.741
ENSG00000259703	ENSMUSG00000074256	ENST00000560853	ENSMUST00000187131	0	0	0	0	0	0	3.371	16.523
ENSG00000259033	ENSMUSG00000099478	ENST00000553791	ENSMUST00000185303	1	1	0	1	1	1	7.035	24.054
ENSG00000263271	ENSMUSG00000075389	ENST00000572590	ENSMUST00000145437	1	1	1	1	1	1	10.722	32.018
ENSG00000256684	ENSMUSG00000099788	ENST00000543403	ENSMUST00000187030	0	0	0	0	0	0	3.917	3.391
ENSG00000204044	ENSMUSG00000086453	ENST00000535913	ENSMUST00000146846	0	0	0	0	0	0	4.409	30.252
ENSG00000255159	ENSMUSG00000110062	ENST00000532930	ENSMUST00000209731	0	0	0	0	0	0	3.125	5.831
ENSG00000223530	ENSMUSG00000037735	ENST00000423706	ENSMUST00000163627	0	0	0	0	0	0	5.539	29.757
ENSG00000235848	ENSMUSG00000103091	ENST00000601029	ENSMUST00000195711	0	0	0	0	0	0	3.668	33.086
ENSG00000267092	ENSMUSG00000097013	ENST00000590252	ENSMUST00000181265	1	1	1	0	1	1	6.033	52.069
ENSG00000258551	ENSMUSG00000108652	ENST00000554333	ENSMUST00000206672	0	0	0	0	0	1	5.112	22.887
ENSG00000214894	ENSMUSG00000092171	ENST00000399196	ENSMUST00000172874	1	1	1	1	1	0	7.5	22.697
ENSG00000235717	ENSMUSG00000102902	ENST00000446992	ENSMUST00000195879	0	0	0	0	0	0	10.65	40.303
ENSG00000280850	ENSMUSG00000058159	ENST00000629925	ENSMUST00000169635	0	1	0	0	0	0	7.49	16.506
ENSG00000224243	ENSMUSG00000047935	ENST00000421423	ENSMUST00000186174	0	0	0	0	0	0	5.569	18.872
ENSG00000280087	ENSMUSG00000109136	ENST00000623895	ENSMUST00000208280	0	1	1	0	1	0	11.946	15.244
ENSG00000268896	ENSMUSG00000099519	ENST00000596829	ENSMUST00000185727	1	1	1	1	1	0	4.436	52.309
ENSG00000240562	ENSMUSG00000060416	ENST00000479610	ENSMUST00000079186	1	1	0	0	0	0	4.843	30.829
ENSG00000269934	ENSMUSG00000072902	ENST00000602529	ENSMUST00000101162	1	0	0	0	0	0	5.751	22.728
ENSG00000249307	ENSMUSG00000105850	ENST00000511241	ENSMUST00000199885	0	0	0	0	0	0	4.156	29.749
ENSG00000234938	ENSMUSG00000101211	ENST00000431727	ENSMUST00000187553	0	0	0	0	0	0	4.512	77.439
ENSG00000228544	ENSMUSG00000097872	ENST00000414656	ENSMUST00000181730	1	1	0	0	0	0	4.876	8.173
ENSG00000235532	ENSMUSG00000054391	ENST00000419499	ENSMUST00000145018	0	0	0	0	0	0	3.972	29.026
ENSG00000237675	ENSMUSG00000109917	ENST00000446081	ENSMUST00000210229	0	0	0	0	0	0	3.749	4.123
ENSG00000176349	ENSMUSG00000087606	ENST00000480694	ENSMUST00000128520	1	0	0	0	0	0	4.349	19.868
ENSG00000261324	ENSMUSG00000107899	ENST00000562691	ENSMUST00000204898	1	0	0	0	1	0	4.331	26.593
ENSG00000271670	ENSMUSG00000108940	ENST00000605549	ENSMUST00000207954	0	0	0	0	0	0	3.662	25.41
ENSG00000229195	ENSMUSG00000052865	ENST00000428888	ENSMUST00000155722	0	0	0	0	1	0	4.934	33.856
ENSG00000232907	ENSMUSG00000085524	ENST00000433238	ENSMUST00000147187	0	0	0	0	0	0	4.635	40.087
ENSG00000275613	ENSMUSG00000051832	ENST00000610398	ENSMUST00000141082	0	0	0	0	0	0	3.957	45.744
ENSG00000248358	ENSMUSG00000105418	ENST00000542992	ENSMUST00000197337	0	0	0	0	0	0	4.246	29.686
ENSG00000236866	ENSMUSG00000104943	ENST00000425010	ENSMUST00000199168	0	0	0	0	0	0	3.589	20.042
ENSG00000229797	ENSMUSG00000104002	ENST00000448777	ENSMUST00000193040	0	0	0	0	0	0	4.231	23.016
ENSG00000242396	ENSMUSG00000085933	ENST00000415336	ENSMUST00000148907	0	1	0	0	1	0	4.474	14.213
ENSG00000267049	ENSMUSG00000097750	ENST00000589397	ENSMUST00000181395	0	1	0	1	0	0	6.525	36.667
ENSG00000265542	ENSMUSG00000085246	ENST00000581805	ENSMUST00000143208	0	0	0	0	0	0	4.284	55.96
ENSG00000262514	ENSMUSG00000074113	ENST00000575953	ENSMUST00000137706	1	0	0	0	0	0	4.009	39.271
ENSG00000250170	ENSMUSG00000056418	ENST00000507770	ENSMUST00000070500	0	1	0	0	0	0	4.948	14.543
ENSG00000279744	ENSMUSG00000087638	ENST00000623828	ENSMUST00000138256	1	1	1	0	0	0	4.905	58.288
ENSG00000267372	ENSMUSG00000104429	ENST00000590086	ENSMUST00000194078	1	0	0	0	1	0	4.2	13.229
ENSG00000231912	ENSMUSG00000046463	ENST00000456424	ENSMUST00000188813	0	0	0	0	0	0	4.132	79.764
ENSG00000261801	ENSMUSG00000100487	ENST00000564194	ENSMUST00000191141	0	0	0	0	0	0	4.026	28.883
ENSG00000261218	ENSMUSG00000110151	ENST00000566191	ENSMUST00000209648	0	0	0	0	0	0	6.305	29.03
ENSG00000259031	ENSMUSG00000101767	ENST00000553301	ENSMUST00000189236	1	1	0	1	0	0	14.124	0.378
ENSG00000230751	ENSMUSG00000107841	ENST00000415934	ENSMUST00000204539	0	0	0	0	0	0	4.787	23.67
ENSG00000265908	ENSMUSG00000055045	ENST00000579154	ENSMUST00000132487	0	0	0	0	0	0	3.387	25.053
ENSG00000278937	ENSMUSG00000090054	ENST00000624622	ENSMUST00000161819	0	0	0	0	0	0	3.854	45.247
ENSG00000225761	ENSMUSG00000099966	ENST00000416076	ENSMUST00000190699	1	0	0	0	0	0	4.255	13.01
ENSG00000228812	ENSMUSG00000056061	ENST00000477848	ENSMUST00000069943	0	0	0	0	0	0	3.984	21.823
ENSG00000231607	ENSMUSG00000098183	ENST00000621282	ENSMUST00000182727	0	0	0	0	0	0	3.87	23.587
ENSG00000245248	ENSMUSG00000092258	ENST00000500970	ENSMUST00000174014	0	0	0	0	0	0	3.473	22.789
ENSG00000272942	ENSMUSG00000093637	ENST00000609330	ENSMUST00000176660	0	1	0	0	0	0	3.937	30.903
ENSG00000254588	ENSMUSG00000102352	ENST00000525706	ENSMUST00000192379	0	0	0	0	0	0	3.821	7.118
ENSG00000172965	ENSMUSG00000074813	ENST00000409569	ENSMUST00000138486	1	0	0	0	0	0	8.527	7.124
ENSG00000262362	ENSMUSG00000097006	ENST00000570515	ENSMUST00000181605	0	1	0	1	1	0	8.956	43.219
ENSG00000270118	ENSMUSG00000108676	ENST00000602838	ENSMUST00000206035	1	1	0	1	1	0	8.226	15.617
ENSG00000260423	ENSMUSG00000096931	ENST00000567749	ENSMUST00000181825	0	1	0	1	0	0	4.929	4.416
ENSG00000273098	ENSMUSG00000086490	ENST00000607906	ENSMUST00000122911	0	0	0	0	0	0	3.283	23.53
ENSG00000281358	ENSMUSG00000097099	ENST00000629828	ENSMUST00000180865	1	1	1	1	1	1	10.122	27.396
ENSG00000254557	ENSMUSG00000097171	ENST00000533344	ENSMUST00000181272	0	0	0	0	0	0	3.479	4.243
ENSG00000235931	ENSMUSG00000019933	ENST00000521074	ENSMUST00000190199	0	0	0	0	0	0	3.579	19.096
ENSG00000250069	ENSMUSG00000109836	ENST00000508713	ENSMUST00000209540	1	0	0	0	1	0	4.85	16.643
ENSG00000262313	ENSMUSG00000085501	ENST00000576032	ENSMUST00000136542	1	1	0	0	1	0	4.558	20.285
ENSG00000231249	ENSMUSG00000107458	ENST00000412804	ENSMUST00000203360	0	0	0	0	0	0	3.17	56.433
ENSG00000250049	ENSMUSG00000100168	ENST00000507217	ENSMUST00000187731	0	0	0	0	0	0	3.487	3.697
ENSG00000232788	ENSMUSG00000084946	ENST00000458314	ENSMUST00000140271	1	1	1	0	0	1	5.245	51.239
ENSG00000253508	ENSMUSG00000086427	ENST00000523331	ENSMUST00000141850	1	1	1	1	1	0	5.189	12.992
ENSG00000236003	ENSMUSG00000089979	ENST00000420225	ENSMUST00000160746	1	1	0	0	0	0	6.065	60.516
ENSG00000263718	ENSMUSG00000085434	ENST00000581153	ENSMUST00000125607	0	0	0	0	0	0	3.341	31.177
ENSG00000274767	ENSMUSG00000087211	ENST00000618848	ENSMUST00000128121	0	0	0	0	0	0	3.132	31.512
ENSG00000249685	ENSMUSG00000106186	ENST00000507579	ENSMUST00000197119	0	0	0	0	0	0	3.847	30.655
ENSG00000264735	ENSMUSG00000097658	ENST00000580125	ENSMUST00000180595	1	1	1	1	1	1	7.551	28.187
ENSG00000214770	ENSMUSG00000097323	ENST00000359491	ENSMUST00000180709	0	0	0	0	0	0	3.281	37.643
ENSG00000203999	ENSMUSG00000006462	ENST00000371639	ENSMUST00000130679	1	1	0	1	1	0	5.627	26.01
ENSG00000237571	ENSMUSG00000073652	ENST00000448086	ENSMUST00000097699	0	0	0	0	0	0	4.23	27.244
ENSG00000267677	ENSMUSG00000097907	ENST00000591331	ENSMUST00000181100	0	0	0	0	0	0	3.451	23.101
ENSG00000244541	ENSMUSG00000105065	ENST00000472890	ENSMUST00000197831	0	0	0	0	0	0	4.196	41.037
ENSG00000254084	ENSMUSG00000086992	ENST00000519793	ENSMUST00000140044	0	0	0	0	0	0	4.422	24.017
ENSG00000241933	ENSMUSG00000090861	ENST00000465933	ENSMUST00000166902	0	0	0	0	0	0	3.299	43.912
ENSG00000228961	ENSMUSG00000085279	ENST00000424837	ENSMUST00000123318	0	0	0	0	0	0	3.185	19.866
ENSG00000223930	ENSMUSG00000102807	ENST00000439810	ENSMUST00000194795	0	0	0	0	0	0	8.423	0.667
ENSG00000279047	ENSMUSG00000073594	ENST00000624139	ENSMUST00000097612	0	0	0	0	0	0	3.839	34.857
ENSG00000237976	ENSMUSG00000087660	ENST00000455503	ENSMUST00000125186	0	0	0	0	0	0	3.55	18.735
ENSG00000226137	ENSMUSG00000075389	ENST00000573167	ENSMUST00000155681	1	1	1	1	1	0	9.247	19.947
ENSG00000246523	ENSMUSG00000109199	ENST00000499504	ENSMUST00000208787	0	0	0	0	0	0	4.157	32.408
ENSG00000232294	ENSMUSG00000052368	ENST00000422666	ENSMUST00000063891	0	0	0	0	0	0	4.297	20.524
ENSG00000267489	ENSMUSG00000044997	ENST00000635947	ENSMUST00000052454	0	0	0	0	0	0	4.222	19.647
ENSG00000264272	ENSMUSG00000062391	ENST00000583018	ENSMUST00000141088	1	0	0	0	0	0	5.347	27.34
ENSG00000234944	ENSMUSG00000042087	ENST00000421320	ENSMUST00000204444	0	1	0	0	0	0	6.479	18.52
ENSG00000225790	ENSMUSG00000101897	ENST00000450500	ENSMUST00000190301	0	0	0	0	0	0	10.12	0.316
ENSG00000197813	ENSMUSG00000109111	ENST00000358234	ENSMUST00000207515	0	1	0	0	0	0	4.189	33.586
ENSG00000256596	ENSMUSG00000029386	ENST00000539391	ENSMUST00000125191	1	0	1	0	0	0	3.8	25.697
ENSG00000279159	ENSMUSG00000085559	ENST00000624945	ENSMUST00000148655	0	1	1	0	0	0	4.781	18.159
ENSG00000268108	ENSMUSG00000109644	ENST00000597865	ENSMUST00000211209	0	0	0	0	0	0	3.679	15.022
ENSG00000271871	ENSMUSG00000102828	ENST00000607378	ENSMUST00000192984	0	1	0	0	0	0	4.21	13.601
ENSG00000227165	ENSMUSG00000108713	ENST00000456120	ENSMUST00000206093	0	0	0	0	0	0	3.663	3.651
ENSG00000243701	ENSMUSG00000022639	ENST00000495228	ENSMUST00000186806	0	0	0	0	0	0	3.33	15.286
ENSG00000249348	ENSMUSG00000107195	ENST00000504032	ENSMUST00000200768	0	0	0	0	0	0	6.674	32.004
ENSG00000253858	ENSMUSG00000085240	ENST00000524312	ENSMUST00000136083	0	0	0	0	0	0	3.857	6.083
ENSG00000262231	ENSMUSG00000085528	ENST00000571062	ENSMUST00000128489	0	1	0	0	0	0	4.47	35.682
ENSG00000255856	ENSMUSG00000087336	ENST00000616576	ENSMUST00000124914	1	0	0	0	0	0	3	5.099
ENSG00000279770	ENSMUSG00000047935	ENST00000625151	ENSMUST00000080795	1	1	1	1	0	0	6.929	13.865
ENSG00000279355	ENSMUSG00000097350	ENST00000624499	ENSMUST00000181774	0	0	0	0	0	0	3.625	19.131
ENSG00000205054	ENSMUSG00000099635	ENST00000454673	ENSMUST00000188560	1	1	0	1	1	1	11.586	36.558
ENSG00000237031	ENSMUSG00000107483	ENST00000627235	ENSMUST00000205061	0	1	0	0	0	1	4.622	28.667
ENSG00000252690	ENSMUSG00000109194	ENST00000607520	ENSMUST00000207526	1	1	1	1	0	0	6.794	29.157
ENSG00000269646	ENSMUSG00000097781	ENST00000594546	ENSMUST00000180842	0	0	0	0	0	0	4.826	25.722
ENSG00000283128	ENSMUSG00000106030	ENST00000636307	ENSMUST00000196656	0	0	0	1	0	0	6.196	32.846
ENSG00000262966	ENSMUSG00000055134	ENST00000574307	ENSMUST00000135670	1	1	1	0	0	0	7.244	17.741
ENSG00000230773	ENSMUSG00000097676	ENST00000587616	ENSMUST00000180785	0	0	0	0	1	0	3.318	40.108
ENSG00000278861	ENSMUSG00000106662	ENST00000623811	ENSMUST00000198678	0	0	0	0	0	0	4.041	25.075
ENSG00000203729	ENSMUSG00000100945	ENST00000367563	ENSMUST00000187154	0	0	0	0	0	0	3.549	27.226
ENSG00000231690	ENSMUSG00000101556	ENST00000420557	ENSMUST00000187199	0	0	0	0	0	0	3.759	29.103
ENSG00000280205	ENSMUSG00000097141	ENST00000624840	ENSMUST00000181931	1	0	0	1	0	0	6.305	20.829
ENSG00000226419	ENSMUSG00000022187	ENST00000428411	ENSMUST00000056145	1	0	1	1	0	0	6.334	25.413
ENSG00000230838	ENSMUSG00000097131	ENST00000415479	ENSMUST00000180722	0	0	0	0	0	0	4.674	28.813
ENSG00000225963	ENSMUSG00000090252	ENST00000594622	ENSMUST00000162347	0	0	0	0	0	0	3.795	7.416
ENSG00000280721	ENSMUSG00000108213	ENST00000628090	ENSMUST00000203903	0	0	0	0	0	0	5.36	27.982
ENSG00000223859	ENSMUSG00000099449	ENST00000427579	ENSMUST00000188856	0	0	0	0	0	0	4.246	24.218
ENSG00000278918	ENSMUSG00000075576	ENST00000623156	ENSMUST00000141696	1	1	0	1	1	0	8.321	24.909
ENSG00000223831	ENSMUSG00000056579	ENST00000432130	ENSMUST00000193809	1	1	1	1	0	0	4.068	22.051
ENSG00000253187	ENSMUSG00000087658	ENST00000523790	ENSMUST00000132559	1	1	1	1	1	0	8.952	20.734
ENSG00000231074	ENSMUSG00000093516	ENST00000438412	ENSMUST00000175723	0	1	0	1	1	0	4.566	15.264
ENSG00000255537	ENSMUSG00000098304	ENST00000527818	ENSMUST00000183612	1	1	1	1	0	0	7.369	87.384
ENSG00000259534	ENSMUSG00000099387	ENST00000560586	ENSMUST00000188229	0	0	0	0	0	0	7.663	9.172
ENSG00000241544	ENSMUSG00000103041	ENST00000469196	ENSMUST00000195714	0	0	0	0	0	0	3.826	23.585
ENSG00000271430	ENSMUSG00000103697	ENST00000603037	ENSMUST00000193066	1	1	1	0	0	0	8.828	35.784
ENSG00000226806	ENSMUSG00000104239	ENST00000437007	ENSMUST00000195024	1	0	0	0	0	0	4.386	23.243
ENSG00000257551	ENSMUSG00000092578	ENST00000552026	ENSMUST00000172500	0	0	0	0	0	1	3.587	33.196
ENSG00000281692	ENSMUSG00000089907	ENST00000626335	ENSMUST00000159155	0	0	0	0	0	0	3.199	41.609
ENSG00000235663	ENSMUSG00000090936	ENST00000419679	ENSMUST00000172285	1	1	1	0	1	0	4.639	47.036
ENSG00000279759	ENSMUSG00000108520	ENST00000622968	ENSMUST00000205388	0	1	1	1	1	0	11.9	17.548
ENSG00000246877	ENSMUSG00000102617	ENST00000501931	ENSMUST00000192330	0	0	0	0	0	0	3.624	33.576
ENSG00000205885	ENSMUSG00000087327	ENST00000435921	ENSMUST00000143765	1	1	0	0	1	0	3.99	128.341
ENSG00000251045	ENSMUSG00000097361	ENST00000508452	ENSMUST00000181629	1	1	0	1	0	0	5.376	33.042
ENSG00000266925	ENSMUSG00000097747	ENST00000587907	ENSMUST00000181687	1	1	0	1	1	0	5.521	28.954
ENSG00000235198	ENSMUSG00000087095	ENST00000450247	ENSMUST00000136990	0	0	0	0	0	0	3.699	20.314
ENSG00000182648	ENSMUSG00000105741	ENST00000333319	ENSMUST00000199610	1	0	0	0	0	0	3.007	18.708
ENSG00000261978	ENSMUSG00000097614	ENST00000570952	ENSMUST00000181285	1	0	0	1	0	0	3.308	25.99
ENSG00000228008	ENSMUSG00000093749	ENST00000419183	ENSMUST00000175729	0	0	0	0	0	0	4.839	20.116
ENSG00000248101	ENSMUSG00000062132	ENST00000473572	ENSMUST00000124276	0	1	1	1	1	0	10.264	28.307
ENSG00000259202	ENSMUSG00000086539	ENST00000558463	ENSMUST00000191455	0	0	0	0	0	0	3.808	41.755
ENSG00000228548	ENSMUSG00000104520	ENST00000453525	ENSMUST00000192794	0	0	0	0	0	0	3.627	54.043
ENSG00000277283	ENSMUSG00000107353	ENST00000611079	ENSMUST00000202548	1	1	1	1	1	0	8.78	38.881
ENSG00000250133	ENSMUSG00000086903	ENST00000513533	ENSMUST00000151949	1	1	1	1	0	0	5.969	30.362
ENSG00000235933	ENSMUSG00000104693	ENST00000426515	ENSMUST00000200347	0	0	0	0	0	0	3.215	41.709
ENSG00000230454	ENSMUSG00000102324	ENST00000453717	ENSMUST00000195284	1	0	0	0	0	0	4.421	10.712
ENSG00000235257	ENSMUSG00000086119	ENST00000366441	ENSMUST00000190235	0	1	0	0	1	0	8.513	14.761
ENSG00000228350	ENSMUSG00000102770	ENST00000421275	ENSMUST00000194112	0	0	0	0	0	0	3.684	20.347
ENSG00000237435	ENSMUSG00000098097	ENST00000593954	ENSMUST00000182124	0	0	0	0	0	0	4.268	23.569
ENSG00000257342	ENSMUSG00000097331	ENST00000549477	ENSMUST00000181578	0	1	0	1	0	0	5.356	25.492
ENSG00000277427	ENSMUSG00000092415	ENST00000611838	ENSMUST00000174074	0	0	0	0	0	0	3.001	42.162
