human gene	lizard gene	human transcript	lizard transcript	motif-pattern similarity score	gap penalty score
ENSG00000225733	XLOC_013027_liz	ENST00000417835	TCONS_00029823_liz	5.608	30.4
ENSG00000255571	XLOC_045977_liz	ENST00000561327	TCONS_00102274_liz	3.989	48.885
ENSG00000266897	XLOC_038959_liz	ENST00000591837	TCONS_00086832_liz	4.324	40.804
ENSG00000279513	XLOC_034100_liz	ENST00000623435	TCONS_00076292_liz	5.787	44.059
ENSG00000257038	XLOC_047483_liz	ENST00000546324	TCONS_00105509_liz	5.479	43.326
ENSG00000279400	XLOC_035930_liz	ENST00000624112	TCONS_00080309_liz	5.195	40.313
ENSG00000278887	XLOC_034422_liz	ENST00000624024	TCONS_00076984_liz	5.54	14.498
ENSG00000251536	XLOC_029916_liz	ENST00000502221	TCONS_00067541_liz	11.983	19.948
ENSG00000235831	XLOC_009934_liz	ENST00000615178	TCONS_00023044_liz	10.406	27.503
ENSG00000203900	XLOC_021224_liz	ENST00000370257	TCONS_00047649_liz	7.944	32.802
ENSG00000255458	XLOC_024648_liz	ENST00000529094	TCONS_00055618_liz	6.855	51.003
ENSG00000272892	XLOC_033906_liz	ENST00000610279	TCONS_00075806_liz	3.784	1.826
ENSG00000273221	XLOC_020805_liz	ENST00000610049	TCONS_00046611_liz	5.094	70.345
ENSG00000222035	XLOC_033228_liz	ENST00000409819	TCONS_00074477_liz	5.909	47.438
ENSG00000261668	XLOC_025150_liz	ENST00000565254	TCONS_00056546_liz	5.486	64.992
ENSG00000259363	XLOC_043786_liz	ENST00000559714	TCONS_00097433_liz	3.56	61.782
ENSG00000260360	XLOC_020084_liz	ENST00000567904	TCONS_00044907_liz	6.219	8.392
ENSG00000255794	XLOC_025807_liz	ENST00000547946	TCONS_00058047_liz	4.93	3.674
ENSG00000267737	XLOC_008938_liz	ENST00000586583	TCONS_00020655_liz	5.648	60.742
ENSG00000263624	XLOC_050541_liz	ENST00000584203	TCONS_00112552_liz	4.864	26.87
ENSG00000272720	XLOC_046460_liz	ENST00000609162	TCONS_00103147_liz	4.566	15.008
ENSG00000271858	XLOC_012766_liz	ENST00000606665	TCONS_00029251_liz	3.522	29.861
ENSG00000125514	XLOC_023342_liz	ENST00000370341	TCONS_00052257_liz	6.123	57.205
ENSG00000277969	XLOC_029577_liz	ENST00000612330	TCONS_00066620_liz	5.401	74.394
ENSG00000226083	XLOC_027633_liz	ENST00000439319	TCONS_00062050_liz	3.395	76.961
ENSG00000249695	XLOC_023596_liz	ENST00000505893	TCONS_00053285_liz	8.274	46.485
ENSG00000261613	XLOC_053388_liz	ENST00000563449	TCONS_00119647_liz	15.301	20.885
ENSG00000267872	XLOC_045674_liz	ENST00000599810	TCONS_00101513_liz	4.819	5.809
ENSG00000278916	XLOC_025839_liz	ENST00000623122	TCONS_00058126_liz	4.343	54.612
ENSG00000264735	XLOC_009077_liz	ENST00000580125	TCONS_00021042_liz	3.729	42.587
ENSG00000257494	XLOC_038646_liz	ENST00000547401	TCONS_00086065_liz	4.57	80.937
ENSG00000264548	XLOC_012203_liz	ENST00000581303	TCONS_00028038_liz	4.6	46.041
ENSG00000229414	XLOC_000976_liz	ENST00000440887	TCONS_00002973_liz	5.714	83.955
ENSG00000283392	XLOC_009885_liz	ENST00000635800	TCONS_00022944_liz	3.372	100.208
ENSG00000205015	XLOC_047369_liz	ENST00000378340	TCONS_00105234_liz	5.994	37.384
ENSG00000240990	XLOC_038124_liz	ENST00000522674	TCONS_00084932_liz	4.745	39.642
ENSG00000267016	XLOC_012061_liz	ENST00000591110	TCONS_00027698_liz	6.343	47.383
ENSG00000236434	XLOC_020724_liz	ENST00000422306	TCONS_00046405_liz	5.893	50.825
ENSG00000273433	XLOC_038159_liz	ENST00000467897	TCONS_00084992_liz	3.748	41.629
ENSG00000259213	XLOC_043470_liz	ENST00000559749	TCONS_00096769_liz	4.073	55.007
ENSG00000279726	XLOC_020162_liz	ENST00000624712	TCONS_00045066_liz	7.813	31.716
ENSG00000273188	XLOC_026273_liz	ENST00000607943	TCONS_00059061_liz	4.34	29.534
ENSG00000255537	XLOC_040963_liz	ENST00000527818	TCONS_00091141_liz	6.785	61.627
ENSG00000223469	XLOC_006791_liz	ENST00000451910	TCONS_00015082_liz	5	24.339
ENSG00000235590	XLOC_047013_liz	ENST00000443966	TCONS_00104336_liz	3.798	65.882
ENSG00000268970	XLOC_052990_liz	ENST00000596451	TCONS_00118607_liz	8.029	53.77
ENSG00000229282	XLOC_036387_liz	ENST00000433761	TCONS_00081387_liz	5.584	27.917
ENSG00000230091	XLOC_035376_liz	ENST00000412298	TCONS_00078941_liz	4.461	104.829
ENSG00000226950	XLOC_039330_liz	ENST00000411630	TCONS_00087594_liz	3.592	65.944
ENSG00000254369	XLOC_038132_liz	ENST00000518947	TCONS_00084944_liz	9.147	51.2
ENSG00000235143	XLOC_049377_liz	ENST00000431202	TCONS_00110010_liz	4.141	72.543
ENSG00000237775	XLOC_010202_liz	ENST00000458361	TCONS_00023675_liz	6.782	52.923
ENSG00000238197	XLOC_018235_liz	ENST00000440052	TCONS_00040724_liz	4.878	47.133
ENSG00000272720	XLOC_046453_liz	ENST00000609162	TCONS_00103136_liz	8.057	21.34
ENSG00000246211	XLOC_039628_liz	ENST00000502071	TCONS_00088277_liz	9.654	32.016
ENSG00000269102	XLOC_052988_liz	ENST00000594865	TCONS_00118605_liz	3.884	85.092
ENSG00000279233	XLOC_030026_liz	ENST00000623804	TCONS_00067860_liz	9.66	45.869
ENSG00000254860	XLOC_000881_liz	ENST00000525484	TCONS_00002761_liz	6.188	32.588
ENSG00000280092	XLOC_047286_liz	ENST00000623314	TCONS_00105058_liz	6.701	25.42
ENSG00000250432	XLOC_011422_liz	ENST00000513381	TCONS_00026228_liz	4.443	36.08
ENSG00000279756	XLOC_053885_liz	ENST00000623305	TCONS_00120920_liz	3.558	14.68
ENSG00000260786	XLOC_010528_liz	ENST00000564402	TCONS_00024412_liz	5.757	87.279
ENSG00000267665	XLOC_008935_liz	ENST00000592572	TCONS_00020649_liz	7.38	53.679
ENSG00000278390	XLOC_017213_liz	ENST00000619407	TCONS_00038848_liz	4.612	49.165
ENSG00000275186	XLOC_022006_liz	ENST00000621571	TCONS_00049183_liz	7.427	34.176
ENSG00000229951	XLOC_054371_liz	ENST00000445878	TCONS_00122142_liz	4.84	36.101
ENSG00000262772	XLOC_008772_liz	ENST00000576963	TCONS_00020207_liz	6.345	24.742
ENSG00000272568	XLOC_038137_liz	ENST00000609389	TCONS_00084957_liz	8.412	27.893
ENSG00000228242	XLOC_009876_liz	ENST00000630173	TCONS_00022930_liz	3.999	67.174
ENSG00000235782	XLOC_031120_liz	ENST00000426775	TCONS_00070128_liz	6.91	23.679
ENSG00000270964	XLOC_046771_liz	ENST00000604760	TCONS_00103829_liz	7.4	22.536
ENSG00000247867	XLOC_041884_liz	ENST00000499390	TCONS_00093288_liz	5.156	55.393
ENSG00000246863	XLOC_037567_liz	ENST00000558675	TCONS_00083842_liz	4.854	43.846
ENSG00000260798	XLOC_050957_liz	ENST00000563916	TCONS_00113601_liz	3.747	6.856
ENSG00000261978	XLOC_008768_liz	ENST00000570952	TCONS_00020177_liz	4.412	362.461
ENSG00000278909	XLOC_034910_liz	ENST00000623140	TCONS_00077926_liz	7.562	21.358
ENSG00000267943	XLOC_040492_liz	ENST00000596769	TCONS_00090044_liz	7.875	63.4
ENSG00000236144	XLOC_038231_liz	ENST00000590125	TCONS_00085128_liz	4.663	29.237
ENSG00000232283	XLOC_010983_liz	ENST00000448857	TCONS_00025325_liz	6.373	44.298
ENSG00000253715	XLOC_034515_liz	ENST00000510610	TCONS_00077146_liz	8.474	20.767
ENSG00000268231	XLOC_042701_liz	ENST00000596350	TCONS_00095119_liz	5.891	49.549
ENSG00000224794	XLOC_023769_liz	ENST00000434516	TCONS_00053722_liz	11.328	53.331
ENSG00000269688	XLOC_038270_liz	ENST00000600473	TCONS_00085181_liz	7.519	33.017
ENSG00000223891	XLOC_023227_liz	ENST00000439943	TCONS_00052034_liz	5.985	105.236
ENSG00000281398	XLOC_001790_liz	ENST00000514110	TCONS_00004816_liz	4.435	41.246
ENSG00000265971	XLOC_029368_liz	ENST00000582741	TCONS_00066084_liz	4.089	62.038
ENSG00000267568	XLOC_008938_liz	ENST00000563583	TCONS_00020656_liz	7.865	48.675
ENSG00000268006	XLOC_029717_liz	ENST00000596521	TCONS_00067047_liz	6.941	57.254
ENSG00000279878	XLOC_035520_liz	ENST00000623008	TCONS_00079304_liz	4.961	75.024
ENSG00000224397	XLOC_034808_liz	ENST00000425497	TCONS_00077767_liz	3.806	127.502
ENSG00000184224	XLOC_001050_liz	ENST00000333139	TCONS_00003199_liz	5.586	48.647
ENSG00000267719	XLOC_008768_liz	ENST00000592718	TCONS_00020176_liz	9.048	32.807
ENSG00000269148	XLOC_049479_liz	ENST00000601618	TCONS_00110209_liz	6.075	53.548
ENSG00000281649	XLOC_032252_liz	ENST00000629870	TCONS_00072406_liz	9.096	23.69
ENSG00000236535	XLOC_022220_liz	ENST00000421851	TCONS_00049667_liz	4.808	9.682
ENSG00000227110	XLOC_044931_liz	ENST00000452802	TCONS_00099836_liz	3.886	55.516
ENSG00000258376	XLOC_004144_liz	ENST00000554614	TCONS_00009649_liz	6.664	49.291
ENSG00000261924	XLOC_008775_liz	ENST00000576234	TCONS_00020221_liz	5.547	69.789
ENSG00000249252	XLOC_048140_liz	ENST00000502344	TCONS_00106896_liz	4.884	54.288
ENSG00000255468	XLOC_001336_liz	ENST00000580881	TCONS_00003876_liz	6.411	30.973
ENSG00000246465	XLOC_038407_liz	ENST00000501520	TCONS_00085521_liz	7.909	62.246
ENSG00000256577	XLOC_023574_liz	ENST00000539568	TCONS_00053214_liz	7.676	22.988
ENSG00000254614	XLOC_053123_liz	ENST00000526623	TCONS_00118950_liz	6.477	38.706
ENSG00000265666	XLOC_029522_liz	ENST00000581080	TCONS_00066500_liz	12.361	23.833
ENSG00000237017	XLOC_041412_liz	ENST00000452097	TCONS_00092210_liz	8.362	31.536
ENSG00000279785	XLOC_043068_liz	ENST00000624570	TCONS_00095904_liz	5.6	76.86
ENSG00000232358	XLOC_023270_liz	ENST00000424566	TCONS_00052124_liz	4.971	58.703
ENSG00000260577	XLOC_050959_liz	ENST00000562172	TCONS_00113606_liz	6.263	28.293
ENSG00000267065	XLOC_012096_liz	ENST00000585863	TCONS_00027774_liz	5.741	145.615
ENSG00000241135	XLOC_016456_liz	ENST00000471719	TCONS_00037229_liz	4.306	34.073
ENSG00000240562	XLOC_012953_liz	ENST00000479610	TCONS_00029667_liz	3.459	55.899
ENSG00000229191	XLOC_020982_liz	ENST00000458003	TCONS_00047058_liz	8.925	92.637
ENSG00000276248	XLOC_014954_liz	ENST00000619092	TCONS_00034290_liz	4.602	79.733
ENSG00000264589	XLOC_028281_liz	ENST00000579599	TCONS_00063497_liz	3.718	34.846
ENSG00000269834	XLOC_040453_liz	ENST00000601562	TCONS_00089921_liz	6.894	86.777
ENSG00000260088	XLOC_033524_liz	ENST00000568695	TCONS_00075040_liz	8.103	66.539
ENSG00000204261	XLOC_052838_liz	ENST00000413039	TCONS_00118244_liz	5.33	33.63
ENSG00000279821	XLOC_009527_liz	ENST00000623593	TCONS_00022048_liz	10.945	41.346
ENSG00000278071	XLOC_035270_liz	ENST00000618272	TCONS_00078711_liz	3.833	74.063
ENSG00000248866	XLOC_039334_liz	ENST00000503051	TCONS_00087601_liz	6.912	20.353
ENSG00000259307	XLOC_037572_liz	ENST00000559520	TCONS_00083853_liz	6.652	10.992
ENSG00000259623	XLOC_029563_liz	ENST00000560400	TCONS_00066585_liz	6.092	62.473
ENSG00000242407	XLOC_028490_liz	ENST00000495536	TCONS_00064110_liz	4.73	31.792
ENSG00000268218	XLOC_047369_liz	ENST00000602042	TCONS_00105234_liz	7.749	31.198
ENSG00000230587	XLOC_035199_liz	ENST00000434020	TCONS_00078550_liz	3.871	25.495
ENSG00000234912	XLOC_008802_liz	ENST00000566583	TCONS_00020294_liz	7.878	73.394
ENSG00000272735	XLOC_049687_liz	ENST00000608897	TCONS_00110726_liz	5.016	24.996
ENSG00000228021	XLOC_014418_liz	ENST00000621613	TCONS_00033381_liz	4.832	40.165
ENSG00000261055	XLOC_020602_liz	ENST00000565955	TCONS_00046044_liz	5.769	99.484
ENSG00000256814	XLOC_030018_liz	ENST00000543922	TCONS_00067848_liz	5.998	3.768
ENSG00000205913	XLOC_053388_liz	ENST00000382313	TCONS_00119646_liz	8.09	39.828
ENSG00000260487	XLOC_034403_liz	ENST00000562525	TCONS_00076946_liz	5.27	21.729
ENSG00000255335	XLOC_000953_liz	ENST00000529781	TCONS_00002942_liz	4.176	68.25
ENSG00000226869	XLOC_026579_liz	ENST00000449764	TCONS_00059636_liz	5.384	11.247
ENSG00000280248	XLOC_011902_liz	ENST00000622931	TCONS_00027280_liz	5.309	25.385
ENSG00000253552	XLOC_038133_liz	ENST00000517635	TCONS_00084950_liz	6.002	64.505
ENSG00000269364	XLOC_045684_liz	ENST00000601708	TCONS_00101575_liz	3.568	56.862
ENSG00000279708	XLOC_045977_liz	ENST00000624115	TCONS_00102274_liz	6.374	80.738
ENSG00000255108	XLOC_004615_liz	ENST00000532946	TCONS_00010625_liz	4.344	38.72
ENSG00000232907	XLOC_023152_liz	ENST00000559455	TCONS_00051873_liz	3.6	27.41
ENSG00000276728	XLOC_028285_liz	ENST00000612013	TCONS_00063528_liz	3.868	17.311
ENSG00000278922	XLOC_048211_liz	ENST00000624451	TCONS_00107066_liz	5.842	41.261
ENSG00000253837	XLOC_052572_liz	ENST00000519692	TCONS_00117517_liz	7.69	19.346
ENSG00000225506	XLOC_036486_liz	ENST00000444042	TCONS_00081584_liz	18.327	74.941
ENSG00000279429	XLOC_038125_liz	ENST00000623016	TCONS_00084941_liz	4.579	205.15
ENSG00000257467	XLOC_025906_liz	ENST00000549161	TCONS_00058255_liz	6.384	73.358
ENSG00000231754	XLOC_019909_liz	ENST00000637411	TCONS_00044569_liz	6.846	35.475
ENSG00000273356	XLOC_009628_liz	ENST00000608605	TCONS_00022306_liz	10.694	101.524
ENSG00000188477	XLOC_052774_liz	ENST00000468219	TCONS_00118076_liz	4.201	78.838
ENSG00000225174	XLOC_002608_liz	ENST00000441184	TCONS_00006351_liz	14.491	45.68
ENSG00000279095	XLOC_053288_liz	ENST00000623022	TCONS_00119405_liz	4.519	28.579
ENSG00000233538	XLOC_039998_liz	ENST00000370380	TCONS_00088905_liz	10.023	55.818
ENSG00000257534	XLOC_008344_liz	ENST00000551732	TCONS_00019004_liz	5.69	77.834
ENSG00000264278	XLOC_019801_liz	ENST00000585258	TCONS_00044405_liz	9.274	36.642
ENSG00000236437	XLOC_046940_liz	ENST00000452629	TCONS_00104143_liz	12	15.442
ENSG00000231487	XLOC_000988_liz	ENST00000415865	TCONS_00003008_liz	3.326	24.826
ENSG00000231871	XLOC_023095_liz	ENST00000413035	TCONS_00051714_liz	6.061	34.862
ENSG00000230393	XLOC_046353_liz	ENST00000434301	TCONS_00102913_liz	6.948	26.517
ENSG00000225778	XLOC_042439_liz	ENST00000445498	TCONS_00094592_liz	7.208	30.357
ENSG00000267633	XLOC_010838_liz	ENST00000586297	TCONS_00025060_liz	4.588	58.004
ENSG00000279632	XLOC_035501_liz	ENST00000623917	TCONS_00079269_liz	8.739	25.739
ENSG00000238141	XLOC_018148_liz	ENST00000423274	TCONS_00040540_liz	9.607	56.465
ENSG00000261093	XLOC_053388_liz	ENST00000562166	TCONS_00119647_liz	4.826	30.948
ENSG00000283355	XLOC_026851_liz	ENST00000636429	TCONS_00060109_liz	5.785	36.139
ENSG00000236830	XLOC_015451_liz	ENST00000432988	TCONS_00035332_liz	5.422	71.962
ENSG00000251576	XLOC_013017_liz	ENST00000502417	TCONS_00029798_liz	3.86	23.484
ENSG00000179219	XLOC_046311_liz	ENST00000366314	TCONS_00102825_liz	7.156	42.584
ENSG00000259737	XLOC_004045_liz	ENST00000558875	TCONS_00009450_liz	10.292	50.04
ENSG00000275120	XLOC_051187_liz	ENST00000618330	TCONS_00114240_liz	6.641	16.078
ENSG00000267458	XLOC_011559_liz	ENST00000589120	TCONS_00026505_liz	3.671	30.373
ENSG00000235024	XLOC_001218_liz	ENST00000429343	TCONS_00003556_liz	6.127	32.992
ENSG00000273387	XLOC_045103_liz	ENST00000609017	TCONS_00100167_liz	4.241	68.844
ENSG00000272888	XLOC_044160_liz	ENST00000554894	TCONS_00098160_liz	8.914	36.86
ENSG00000257027	XLOC_008494_liz	ENST00000537616	TCONS_00019428_liz	4.711	36.211
ENSG00000263278	XLOC_008796_liz	ENST00000611949	TCONS_00020273_liz	9.021	45.364
ENSG00000260361	XLOC_044183_liz	ENST00000562894	TCONS_00098238_liz	8.326	48.104
ENSG00000253925	XLOC_005149_liz	ENST00000517408	TCONS_00011853_liz	3.921	62.249
ENSG00000267535	XLOC_008803_liz	ENST00000589914	TCONS_00020303_liz	5.083	29.244
ENSG00000280396	XLOC_004045_liz	ENST00000624413	TCONS_00009450_liz	5.855	70.664
ENSG00000216895	XLOC_027481_liz	ENST00000469539	TCONS_00061694_liz	5.106	34.736
ENSG00000221857	XLOC_054608_liz	ENST00000592174	TCONS_00122748_liz	4.903	9.11
ENSG00000248802	XLOC_025151_liz	ENST00000487657	TCONS_00056549_liz	5.991	58.011
ENSG00000261630	XLOC_030180_liz	ENST00000564801	TCONS_00067989_liz	4.894	72.244
ENSG00000220256	XLOC_001578_liz	ENST00000407524	TCONS_00004390_liz	5.598	87.794
ENSG00000254802	XLOC_021684_liz	ENST00000525556	TCONS_00048533_liz	4.026	28.346
ENSG00000267466	XLOC_008936_liz	ENST00000585798	TCONS_00020652_liz	6.701	28.644
ENSG00000233429	XLOC_038120_liz	ENST00000429611	TCONS_00084928_liz	7.521	110.594
ENSG00000283183	XLOC_032219_liz	ENST00000637674	TCONS_00072319_liz	4.119	26.8
ENSG00000259767	XLOC_053484_liz	ENST00000560450	TCONS_00119927_liz	6.372	39.207
ENSG00000237424	XLOC_036486_liz	ENST00000445551	TCONS_00081584_liz	11.045	56.238
ENSG00000231826	XLOC_035183_liz	ENST00000422351	TCONS_00078531_liz	4.694	35.958
ENSG00000197670	XLOC_034813_liz	ENST00000424252	TCONS_00077784_liz	4.801	48.939
ENSG00000206249	XLOC_049645_liz	ENST00000437016	TCONS_00110580_liz	4.589	7.246
ENSG00000263176	XLOC_029652_liz	ENST00000577175	TCONS_00066841_liz	4.196	69.565
ENSG00000260246	XLOC_022688_liz	ENST00000562538	TCONS_00042792_liz	6.336	52.359
ENSG00000183154	XLOC_042011_liz	ENST00000330539	TCONS_00093593_liz	9.534	27.944
ENSG00000226089	XLOC_002720_liz	ENST00000435858	TCONS_00006658_liz	5.348	74.21
ENSG00000265121	XLOC_008825_liz	ENST00000584075	TCONS_00020385_liz	4.094	56.697
ENSG00000255135	XLOC_041884_liz	ENST00000572035	TCONS_00093288_liz	3.628	77.231
ENSG00000205622	XLOC_015428_liz	ENST00000380931	TCONS_00035280_liz	6.277	21.303
ENSG00000236053	XLOC_001869_liz	ENST00000432575	TCONS_00005001_liz	9.563	42.734
ENSG00000243766	XLOC_038151_liz	ENST00000472494	TCONS_00084981_liz	3.465	89.062
ENSG00000263278	XLOC_008803_liz	ENST00000571452	TCONS_00020302_liz	4.659	51.775
ENSG00000281450	XLOC_043745_liz	ENST00000629595	TCONS_00097335_liz	13.317	22.364
ENSG00000268603	XLOC_001346_liz	ENST00000601508	TCONS_00003932_liz	5.141	101.341
ENSG00000171889	XLOC_008160_liz	ENST00000304425	TCONS_00018620_liz	3.834	10.924
ENSG00000227744	XLOC_005198_liz	ENST00000455228	TCONS_00012010_liz	5.825	26.87
ENSG00000237513	XLOC_024578_liz	ENST00000415513	TCONS_00055476_liz	6.692	60.516
ENSG00000257702	XLOC_049678_liz	ENST00000548978	TCONS_00110701_liz	5.28	55.581
ENSG00000273486	XLOC_014035_liz	ENST00000609553	TCONS_00032558_liz	4.852	57.855
ENSG00000279903	XLOC_024787_liz	ENST00000623580	TCONS_00055846_liz	3.211	56.107
ENSG00000205786	XLOC_048168_liz	ENST00000536898	TCONS_00106949_liz	9.672	34.913
ENSG00000261654	XLOC_022885_liz	ENST00000562952	TCONS_00051251_liz	7.634	36.703
ENSG00000263843	XLOC_012137_liz	ENST00000585075	TCONS_00027886_liz	4.855	40.691
ENSG00000263731	XLOC_009085_liz	ENST00000582866	TCONS_00021070_liz	6.247	55.948
ENSG00000268499	XLOC_030354_liz	ENST00000598146	TCONS_00068451_liz	6.31	21.905
ENSG00000270184	XLOC_046311_liz	ENST00000602706	TCONS_00102825_liz	4.371	24.865
ENSG00000260172	XLOC_049671_liz	ENST00000564843	TCONS_00110670_liz	6.058	47.205
ENSG00000279035	XLOC_012104_liz	ENST00000625094	TCONS_00027788_liz	6.663	61.196
ENSG00000271646	XLOC_026839_liz	ENST00000605834	TCONS_00060083_liz	7.145	44.828
ENSG00000270124	XLOC_046311_liz	ENST00000602862	TCONS_00102825_liz	7.637	50.01
ENSG00000279567	XLOC_008879_liz	ENST00000623654	TCONS_00020522_liz	6.822	47.779
ENSG00000262312	XLOC_056197_liz	ENST00000613210	TCONS_00127024_liz	4.556	49.523
ENSG00000267149	XLOC_038402_liz	ENST00000585492	TCONS_00085491_liz	6.124	60.164
ENSG00000231764	XLOC_028900_liz	ENST00000430027	TCONS_00065128_liz	11.394	43.641
ENSG00000255498	XLOC_004278_liz	ENST00000533218	TCONS_00009965_liz	4.383	11.885
ENSG00000259946	XLOC_022504_liz	ENST00000561881	TCONS_00050356_liz	7.143	73.413
ENSG00000268636	XLOC_029717_liz	ENST00000600665	TCONS_00067043_liz	6.176	14.077
ENSG00000251298	XLOC_025119_liz	ENST00000508072	TCONS_00056505_liz	4.979	33.233
ENSG00000226167	XLOC_023030_liz	ENST00000419536	TCONS_00051583_liz	8.065	22.319
ENSG00000215039	XLOC_043734_liz	ENST00000537003	TCONS_00097282_liz	4.349	12.952
ENSG00000260464	XLOC_020370_liz	ENST00000565336	TCONS_00045494_liz	4.361	157.216
ENSG00000279110	XLOC_046506_liz	ENST00000623980	TCONS_00103285_liz	10.598	55.214
ENSG00000262712	XLOC_051714_liz	ENST00000574705	TCONS_00115557_liz	5.004	59.976
ENSG00000223714	XLOC_015328_liz	ENST00000452501	TCONS_00035007_liz	5.126	13.349
ENSG00000241770	XLOC_016445_liz	ENST00000480817	TCONS_00037203_liz	3.987	18.294
ENSG00000246375	XLOC_024043_liz	ENST00000500009	TCONS_00054403_liz	6.94	36.154
ENSG00000233077	XLOC_034838_liz	ENST00000441214	TCONS_00077816_liz	4.392	81.095
ENSG00000272918	XLOC_026577_liz	ENST00000607968	TCONS_00059635_liz	8.4	36.787
ENSG00000283078	XLOC_021190_liz	ENST00000635124	TCONS_00047582_liz	4.704	32.791
ENSG00000237036	XLOC_027564_liz	ENST00000605946	TCONS_00061860_liz	5.726	15.595
ENSG00000256904	XLOC_008485_liz	ENST00000394240	TCONS_00019415_liz	5.204	49.58
ENSG00000267757	XLOC_053693_liz	ENST00000623430	TCONS_00120452_liz	7.058	41.3
ENSG00000267417	XLOC_010838_liz	ENST00000586630	TCONS_00025060_liz	3.983	92.895
ENSG00000259198	XLOC_037554_liz	ENST00000559030	TCONS_00083816_liz	3.516	57.784
ENSG00000197445	XLOC_047292_liz	ENST00000358463	TCONS_00105064_liz	5.97	36.494
ENSG00000235016	XLOC_012730_liz	ENST00000437204	TCONS_00029181_liz	3.922	30.279
ENSG00000239552	XLOC_029625_liz	ENST00000464382	TCONS_00066756_liz	10.348	68.858
ENSG00000255857	XLOC_041959_liz	ENST00000542314	TCONS_00093463_liz	3.619	29.337
ENSG00000223855	XLOC_043871_liz	ENST00000452622	TCONS_00097593_liz	7.475	105.131
ENSG00000205414	XLOC_034861_liz	ENST00000379963	TCONS_00077844_liz	5.703	77.351
ENSG00000260156	XLOC_048762_liz	ENST00000567186	TCONS_00108515_liz	5.017	39.648
ENSG00000257407	XLOC_029983_liz	ENST00000551940	TCONS_00067778_liz	3.968	22.664
ENSG00000250850	XLOC_032258_liz	ENST00000509911	TCONS_00072414_liz	3.753	20.216
ENSG00000235875	XLOC_017633_liz	ENST00000425094	TCONS_00039488_liz	4.979	30.525
ENSG00000272702	XLOC_048793_liz	ENST00000610134	TCONS_00108580_liz	4.606	46.222
ENSG00000255737	XLOC_033647_liz	ENST00000542466	TCONS_00075319_liz	5.368	119.518
ENSG00000278957	XLOC_038820_liz	ENST00000623734	TCONS_00086465_liz	4.224	37.61
ENSG00000283096	XLOC_046794_liz	ENST00000634547	TCONS_00103873_liz	3.73	22.006
ENSG00000245694	XLOC_030196_liz	ENST00000560208	TCONS_00068195_liz	4.524	63.17
ENSG00000266601	XLOC_029625_liz	ENST00000584276	TCONS_00066756_liz	6.165	62.046
ENSG00000204283	XLOC_008938_liz	ENST00000374983	TCONS_00020656_liz	10.266	48.588
ENSG00000279409	XLOC_037565_liz	ENST00000623564	TCONS_00083830_liz	7.797	23.324
ENSG00000226869	XLOC_026582_liz	ENST00000450896	TCONS_00059644_liz	4.636	54.703
ENSG00000260231	XLOC_025592_liz	ENST00000566699	TCONS_00057516_liz	7.823	15.374
ENSG00000267512	XLOC_008426_liz	ENST00000591825	TCONS_00019179_liz	5.568	70.299
ENSG00000257653	XLOC_011806_liz	ENST00000548742	TCONS_00027066_liz	7.178	23.348
ENSG00000266998	XLOC_008938_liz	ENST00000588701	TCONS_00020655_liz	12.155	73.96
ENSG00000235121	XLOC_023108_liz	ENST00000429443	TCONS_00051751_liz	3.939	139.742
ENSG00000246211	XLOC_039635_liz	ENST00000502071	TCONS_00088288_liz	9.342	54.034
ENSG00000272836	XLOC_026268_liz	ENST00000610050	TCONS_00059049_liz	3.956	76.189
ENSG00000153363	XLOC_003284_liz	ENST00000534914	TCONS_00007962_liz	5.919	93.749
ENSG00000229847	XLOC_032952_liz	ENST00000440007	TCONS_00073833_liz	18.322	42.896
ENSG00000233895	XLOC_020240_liz	ENST00000412571	TCONS_00045249_liz	8.82	36.753
ENSG00000228363	XLOC_029348_liz	ENST00000426549	TCONS_00066055_liz	4.314	12.826
ENSG00000205622	XLOC_015418_liz	ENST00000623098	TCONS_00035259_liz	4.13	64.905
ENSG00000272374	XLOC_020843_liz	ENST00000605896	TCONS_00046707_liz	6.907	41.835
ENSG00000233766	XLOC_012444_liz	ENST00000609952	TCONS_00028511_liz	4.723	63.698
ENSG00000260262	XLOC_032236_liz	ENST00000568585	TCONS_00072369_liz	3.189	21.463
ENSG00000255618	XLOC_041931_liz	ENST00000545276	TCONS_00093390_liz	3.781	36.162
ENSG00000259780	XLOC_053388_liz	ENST00000564055	TCONS_00119646_liz	8.229	83.564
ENSG00000231327	XLOC_051285_liz	ENST00000414141	TCONS_00114509_liz	3.986	35.618
ENSG00000280634	XLOC_029951_liz	ENST00000627370	TCONS_00067598_liz	6.303	24.833
ENSG00000277545	XLOC_014944_liz	ENST00000615844	TCONS_00034234_liz	4.837	24.556
ENSG00000255399	XLOC_041927_liz	ENST00000532697	TCONS_00093375_liz	3.936	27.477
ENSG00000260005	XLOC_011888_liz	ENST00000575922	TCONS_00027255_liz	8.871	36.392
ENSG00000279136	XLOC_048287_liz	ENST00000623562	TCONS_00107314_liz	4.046	53.735
ENSG00000237380	XLOC_042742_liz	ENST00000426965	TCONS_00095209_liz	11.647	35.556
ENSG00000268499	XLOC_030477_liz	ENST00000598146	TCONS_00068723_liz	5.096	28.865
ENSG00000279907	XLOC_046311_liz	ENST00000624587	TCONS_00102825_liz	5.036	15.906
