human gene	frog gene	human transcript	frog transcript	motif-pattern similarity score	gap penalty score
ENSG00000236403	XLOC_023054_frg	ENST00000417054	TCONS_00073455_frg	3.676	49.727
ENSG00000268636	XLOC_021264_frg	ENST00000600665	TCONS_00067681_frg	3.409	22.219
ENSG00000279726	XLOC_008185_frg	ENST00000624712	TCONS_00026331_frg	8.46	36.234
ENSG00000281450	XLOC_014406_frg	ENST00000629595	TCONS_00046288_frg	3.832	33.474
ENSG00000177369	XLOC_027616_frg	ENST00000322227	TCONS_00088521_frg	4.371	87.714
ENSG00000231927	XLOC_025487_frg	ENST00000416100	TCONS_00081307_frg	4.754	52.149
ENSG00000243069	XLOC_013939_frg	ENST00000467912	TCONS_00044798_frg	4.057	63.067
ENSG00000267121	XLOC_028102_frg	ENST00000591365	TCONS_00090043_frg	5.373	58.399
ENSG00000271579	XLOC_002831_frg	ENST00000603439	TCONS_00009047_frg	5.239	38.171
ENSG00000260792	XLOC_024077_frg	ENST00000564585	TCONS_00076590_frg	7.823	30.783
ENSG00000267834	XLOC_023082_frg	ENST00000594418	TCONS_00073614_frg	8.179	19.151
ENSG00000260088	XLOC_011291_frg	ENST00000568695	TCONS_00035748_frg	8.697	51.277
ENSG00000204261	XLOC_022304_frg	ENST00000415067	TCONS_00071043_frg	3.483	68.093
ENSG00000265688	XLOC_020031_frg	ENST00000582106	TCONS_00063695_frg	4.671	110.678
ENSG00000272219	XLOC_006250_frg	ENST00000606640	TCONS_00019550_frg	6.009	34.127
ENSG00000269653	XLOC_023829_frg	ENST00000594299	TCONS_00075735_frg	5.369	48.592
ENSG00000272980	XLOC_015486_frg	ENST00000609590	TCONS_00049550_frg	7.103	39.562
ENSG00000254639	XLOC_010554_frg	ENST00000530049	TCONS_00033632_frg	4.229	20.236
ENSG00000255201	XLOC_007690_frg	ENST00000528407	TCONS_00024715_frg	4.317	61.453
ENSG00000196758	XLOC_025293_frg	ENST00000358775	TCONS_00080729_frg	6.676	50.777
ENSG00000246100	XLOC_019549_frg	ENST00000499809	TCONS_00062161_frg	11.238	52.42
ENSG00000279900	XLOC_005686_frg	ENST00000624584	TCONS_00017949_frg	4.71	51.291
ENSG00000274627	XLOC_012559_frg	ENST00000611189	TCONS_00040059_frg	5.575	48.296
ENSG00000260274	XLOC_020748_frg	ENST00000563278	TCONS_00065932_frg	4.742	62.839
ENSG00000279622	XLOC_012610_frg	ENST00000625056	TCONS_00040214_frg	3.485	24.732
ENSG00000261669	XLOC_025577_frg	ENST00000568895	TCONS_00081568_frg	3.915	61.37
ENSG00000259349	XLOC_004527_frg	ENST00000558027	TCONS_00014452_frg	5.892	17.618
ENSG00000279756	XLOC_026766_frg	ENST00000623305	TCONS_00085521_frg	6.165	32.816
ENSG00000253986	XLOC_008988_frg	ENST00000518590	TCONS_00028975_frg	4.233	10.416
ENSG00000280029	XLOC_008185_frg	ENST00000624192	TCONS_00026332_frg	5.522	50.292
ENSG00000259583	XLOC_008005_frg	ENST00000560351	TCONS_00025759_frg	4.808	66.59
ENSG00000267328	XLOC_021552_frg	ENST00000587767	TCONS_00068574_frg	6.525	59.536
ENSG00000225815	XLOC_014575_frg	ENST00000449673	TCONS_00046840_frg	3.901	80.873
ENSG00000260172	XLOC_008049_frg	ENST00000564843	TCONS_00025884_frg	4.95	55.753
ENSG00000231485	XLOC_011585_frg	ENST00000448344	TCONS_00036812_frg	5.928	39.459
ENSG00000256546	XLOC_004896_frg	ENST00000423999	TCONS_00015631_frg	4.914	23.901
ENSG00000268231	XLOC_005390_frg	ENST00000596350	TCONS_00017185_frg	4.567	83.205
ENSG00000259254	XLOC_022806_frg	ENST00000559841	TCONS_00072737_frg	7.38	35.191
ENSG00000279312	XLOC_015167_frg	ENST00000625013	TCONS_00048642_frg	3.642	22.091
ENSG00000254545	XLOC_006175_frg	ENST00000527035	TCONS_00019337_frg	6.193	52.913
ENSG00000269416	XLOC_032472_frg	ENST00000602077	TCONS_00104440_frg	4.189	10.32
ENSG00000279917	XLOC_035081_frg	ENST00000623462	TCONS_00110864_frg	7.921	19.291
ENSG00000247867	XLOC_005822_frg	ENST00000499390	TCONS_00018119_frg	4.311	87.828
ENSG00000267466	XLOC_027142_frg	ENST00000585798	TCONS_00087097_frg	6.228	35.758
ENSG00000273221	XLOC_003003_frg	ENST00000610049	TCONS_00009521_frg	5.365	88.718
ENSG00000203601	XLOC_004930_frg	ENST00000366408	TCONS_00015722_frg	6.854	29.928
ENSG00000257913	XLOC_005134_frg	ENST00000547395	TCONS_00016286_frg	4.859	40.907
ENSG00000250838	XLOC_028130_frg	ENST00000505903	TCONS_00090149_frg	4.542	17.059
ENSG00000279283	XLOC_004752_frg	ENST00000624048	TCONS_00015179_frg	5.541	43.591
ENSG00000260107	XLOC_026790_frg	ENST00000567515	TCONS_00085658_frg	5.36	11.277
ENSG00000255143	XLOC_012196_frg	ENST00000530525	TCONS_00038783_frg	3.795	18.668
ENSG00000263271	XLOC_020025_frg	ENST00000572590	TCONS_00063671_frg	3.383	47.854
ENSG00000264735	XLOC_028057_frg	ENST00000580125	TCONS_00089924_frg	4.263	66.718
ENSG00000165511	XLOC_011940_frg	ENST00000625168	TCONS_00037878_frg	4.493	57.364
ENSG00000253390	XLOC_007786_frg	ENST00000521021	TCONS_00025088_frg	4.59	15.692
ENSG00000271434	XLOC_018970_frg	ENST00000604581	TCONS_00060355_frg	3.117	12.437
ENSG00000274367	XLOC_025606_frg	ENST00000621689	TCONS_00081706_frg	4.649	21.897
ENSG00000230483	XLOC_010716_frg	ENST00000433035	TCONS_00034113_frg	4.383	54.665
ENSG00000279202	XLOC_025577_frg	ENST00000624179	TCONS_00081568_frg	5.869	44.07
ENSG00000247982	XLOC_008050_frg	ENST00000501726	TCONS_00025886_frg	9.26	81.44
ENSG00000242590	XLOC_019664_frg	ENST00000418300	TCONS_00062566_frg	4.674	24.156
ENSG00000254369	XLOC_016976_frg	ENST00000518947	TCONS_00053987_frg	5.221	47.861
ENSG00000267141	XLOC_003592_frg	ENST00000586694	TCONS_00011183_frg	3.793	11.147
ENSG00000271430	XLOC_023329_frg	ENST00000603037	TCONS_00074540_frg	7.97	18.166
ENSG00000269688	XLOC_022495_frg	ENST00000600473	TCONS_00071669_frg	6.005	19.386
ENSG00000279028	XLOC_008185_frg	ENST00000625092	TCONS_00026330_frg	5.723	33.16
ENSG00000273466	XLOC_025982_frg	ENST00000607946	TCONS_00082902_frg	3.623	26.596
ENSG00000275665	XLOC_028289_frg	ENST00000620144	TCONS_00090705_frg	6.844	8.401
ENSG00000268287	XLOC_020051_frg	ENST00000599209	TCONS_00063766_frg	7.065	28.958
ENSG00000240889	XLOC_008842_frg	ENST00000465466	TCONS_00028331_frg	4.372	31.828
ENSG00000274653	XLOC_026855_frg	ENST00000611264	TCONS_00085937_frg	3.406	26.495
ENSG00000269194	XLOC_020051_frg	ENST00000600669	TCONS_00063767_frg	5.765	24.317
ENSG00000253408	XLOC_007721_frg	ENST00000521470	TCONS_00024834_frg	6.515	19.896
ENSG00000279619	XLOC_010897_frg	ENST00000624372	TCONS_00034610_frg	7.14	62.356
ENSG00000261801	XLOC_019292_frg	ENST00000565416	TCONS_00061265_frg	7.461	20.132
ENSG00000245248	XLOC_020878_frg	ENST00000498979	TCONS_00066336_frg	3.792	15.895
ENSG00000228021	XLOC_009274_frg	ENST00000621613	TCONS_00029917_frg	5.054	51.106
ENSG00000269982	XLOC_013535_frg	ENST00000602436	TCONS_00043202_frg	4.79	49.161
ENSG00000231305	XLOC_013496_frg	ENST00000498297	TCONS_00043076_frg	5.431	83.065
ENSG00000277170	XLOC_025585_frg	ENST00000614983	TCONS_00081591_frg	5.351	28.135
ENSG00000229807	XLOC_023329_frg	ENST00000429829	TCONS_00074540_frg	14.338	16.95
ENSG00000259782	XLOC_025577_frg	ENST00000561624	TCONS_00081569_frg	6.674	83.967
ENSG00000261716	XLOC_022917_frg	ENST00000564237	TCONS_00073050_frg	9.365	29.515
ENSG00000260417	XLOC_010966_frg	ENST00000567093	TCONS_00034780_frg	8.456	102.664
ENSG00000278922	XLOC_026859_frg	ENST00000624451	TCONS_00085959_frg	3.681	104.929
ENSG00000259198	XLOC_022802_frg	ENST00000559030	TCONS_00072717_frg	4.937	41.137
ENSG00000275401	XLOC_027257_frg	ENST00000621084	TCONS_00087471_frg	5.501	110.163
ENSG00000220256	XLOC_025292_frg	ENST00000407524	TCONS_00080718_frg	5.815	23.456
ENSG00000279838	XLOC_012960_frg	ENST00000623474	TCONS_00041200_frg	4.918	32.354
ENSG00000267890	XLOC_020051_frg	ENST00000600998	TCONS_00063767_frg	4.146	44.085
ENSG00000280211	XLOC_029826_frg	ENST00000623557	TCONS_00095992_frg	9.569	27.572
ENSG00000275248	XLOC_005345_frg	ENST00000614629	TCONS_00017033_frg	4.607	97.418
ENSG00000253552	XLOC_016976_frg	ENST00000517550	TCONS_00053987_frg	5.673	52.917
ENSG00000230630	XLOC_011256_frg	ENST00000417354	TCONS_00035648_frg	4.993	77.709
ENSG00000254485	XLOC_011941_frg	ENST00000491930	TCONS_00037883_frg	3.437	20.769
ENSG00000235560	XLOC_026862_frg	ENST00000457283	TCONS_00085966_frg	6.153	34.484
ENSG00000260588	XLOC_007720_frg	ENST00000563810	TCONS_00024860_frg	7.852	33.302
ENSG00000267395	XLOC_023527_frg	ENST00000586251	TCONS_00075143_frg	3.913	25.686
ENSG00000269303	XLOC_010897_frg	ENST00000600959	TCONS_00034612_frg	6.761	25.99
ENSG00000261654	XLOC_002994_frg	ENST00000562952	TCONS_00009488_frg	6.57	81.325
ENSG00000225855	XLOC_035106_frg	ENST00000450199	TCONS_00110908_frg	4.375	31.153
ENSG00000260392	XLOC_009261_frg	ENST00000562300	TCONS_00029840_frg	3.47	71.195
ENSG00000273356	XLOC_011830_frg	ENST00000609204	TCONS_00037590_frg	3.896	21.556
ENSG00000273066	XLOC_032130_frg	ENST00000415992	TCONS_00103471_frg	11.546	70.867
ENSG00000280339	XLOC_005665_frg	ENST00000624364	TCONS_00017880_frg	5.032	38.807
ENSG00000269792	XLOC_022482_frg	ENST00000594676	TCONS_00071605_frg	4.28	73.186
ENSG00000232788	XLOC_026123_frg	ENST00000458314	TCONS_00083417_frg	5.201	133.034
ENSG00000269834	XLOC_032470_frg	ENST00000601562	TCONS_00104438_frg	5.203	57.107
ENSG00000237813	XLOC_009813_frg	ENST00000439070	TCONS_00031717_frg	3.684	145.11
ENSG00000279057	XLOC_026746_frg	ENST00000624558	TCONS_00085408_frg	6.701	79.177
ENSG00000237595	XLOC_027320_frg	ENST00000435301	TCONS_00087692_frg	3.637	41.433
ENSG00000275719	XLOC_023534_frg	ENST00000612522	TCONS_00075159_frg	3.573	61.798
ENSG00000261090	XLOC_026785_frg	ENST00000567395	TCONS_00085649_frg	6.283	44.287
ENSG00000280073	XLOC_022709_frg	ENST00000624684	TCONS_00072376_frg	7.371	25.756
ENSG00000236088	XLOC_027075_frg	ENST00000602743	TCONS_00086904_frg	5.32	29.407
ENSG00000272977	XLOC_002802_frg	ENST00000609475	TCONS_00008930_frg	3.941	25.734
ENSG00000272374	XLOC_000864_frg	ENST00000605896	TCONS_00002862_frg	9.696	28.912
ENSG00000233101	XLOC_028265_frg	ENST00000487849	TCONS_00090633_frg	5	58.559
ENSG00000267801	XLOC_027898_frg	ENST00000586076	TCONS_00089362_frg	4.309	21.666
ENSG00000226899	XLOC_018976_frg	ENST00000449984	TCONS_00060372_frg	5.745	57.308
ENSG00000255226	XLOC_010559_frg	ENST00000531982	TCONS_00033641_frg	3.842	37.103
ENSG00000255458	XLOC_003491_frg	ENST00000533736	TCONS_00010858_frg	7.232	28.653
ENSG00000271851	XLOC_027801_frg	ENST00000607496	TCONS_00089068_frg	5.747	18.493
ENSG00000260167	XLOC_025687_frg	ENST00000563540	TCONS_00081928_frg	9.072	49.257
ENSG00000283213	XLOC_025581_frg	ENST00000636354	TCONS_00081584_frg	9.397	52.897
ENSG00000267815	XLOC_021402_frg	ENST00000595563	TCONS_00068159_frg	4.318	63.6
ENSG00000203804	XLOC_024761_frg	ENST00000617352	TCONS_00078993_frg	4.936	12.665
ENSG00000267737	XLOC_027140_frg	ENST00000586321	TCONS_00087088_frg	5.434	40.487
ENSG00000235919	XLOC_029879_frg	ENST00000456633	TCONS_00096148_frg	8.428	88.342
ENSG00000271032	XLOC_010897_frg	ENST00000605640	TCONS_00034612_frg	4.68	42.175
ENSG00000227432	XLOC_025983_frg	ENST00000429882	TCONS_00082909_frg	3.545	32.685
ENSG00000280189	XLOC_012498_frg	ENST00000623729	TCONS_00039838_frg	5.672	23.635
ENSG00000267007	XLOC_001516_frg	ENST00000586259	TCONS_00004816_frg	3.808	91.283
ENSG00000258297	XLOC_012815_frg	ENST00000550837	TCONS_00040744_frg	3.898	81.373
ENSG00000234494	XLOC_027616_frg	ENST00000411573	TCONS_00088513_frg	4.207	45.061
ENSG00000227946	XLOC_026177_frg	ENST00000435627	TCONS_00083604_frg	4.535	65.302
ENSG00000256540	XLOC_008879_frg	ENST00000537961	TCONS_00028499_frg	7.34	30.241
ENSG00000261759	XLOC_026635_frg	ENST00000567236	TCONS_00085032_frg	4.376	70.342
ENSG00000238197	XLOC_007272_frg	ENST00000440052	TCONS_00023140_frg	4.57	63.988
ENSG00000278915	XLOC_008185_frg	ENST00000624566	TCONS_00026332_frg	11.552	33.215
ENSG00000278925	XLOC_008185_frg	ENST00000623837	TCONS_00026330_frg	7.041	33.594
ENSG00000224730	XLOC_019816_frg	ENST00000456337	TCONS_00063017_frg	4.265	51.894
ENSG00000214894	XLOC_023464_frg	ENST00000399196	TCONS_00074913_frg	9.546	60.178
ENSG00000279145	XLOC_009255_frg	ENST00000623483	TCONS_00029811_frg	5.896	53.915
ENSG00000237741	XLOC_021988_frg	ENST00000456981	TCONS_00070330_frg	4.327	17.877
ENSG00000260060	XLOC_029826_frg	ENST00000565152	TCONS_00095991_frg	4.763	50.996
ENSG00000250714	XLOC_007724_frg	ENST00000511929	TCONS_00024873_frg	3.821	47.364
ENSG00000242407	XLOC_028263_frg	ENST00000495536	TCONS_00090625_frg	4.424	92.026
ENSG00000263072	XLOC_025593_frg	ENST00000572691	TCONS_00081634_frg	6.694	59.69
ENSG00000283355	XLOC_001935_frg	ENST00000636429	TCONS_00006163_frg	4.777	79.4
ENSG00000243083	XLOC_013618_frg	ENST00000473713	TCONS_00043463_frg	4.749	19.178
ENSG00000260177	XLOC_012619_frg	ENST00000561567	TCONS_00040245_frg	5.162	100.517
ENSG00000279233	XLOC_000472_frg	ENST00000623804	TCONS_00001667_frg	8.918	34.975
ENSG00000257563	XLOC_025461_frg	ENST00000549796	TCONS_00081232_frg	3.794	97.382
ENSG00000279328	XLOC_013568_frg	ENST00000624121	TCONS_00043305_frg	3.256	4.743
ENSG00000261159	XLOC_013499_frg	ENST00000567253	TCONS_00043080_frg	5.65	46.368
ENSG00000224536	XLOC_000916_frg	ENST00000454651	TCONS_00003076_frg	4.619	19.307
ENSG00000260369	XLOC_021372_frg	ENST00000562672	TCONS_00068079_frg	4.08	28.24
ENSG00000249509	XLOC_021817_frg	ENST00000506057	TCONS_00069742_frg	4.969	9.566
ENSG00000233360	XLOC_011478_frg	ENST00000456099	TCONS_00036490_frg	4.719	99.4
ENSG00000246211	XLOC_007392_frg	ENST00000502071	TCONS_00023496_frg	6.957	30.882
ENSG00000257453	XLOC_008591_frg	ENST00000552367	TCONS_00027496_frg	4.606	21.196
ENSG00000279243	XLOC_012763_frg	ENST00000622944	TCONS_00040617_frg	3.599	85.677
ENSG00000278716	XLOC_010966_frg	ENST00000620845	TCONS_00034780_frg	9.618	85.543
ENSG00000247081	XLOC_016285_frg	ENST00000523614	TCONS_00052060_frg	4	53.926
ENSG00000241490	XLOC_007528_frg	ENST00000493033	TCONS_00023905_frg	4.168	18.241
ENSG00000272836	XLOC_009968_frg	ENST00000610050	TCONS_00032299_frg	4.228	95.815
ENSG00000249464	XLOC_001785_frg	ENST00000514823	TCONS_00005687_frg	5.836	57.651
ENSG00000228008	XLOC_018623_frg	ENST00000419183	TCONS_00059034_frg	4.861	41.275
ENSG00000257379	XLOC_006912_frg	ENST00000547717	TCONS_00022000_frg	4.383	20.162
ENSG00000266601	XLOC_027615_frg	ENST00000584276	TCONS_00088510_frg	7.436	40.93
ENSG00000261623	XLOC_012491_frg	ENST00000561523	TCONS_00039814_frg	8.432	28.443
ENSG00000223396	XLOC_000915_frg	ENST00000441932	TCONS_00003065_frg	8.149	45.386
ENSG00000260470	XLOC_005269_frg	ENST00000564380	TCONS_00016794_frg	6.905	23.062
ENSG00000176593	XLOC_011436_frg	ENST00000313957	TCONS_00036215_frg	3.811	54.409
ENSG00000279907	XLOC_010966_frg	ENST00000624587	TCONS_00034779_frg	12.926	52.187
ENSG00000260778	XLOC_026734_frg	ENST00000562838	TCONS_00085369_frg	4.435	19.449
ENSG00000258655	XLOC_024242_frg	ENST00000553596	TCONS_00077155_frg	3.817	20.248
ENSG00000281358	XLOC_013458_frg	ENST00000629828	TCONS_00042986_frg	4.413	47.774
ENSG00000279569	XLOC_011767_frg	ENST00000623414	TCONS_00037419_frg	4.191	26.622
ENSG00000232907	XLOC_027942_frg	ENST00000559455	TCONS_00089517_frg	6.431	9.509
ENSG00000179818	XLOC_007829_frg	ENST00000439670	TCONS_00025238_frg	7.299	26.498
ENSG00000280076	XLOC_007980_frg	ENST00000624819	TCONS_00025709_frg	9.226	46.074
ENSG00000234638	XLOC_025986_frg	ENST00000431827	TCONS_00082932_frg	4.074	15.338
ENSG00000262786	XLOC_027075_frg	ENST00000571192	TCONS_00086904_frg	4.888	25.811
ENSG00000279159	XLOC_002856_frg	ENST00000624945	TCONS_00009137_frg	4.792	23.574
ENSG00000279537	XLOC_022802_frg	ENST00000624274	TCONS_00072715_frg	5.639	25.619
ENSG00000237380	XLOC_026141_frg	ENST00000426965	TCONS_00083477_frg	4.796	74.216
ENSG00000264608	XLOC_004728_frg	ENST00000582858	TCONS_00015074_frg	7.318	61.62
ENSG00000280029	XLOC_008185_frg	ENST00000624424	TCONS_00026332_frg	10.451	25.313
ENSG00000273448	XLOC_006401_frg	ENST00000609770	TCONS_00020107_frg	8.295	79.266
ENSG00000245522	XLOC_010455_frg	ENST00000525154	TCONS_00033343_frg	5.604	90.742
ENSG00000237017	XLOC_019967_frg	ENST00000452097	TCONS_00063515_frg	8.399	55.406
ENSG00000279019	XLOC_010811_frg	ENST00000623921	TCONS_00034401_frg	5.197	73.981
ENSG00000261799	XLOC_007653_frg	ENST00000570140	TCONS_00024650_frg	5.913	44.019
ENSG00000261008	XLOC_011012_frg	ENST00000561611	TCONS_00034984_frg	7.503	80.04
ENSG00000274833	XLOC_021360_frg	ENST00000611501	TCONS_00068035_frg	5.736	47.219
ENSG00000261407	XLOC_007951_frg	ENST00000570120	TCONS_00025601_frg	3.711	73.634
ENSG00000239322	XLOC_018807_frg	ENST00000447639	TCONS_00059791_frg	4.54	61.211
ENSG00000233483	XLOC_028074_frg	ENST00000589518	TCONS_00089979_frg	3.926	52.827
ENSG00000179818	XLOC_007829_frg	ENST00000366234	TCONS_00025238_frg	8.444	33.495
ENSG00000189149	XLOC_026698_frg	ENST00000338573	TCONS_00085268_frg	5.388	72.435
ENSG00000259422	XLOC_019333_frg	ENST00000558424	TCONS_00061359_frg	4.124	61.549
ENSG00000272146	XLOC_013679_frg	ENST00000607782	TCONS_00043610_frg	4.428	21.546
ENSG00000275549	XLOC_024543_frg	ENST00000612170	TCONS_00078284_frg	8.275	43.527
ENSG00000261829	XLOC_013815_frg	ENST00000568958	TCONS_00044346_frg	7.329	92.154
ENSG00000234350	XLOC_026109_frg	ENST00000442456	TCONS_00083351_frg	5.521	94.422
ENSG00000275880	XLOC_006993_frg	ENST00000611744	TCONS_00022255_frg	3.965	113.091
ENSG00000256955	XLOC_006373_frg	ENST00000542763	TCONS_00020033_frg	4.589	43.258
ENSG00000226835	XLOC_012853_frg	ENST00000413103	TCONS_00040867_frg	4.809	122.826
ENSG00000246130	XLOC_008954_frg	ENST00000501897	TCONS_00028830_frg	3.829	38.91
ENSG00000254653	XLOC_010559_frg	ENST00000528480	TCONS_00033640_frg	6.691	69.985
ENSG00000224209	XLOC_011588_frg	ENST00000634725	TCONS_00036822_frg	3.832	20.314
ENSG00000230091	XLOC_020667_frg	ENST00000432070	TCONS_00065641_frg	3.694	43.646
ENSG00000278126	XLOC_005223_frg	ENST00000620274	TCONS_00016586_frg	4.594	15.994
ENSG00000237037	XLOC_013020_frg	ENST00000617009	TCONS_00041437_frg	5.818	30.351
ENSG00000235663	XLOC_023483_frg	ENST00000419679	TCONS_00074964_frg	3	68.096
ENSG00000276807	XLOC_019292_frg	ENST00000620960	TCONS_00061265_frg	5.983	72.396
ENSG00000279440	XLOC_002797_frg	ENST00000623027	TCONS_00008911_frg	6.741	39.073
ENSG00000268886	XLOC_013065_frg	ENST00000599222	TCONS_00041649_frg	4.961	30.647
ENSG00000279841	XLOC_010980_frg	ENST00000624151	TCONS_00034845_frg	4.854	76.904
ENSG00000196273	XLOC_022581_frg	ENST00000556697	TCONS_00071967_frg	6.57	115.052
ENSG00000259941	XLOC_009261_frg	ENST00000564401	TCONS_00029840_frg	4.504	57.074
ENSG00000260136	XLOC_026751_frg	ENST00000565747	TCONS_00085454_frg	3.975	57.771
ENSG00000279861	XLOC_023961_frg	ENST00000624088	TCONS_00076213_frg	7.232	19.295
ENSG00000228008	XLOC_017281_frg	ENST00000424174	TCONS_00054989_frg	3.584	30.17
ENSG00000259605	XLOC_023541_frg	ENST00000592217	TCONS_00075195_frg	10.026	152.019
ENSG00000179219	XLOC_010966_frg	ENST00000366314	TCONS_00034779_frg	7.603	39.907
ENSG00000233538	XLOC_013820_frg	ENST00000370380	TCONS_00044361_frg	3.724	18.129
ENSG00000262468	XLOC_026758_frg	ENST00000571970	TCONS_00085480_frg	5.876	4.879
ENSG00000279770	XLOC_005349_frg	ENST00000625151	TCONS_00017050_frg	4.645	47.647
ENSG00000236445	XLOC_024851_frg	ENST00000432733	TCONS_00079311_frg	11.246	25.513
ENSG00000264853	XLOC_027161_frg	ENST00000578539	TCONS_00087194_frg	5.766	29.823
ENSG00000283095	XLOC_018958_frg	ENST00000634373	TCONS_00060310_frg	5.905	178.116
ENSG00000260123	XLOC_009149_frg	ENST00000565938	TCONS_00029479_frg	3.664	20.174
ENSG00000267750	XLOC_027364_frg	ENST00000586388	TCONS_00087856_frg	6.643	39.053
ENSG00000269901	XLOC_010990_frg	ENST00000602779	TCONS_00034870_frg	5.514	91.377
ENSG00000229400	XLOC_015894_frg	ENST00000431691	TCONS_00050507_frg	3.288	66.045
ENSG00000204261	XLOC_023798_frg	ENST00000413039	TCONS_00075620_frg	4.752	136.554
ENSG00000255471	XLOC_005665_frg	ENST00000528660	TCONS_00017880_frg	5.766	7.057
ENSG00000258952	XLOC_024125_frg	ENST00000555871	TCONS_00076773_frg	4.382	10.64
ENSG00000277440	XLOC_025593_frg	ENST00000616838	TCONS_00081634_frg	5.922	59.828
ENSG00000248101	XLOC_019987_frg	ENST00000473572	TCONS_00063566_frg	3.881	46.306
ENSG00000260305	XLOC_009164_frg	ENST00000569588	TCONS_00029547_frg	3.652	59.85
ENSG00000281128	XLOC_000007_frg	ENST00000627688	TCONS_00000119_frg	4.983	22.293
ENSG00000245694	XLOC_010784_frg	ENST00000613942	TCONS_00034340_frg	3.871	27.592
ENSG00000205592	XLOC_008684_frg	ENST00000474954	TCONS_00027831_frg	4.617	12.5
ENSG00000225470	XLOC_021920_frg	ENST00000602895	TCONS_00070132_frg	5.684	52.509
ENSG00000255165	XLOC_010660_frg	ENST00000531268	TCONS_00033966_frg	4.444	8.832
ENSG00000279525	XLOC_018367_frg	ENST00000624998	TCONS_00058047_frg	5.617	30.457
ENSG00000223704	XLOC_002797_frg	ENST00000434868	TCONS_00008911_frg	5.87	37.877
ENSG00000258573	XLOC_003163_frg	ENST00000554529	TCONS_00009883_frg	3.969	49.53
ENSG00000261924	XLOC_028057_frg	ENST00000573602	TCONS_00089924_frg	3.552	12.083
ENSG00000259291	XLOC_007932_frg	ENST00000620791	TCONS_00025563_frg	7.001	65.41
ENSG00000278952	XLOC_010805_frg	ENST00000623192	TCONS_00034384_frg	6.441	5.845
ENSG00000275964	XLOC_005464_frg	ENST00000620617	TCONS_00017362_frg	6.915	85.666
ENSG00000263938	XLOC_006304_frg	ENST00000582080	TCONS_00019722_frg	5.706	23.891
ENSG00000246448	XLOC_001826_frg	ENST00000499587	TCONS_00005795_frg	5.171	21.185
ENSG00000256596	XLOC_004896_frg	ENST00000539391	TCONS_00015630_frg	4.557	64.545
ENSG00000230590	XLOC_023329_frg	ENST00000429124	TCONS_00074540_frg	6.241	12.403
ENSG00000268970	XLOC_034472_frg	ENST00000596451	TCONS_00109597_frg	6.817	55.035
ENSG00000204650	XLOC_027376_frg	ENST00000455565	TCONS_00087903_frg	5.863	26.952
ENSG00000268677	XLOC_020051_frg	ENST00000596472	TCONS_00063766_frg	3.169	27.043
ENSG00000240015	XLOC_007707_frg	ENST00000476186	TCONS_00024787_frg	10.297	87.937
ENSG00000230550	XLOC_000691_frg	ENST00000433869	TCONS_00002448_frg	3.373	103.965
ENSG00000280377	XLOC_009154_frg	ENST00000624460	TCONS_00029492_frg	5.426	25.996
ENSG00000245532	XLOC_012769_frg	ENST00000501122	TCONS_00040642_frg	7.844	49.4
ENSG00000231050	XLOC_019673_frg	ENST00000412228	TCONS_00062598_frg	6.371	43.162
ENSG00000254081	XLOC_016404_frg	ENST00000520902	TCONS_00052408_frg	3.656	50.284
ENSG00000233016	XLOC_032134_frg	ENST00000414282	TCONS_00103486_frg	10.702	95.634
ENSG00000213599	XLOC_026855_frg	ENST00000561824	TCONS_00085936_frg	5.99	37.539
ENSG00000260949	XLOC_007698_frg	ENST00000563059	TCONS_00024753_frg	10.323	53.001
ENSG00000232530	XLOC_000399_frg	ENST00000447565	TCONS_00001418_frg	3.757	49.427
ENSG00000259589	XLOC_019310_frg	ENST00000559303	TCONS_00061311_frg	4.564	118.449
ENSG00000260905	XLOC_025585_frg	ENST00000566098	TCONS_00081591_frg	6.075	7.572
ENSG00000227407	XLOC_019815_frg	ENST00000457113	TCONS_00063044_frg	6.786	18.157
ENSG00000228737	XLOC_008185_frg	ENST00000422040	TCONS_00026332_frg	4.869	37.937
ENSG00000226741	XLOC_002797_frg	ENST00000426467	TCONS_00008911_frg	6.416	40.953
ENSG00000260852	XLOC_030949_frg	ENST00000563777	TCONS_00099512_frg	20.35	53.183
ENSG00000261613	XLOC_026743_frg	ENST00000563449	TCONS_00085402_frg	6.664	10.575
ENSG00000232907	XLOC_027254_frg	ENST00000559804	TCONS_00087464_frg	3.384	36.652
ENSG00000274227	XLOC_002630_frg	ENST00000614212	TCONS_00008187_frg	3.72	15.853
ENSG00000267169	XLOC_028713_frg	ENST00000588387	TCONS_00091845_frg	5.277	36.032
ENSG00000270066	XLOC_011279_frg	ENST00000602755	TCONS_00035707_frg	4.532	71.432
ENSG00000235120	XLOC_017283_frg	ENST00000442384	TCONS_00055020_frg	4.481	16.888
ENSG00000205865	XLOC_010714_frg	ENST00000382166	TCONS_00034105_frg	7.343	66.277
ENSG00000224691	XLOC_012962_frg	ENST00000428391	TCONS_00041202_frg	6.983	47.618
ENSG00000221857	XLOC_021542_frg	ENST00000592174	TCONS_00068516_frg	5.319	71.73
ENSG00000226696	XLOC_019822_frg	ENST00000416022	TCONS_00063072_frg	5.332	50.132
ENSG00000280422	XLOC_018608_frg	ENST00000624646	TCONS_00058988_frg	5.242	89.056
ENSG00000267757	XLOC_023534_frg	ENST00000623430	TCONS_00075158_frg	4.152	24.935
